TEXT-ID,SOURCE-ID,RECORDING-ID,SUBCORPUS,PRS-ID,SEX,AGE,1LANG,DIALECT,EDUCATION,PERM-RESD,CHILD-RESD,SENTENCES,WORDS
Rog-Art-J-Gvecg-P500014,Artur-J-Gvecg-P500014,Artur-J-Gvecg-P500014-avd.wav,Artur-J,Artur-J-G3018,ženski,-,slovenščina,standardni jezik,-,-,-,3,44
Rog-Art-J-Gvecg-P500014,Artur-J-Gvecg-P500014,Artur-J-Gvecg-P500014-avd.wav,Artur-J,Artur-J-G3020,ženski,30 do 59 let,slovenščina,pogovorni jezik,-,-,osrednjeslovenska,24,893
Rog-Art-J-Gvecg-P500016,Artur-J-Gvecg-P500016,Artur-J-Gvecg-P500016-avd.wav,Artur-J,Artur-J-G3018,ženski,-,slovenščina,standardni jezik,-,-,-,19,428
Rog-Art-J-Gvecg-P500016,Artur-J-Gvecg-P500016,Artur-J-Gvecg-P500016-avd.wav,Artur-J,Artur-J-G3025,ženski,30 do 59 let,slovenščina,standardni jezik,-,pomurska,-,19,604
Rog-Art-J-Gvecg-P500021,Artur-J-Gvecg-P500021,Artur-J-Gvecg-P500021-avd.wav,Artur-J,Artur-J-G3047,ženski,-,,standardni jezik,fakulteta ali več,-,-,27,1041
Rog-Art-J-Gvecg-P500026,Artur-J-Gvecg-P500026,Artur-J-Gvecg-P500026-avd.wav,Artur-J,Artur-J-G3057,ženski,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,-,posavska,5,86
Rog-Art-J-Gvecg-P500026,Artur-J-Gvecg-P500026,Artur-J-Gvecg-P500026-avd.wav,Artur-J,Artur-J-G3055,ženski,-,,standardni jezik,-,-,-,4,108
Rog-Art-J-Gvecg-P500026,Artur-J-Gvecg-P500026,Artur-J-Gvecg-P500026-avd.wav,Artur-J,Artur-J-G3056,moški,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,-,savinjska,33,867
Rog-Art-J-Gvecg-P500028,Artur-J-Gvecg-P500028,Artur-J-Gvecg-P500028-avd.wav,Artur-J,Artur-J-G3063,moški,30 do 59 let,slovenščina,standardni jezik,-,-,goriška,17,529
Rog-Art-J-Gvecg-P500028,Artur-J-Gvecg-P500028,Artur-J-Gvecg-P500028-avd.wav,Artur-J,Artur-J-G3062,moški,-,,standardni jezik,-,-,-,9,547
Rog-Art-J-Gvecg-P500034,Artur-J-Gvecg-P500034,Artur-J-Gvecg-P500034-avd.wav,Artur-J,Artur-J-G3069,ženski,-,,standardni jezik,-,-,-,30,984
Rog-Art-J-Gvecg-P500037,Artur-J-Gvecg-P500037,Artur-J-Gvecg-P500037-avd.wav,Artur-J,Artur-J-G3070,ženski,30 do 59 let,,standardni jezik,-,-,-,33,981
Rog-Art-J-Gvecg-P500042,Artur-J-Gvecg-P500042,Artur-J-Gvecg-P500042-avd.wav,Artur-J,Artur-J-G3082,ženski,30 do 59 let,srbščina,tujejezični vplivi,fakulteta ali več,-,-,24,1080
Rog-Art-J-Gvecg-P500046,Artur-J-Gvecg-P500046,Artur-J-Gvecg-P500046-avd.wav,Artur-J,Artur-J-G3018,ženski,-,slovenščina,standardni jezik,-,-,-,5,193
Rog-Art-J-Gvecg-P500046,Artur-J-Gvecg-P500046,Artur-J-Gvecg-P500046-avd.wav,Artur-J,Artur-J-G3090,moški,-,,standardni jezik,-,-,-,8,365
Rog-Art-J-Gvecg-P500046,Artur-J-Gvecg-P500046,Artur-J-Gvecg-P500046-avd.wav,Artur-J,Artur-J-G3091,moški,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,osrednjeslovenska,-,9,486
Rog-Art-J-Gvecg-P500048,Artur-J-Gvecg-P500048,Artur-J-Gvecg-P500048-avd.wav,Artur-J,Artur-J-G3098,moški,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,podravska,-,6,162
Rog-Art-J-Gvecg-P500048,Artur-J-Gvecg-P500048,Artur-J-Gvecg-P500048-avd.wav,Artur-J,Artur-J-G3097,ženski,nad 60 let,slovenščina,standardni jezik,fakulteta ali več,osrednjeslovenska,-,8,193
Rog-Art-J-Gvecg-P500048,Artur-J-Gvecg-P500048,Artur-J-Gvecg-P500048-avd.wav,Artur-J,Artur-J-G3023,moški,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,-,osrednjeslovenska,18,754
Rog-Art-J-Gvecg-P500051,Artur-J-Gvecg-P500051,Artur-J-Gvecg-P500051-avd.wav,Artur-J,Artur-J-G3016,moški,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,-,posavska,38,1006
Rog-Art-J-Gvecg-P500054,Artur-J-Gvecg-P500054,Artur-J-Gvecg-P500054-avd.wav,Artur-J,Artur-J-G3110,ženski,30 do 59 let,slovenščina,standardni jezik,-,-,osrednjeslovenska,33,830
Rog-Art-J-Gvecg-P500054,Artur-J-Gvecg-P500054,Artur-J-Gvecg-P500054-avd.wav,Artur-J,Artur-J-G3109,moški,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,-,primorsko-notranjska,11,210
Rog-Art-J-Gvecg-P500063,Artur-J-Gvecg-P500063,Artur-J-Gvecg-P500063-avd.wav,Artur-J,Artur-J-G3134,moški,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,osrednjeslovenska,-,7,527
Rog-Art-J-Gvecg-P500063,Artur-J-Gvecg-P500063,Artur-J-Gvecg-P500063-avd.wav,Artur-J,Artur-J-G3133,ženski,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,osrednjeslovenska,-,9,608
Rog-Art-J-Gvecg-P500064,Artur-J-Gvecg-P500064,Artur-J-Gvecg-P500064-avd.wav,Artur-J,Artur-J-G3139,ženski,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,osrednjeslovenska,-,11,236
Rog-Art-J-Gvecg-P500064,Artur-J-Gvecg-P500064,Artur-J-Gvecg-P500064-avd.wav,Artur-J,Artur-J-G3137,moški,nad 60 let,slovenščina,standardni jezik,fakulteta ali več,-,-,24,953
Rog-Art-J-Gvecg-P580002,Artur-J-Gvecg-P580002,Artur-J-Gvecg-P580002-avd.wav,Artur-J,Artur-J-G4529,ženski,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,-,savinjska,13,233
Rog-Art-J-Gvecg-P580002,Artur-J-Gvecg-P580002,Artur-J-Gvecg-P580002-avd.wav,Artur-J,Artur-J-G4528,ženski,nad 60 let,slovenščina,standardni jezik,fakulteta ali več,-,-,24,778
Rog-Art-J-Gvecg-P580003,Artur-J-Gvecg-P580003,Artur-J-Gvecg-P580003-avd.wav,Artur-J,Artur-J-G4531,ženski,nad 60 let,slovenščina,standardni jezik,višja ali visoka šola,savinjska,-,18,311
Rog-Art-J-Gvecg-P580003,Artur-J-Gvecg-P580003,Artur-J-Gvecg-P580003-avd.wav,Artur-J,Artur-J-G4530,moški,30 do 59 let,slovenščina,pogovorni jezik,-,osrednjeslovenska,-,15,725
Rog-Art-J-Gvecg-P580009,Artur-J-Gvecg-P580009,Artur-J-Gvecg-P580009-avd.wav,Artur-J,Artur-J-G4539,ženski,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,savinjska,-,14,232
Rog-Art-J-Gvecg-P580009,Artur-J-Gvecg-P580009,Artur-J-Gvecg-P580009-avd.wav,Artur-J,Artur-J-G4538,moški,nad 60 let,slovenščina,pogovorni jezik,višja ali visoka šola,savinjska,-,28,822
Rog-Art-J-Gvecg-P580023,Artur-J-Gvecg-P580023,Artur-J-Gvecg-P580023-avd.wav,Artur-J,Artur-J-G4544,ženski,nad 60 let,slovenščina,standardni jezik,srednja šola,-,posavska,22,340
Rog-Art-J-Gvecg-P580023,Artur-J-Gvecg-P580023,Artur-J-Gvecg-P580023-avd.wav,Artur-J,Artur-J-G4554,ženski,30 do 59 let,slovenščina,pogovorni jezik,višja ali visoka šola,posavska,-,38,797
Rog-Art-J-Gvecg-P580041,Artur-J-Gvecg-P580041,Artur-J-Gvecg-P580041-avd.wav,Artur-J,Artur-J-G4531,ženski,nad 60 let,slovenščina,standardni jezik,višja ali visoka šola,savinjska,-,25,308
Rog-Art-J-Gvecg-P580041,Artur-J-Gvecg-P580041,Artur-J-Gvecg-P580041-avd.wav,Artur-J,Artur-J-G4521,moški,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,osrednjeslovenska,-,40,687
Rog-Art-J-Gvecg-P580047,Artur-J-Gvecg-P580047,Artur-J-Gvecg-P580047-avd.wav,Artur-J,Artur-J-G4529,ženski,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,-,savinjska,18,220
Rog-Art-J-Gvecg-P580047,Artur-J-Gvecg-P580047,Artur-J-Gvecg-P580047-avd.wav,Artur-J,Artur-J-G4586,ženski,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,osrednjeslovenska,-,23,773
Rog-Art-J-Gvecg-P580051,Artur-J-Gvecg-P580051,Artur-J-Gvecg-P580051-avd.wav,Artur-J,Artur-J-G4602,moški,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,-,jugovzhodna Slovenija,3,140
Rog-Art-J-Gvecg-P580051,Artur-J-Gvecg-P580051,Artur-J-Gvecg-P580051-avd.wav,Artur-J,Artur-J-G4604,moški,nad 60 let,slovenščina,standardni jezik,fakulteta ali več,-,podravska,30,793
Rog-Art-J-Gvecg-P580051,Artur-J-Gvecg-P580051,Artur-J-Gvecg-P580051-avd.wav,Artur-J,Artur-J-G4605,moški,30 do 59 let,slovenščina,standardni jezik,višja ali visoka šola,-,goriška,3,69
Rog-Art-N-G5013-P600007,Artur-N-G5013-P600007,Artur-N-G5013-P600007-avd.wav,Artur-N,Artur-N-G5013,moški,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,podravska,-,39,652
Rog-Art-N-G5014-P600007,Artur-N-G5014-P600007,Artur-N-G5014-P600007-avd.wav,Artur-N,Artur-N-G5014,moški,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,podravska,-,41,540
Rog-Art-N-G5019-P600012,Artur-N-G5019-P600012,Artur-N-G5019-P600012-avd.wav,Artur-N,Artur-N-G5019,moški,30 do 59 let,slovenščina,pogovorni jezik,višja ali visoka šola,podravska,-,26,246
Rog-Art-N-G5020-P600012,Artur-N-G5020-P600012,Artur-N-G5020-P600012-avd.wav,Artur-N,Artur-N-G5020,ženski,30 do 59 let,slovenščina,pogovorni jezik,srednja šola,podravska,-,58,727
Rog-Art-N-G5025-P600021,Artur-N-G5025-P600021,Artur-N-G5025-P600021-avd.wav,Artur-N,Artur-N-G5025,ženski,nad 60 let,slovenščina,pogovorni jezik,srednja šola,pomurska,-,45,452
Rog-Art-N-G5025-P600022,Artur-N-G5025-P600022,Artur-N-G5025-P600022-avd.wav,Artur-N,Artur-N-G5025,ženski,nad 60 let,slovenščina,pogovorni jezik,srednja šola,pomurska,-,25,622
Rog-Art-N-G5026-P600021,Artur-N-G5026-P600021,Artur-N-G5026-P600021-avd.wav,Artur-N,Artur-N-G5026,ženski,nad 60 let,slovenščina,pogovorni jezik,OŠ ali manj,-,pomurska,39,314
Rog-Art-N-G5035-P600034,Artur-N-G5035-P600034,Artur-N-G5035-P600034-avd.wav,Artur-N,Artur-N-G5035,moški,nad 60 let,slovenščina,pogovorni jezik,višja ali visoka šola,podravska,-,29,657
Rog-Art-N-G5036-P600034,Artur-N-G5036-P600034,Artur-N-G5036-P600034-avd.wav,Artur-N,Artur-N-G5036,moški,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,podravska,-,31,407
Rog-Art-N-G5043-P600044,Artur-N-G5043-P600044,Artur-N-G5043-P600044-avd.wav,Artur-N,Artur-N-G5043,moški,nad 60 let,slovenščina,pogovorni jezik,srednja šola,koroška,-,34,365
Rog-Art-N-G5044-P600044,Artur-N-G5044-P600044,Artur-N-G5044-P600044-avd.wav,Artur-N,Artur-N-G5044,moški,nad 60 let,slovenščina,pogovorni jezik,srednja šola,koroška,-,32,465
Rog-Art-N-G5053-P600052,Artur-N-G5053-P600052,Artur-N-G5053-P600052-avd.wav,Artur-N,Artur-N-G5053,moški,18 do 34 let,slovenščina,pogovorni jezik,višja ali visoka šola,podravska,-,53,750
Rog-Art-N-G5054-P600052,Artur-N-G5054-P600052,Artur-N-G5054-P600052-avd.wav,Artur-N,Artur-N-G5054,ženski,18 do 34 let,slovenščina,pogovorni jezik,višja ali visoka šola,podravska,-,56,690
Rog-Art-N-G5082-P600080,Artur-N-G5082-P600080,Artur-N-G5082-P600080-avd.wav,Artur-N,Artur-N-G5082,ženski,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,primorsko-notranjska,-,10,132
Rog-Art-N-G5083-P600080,Artur-N-G5083-P600080,Artur-N-G5083-P600080-avd.wav,Artur-N,Artur-N-G5083,moški,30 do 59 let,slovenščina,pogovorni jezik,višja ali visoka šola,-,osrednjeslovenska,20,793
Rog-Art-N-G5097-P600096,Artur-N-G5097-P600096,Artur-N-G5097-P600096-avd.wav,Artur-N,Artur-N-G5097,ženski,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,-,gorenjska,38,967
Rog-Art-N-G6001-P600102,Artur-N-G6001-P600102,Artur-N-G6001-P600102-avd.wav,Artur-N,Artur-N-G6001,ženski,18 do 34 let,slovenščina,pogovorni jezik,višja ali visoka šola,-,osrednjeslovenska,27,856
Rog-Art-N-G6007-P600702,Artur-N-G6007-P600702,Artur-N-G6007-P600702-avd.wav,Artur-N,Artur-N-G6007,moški,30 do 59 let,slovenščina,standardni jezik,fakulteta ali več,-,osrednjeslovenska,21,770
Rog-Art-N-G6012-P601201,Artur-N-G6012-P601201,Artur-N-G6012-P601201-avd.wav,Artur-N,Artur-N-G6012,moški,nad 60 let,slovenščina,standardni jezik,fakulteta ali več,-,savinjska,28,961
Rog-Art-N-G6031-P603102,Artur-N-G6031-P603102,Artur-N-G6031-P603102-avd.wav,Artur-N,Artur-N-G6031,moški,18 do 34 let,slovenščina,standardni jezik,srednja šola,jugovzhodna Slovenija,-,26,922
Rog-Art-N-G6043-P604301,Artur-N-G6043-P604301,Artur-N-G6043-P604301-avd.wav,Artur-N,Artur-N-G6043,moški,30 do 59 let,slovenščina,pogovorni jezik,srednja šola,primorsko-notranjska,-,40,922
Rog-Art-N-G6047-P604702,Artur-N-G6047-P604702,Artur-N-G6047-P604702-avd.wav,Artur-N,Artur-N-G6047,moški,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,gorenjska,-,41,844
Rog-Art-N-G6060-P606001,Artur-N-G6060-P606001,Artur-N-G6060-P606001-avd.wav,Artur-N,Artur-N-G6060,ženski,30 do 59 let,slovenščina,pogovorni jezik,fakulteta ali več,goriška,-,31,915
Rog-Art-N-G6083-P608301,Artur-N-G6083-P608301,Artur-N-G6083-P608301-avd.wav,Artur-N,Artur-N-G6083,ženski,18 do 34 let,slovenščina,pogovorni jezik,višja ali visoka šola,goriška,-,39,861
Rog-Art-N-G6100-P610002,Artur-N-G6100-P610002,Artur-N-G6100-P610002-avd.wav,Artur-N,Artur-N-G6100,moški,30 do 59 let,slovenščina,pogovorni jezik,višja ali visoka šola,osrednjeslovenska,-,23,965
Rog-Art-N-G6103-P610302,Artur-N-G6103-P610302,Artur-N-G6103-P610302-avd.wav,Artur-N,Artur-N-G6103,ženski,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,goriška,-,25,931
Rog-Art-N-G6112-P611202,Artur-N-G6112-P611202,Artur-N-G6112-P611202-avd.wav,Artur-N,Artur-N-G6112,moški,18 do 34 let,slovenščina,pogovorni jezik,srednja šola,osrednjeslovenska,-,35,871
Rog-Art-N-G6116-P611601,Artur-N-G6116-P611601,Artur-N-G6116-P611601-avd.wav,Artur-N,Artur-N-G6116,moški,30 do 59 let,slovenščina,narečje,višja ali visoka šola,-,osrednjeslovenska,48,930
Rog-Art-P-G7001-P700192,Artur-P-G7001-P700192,Artur-P-G7001-P700192-avd.wav,Artur-P,Artur-P-G7001,ženski,-,slovenščina,-,-,-,-,39,854
Rog-Art-P-G7002-P700444,Artur-P-G7002-P700444,Artur-P-G7002-P700444-avd.wav,Artur-P,Artur-P-G7002,moški,-,slovenščina,-,-,-,-,34,819
Rog-Art-P-G7036-P701111,Artur-P-G7036-P701111,Artur-P-G7036-P701111-avd.wav,Artur-P,Artur-P-G7036,ženski,-,slovenščina,-,-,-,-,43,858
Rog-Art-P-G7065-P701064,Artur-P-G7065-P701064,Artur-P-G7065-P701064-avd.wav,Artur-P,Artur-P-G7065,moški,-,slovenščina,-,-,-,-,31,825
Rog-Art-P-G7155-P700259,Artur-P-G7155-P700259,Artur-P-G7155-P700259-avd.wav,Artur-P,Artur-P-G7155,ženski,-,slovenščina,-,-,-,-,3,816
Rog-Art-P-G7165-P700926,Artur-P-G7165-P700926,Artur-P-G7165-P700926-avd.wav,Artur-P,Artur-P-G7165,moški,-,slovenščina,-,-,-,-,34,893
