TEXT-ID,SOURCE-ID,RECORDING-ID,SUBCORPUS,PRS-ID,SEX,AGE,1LANG,DIALECT,EDUCATION,PERM-RESD,CHILD-RESD,SENTENCES,WORDS
Rog-Go1-Gos001,Gos001,JIfajzakhu-np0911061839.wav,Gos,Af-pred-02166,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,6,117
Rog-Go1-Gos002,Gos002,JIfajzakhu-np1003120917.wav,Gos,Zm-prof-01084,moški,30 do 59 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, jugovzhodna Slovenija",-,6,128
Rog-Go1-Gos003,Gos003,JIfajzaknr-np0911190022.wav,Gos,Um-pred-01619,moški,18 do 34 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, gorenjska, tujina",-,9,213
Rog-Go1-Gos004,Gos004,JIfasvakdr-jt1003041136.wav,Gos,Pf-pred-07541,ženski,18 do 34 let,slovenščina,-,fakulteta ali več,podravska,-,10,207
Rog-Go1-Gos004,Gos004,JIfasvakdr-jt1003041136.wav,Gos,Jf-publ-07549,ženski,30 do 59 let,slovenščina,-,višja ali visoka šola,podravska,-,1,7
Rog-Go1-Gos005,Gos005,JIfasvakdr-rd1001290912.wav,Gos,Am-mode-05666,moški,nad 60 let,slovenščina,-,višja ali visoka šola,podravska,-,6,130
Rog-Go1-Gos005,Gos005,JIfasvakdr-rd1001290912.wav,Gos,Bf-pred-05667,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"podravska, osrednjeslovenska",-,1,3
Rog-Go1-Gos006,Gos006,JIfasvakhu-kk1001201128.wav,Gos,Am-pred-05665,moški,30 do 59 let,slovenščina,-,fakulteta ali več,podravska,-,4,165
Rog-Go1-Gos007,Gos007,JIfasvaknr-dv0912110922.wav,Gos,Tm-pred-06583,moški,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,6,238
Rog-Go1-Gos008,Gos008,JIfasvaknr-pv1001120730.wav,Gos,Pm-pred-09040,moški,30 do 59 let,slovenščina,-,fakulteta ali več,podravska,-,3,92
Rog-Go1-Gos009,Gos009,JIjsnnjtns-ak0908050925.wav,Gos,Af-prof-06578,ženski,18 do 34 let,slovenščina,-,srednja šola,"gorenjska, osrednjeslovenska",-,5,29
Rog-Go1-Gos009,Gos009,JIjsnnjtns-ak0908050925.wav,Gos,Ef-stud-06579,ženski,18 do 34 let,,-,srednja šola,"tujina, osrednjeslovenska",-,1,3
Rog-Go1-Gos009,Gos009,JIjsnnjtns-ak0908050925.wav,Gos,Tf-stud-06580,ženski,18 do 34 let,,-,višja ali visoka šola,"tujina, osrednjeslovenska",-,6,67
Rog-Go1-Gos010,Gos010,JIosjzdrdr-ak1001100900.wav,Gos,Pf-prof-09042,ženski,18 do 34 let,slovenščina,-,fakulteta ali več,gorenjska,-,6,37
Rog-Go1-Gos010,Gos010,JIosjzdrdr-ak1001100900.wav,Gos,Jf-ucen-09052,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,7
Rog-Go1-Gos010,Gos010,JIosjzdrdr-ak1001100900.wav,Gos,Em-ucen-09046,moški,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,3,26
Rog-Go1-Gos010,Gos010,JIosjzdrdr-ak1001100900.wav,Gos,Af-ucen-09041,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,3,59
Rog-Go1-Gos011,Gos011,JIosjzdrdr-np0912052335.wav,Gos,Mf-prof-09033,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, posavska",-,11,117
Rog-Go1-Gos011,Gos011,JIosjzdrdr-np0912052335.wav,Gos,Bm-ucen-09035,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,10
Rog-Go1-Gos011,Gos011,JIosjzdrdr-np0912052335.wav,Gos,Am-ucen-09034,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,2,13
Rog-Go1-Gos011,Gos011,JIosjzdrdr-np0912052335.wav,Gos,Df-ucen-09037,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,2,15
Rog-Go1-Gos011,Gos011,JIosjzdrdr-np0912052335.wav,Gos,Ff-ucen-09039,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos012,Gos012,JIosjzdrna-ak1001100755.wav,Gos,Af-prof-02215,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, gorenjska",-,4,94
Rog-Go1-Gos012,Gos012,JIosjzdrna-ak1001100755.wav,Gos,Cf-ucen-02217,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,4
Rog-Go1-Gos012,Gos012,JIosjzdrna-ak1001100755.wav,Gos,Gm-ucen-02221,moški,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,9
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Am-prof-05653,moški,30 do 59 let,slovenščina,-,fakulteta ali več,"goriška, osrednjeslovenska",-,13,150
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Cm-ucen-05655,moški,10 do 18 let,slovenščina,-,OŠ ali manj,goriška,-,1,3
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Dm-ucen-05656,moški,10 do 18 let,slovenščina,-,OŠ ali manj,goriška,-,1,8
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,3,6
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Ff-ucen-05658,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,goriška,-,3,14
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Gf-ucen-05659,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,goriška,-,2,14
Rog-Go1-Gos013,Gos013,JIosjzdrna-kk0910230820.wav,Gos,Hf-ucen-05660,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,goriška,-,1,3
Rog-Go1-Gos014,Gos014,JIosjzdrna-pk1005181032.wav,Gos,Af-prof-07180,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"obalno-kraška, Italija",-,12,94
Rog-Go1-Gos014,Gos014,JIosjzdrna-pk1005181032.wav,Gos,Bm-ucen-07181,moški,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,1,2
Rog-Go1-Gos014,Gos014,JIosjzdrna-pk1005181032.wav,Gos,Hm-ucen-07187,moški,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,5,40
Rog-Go1-Gos014,Gos014,JIosjzdrna-pk1005181032.wav,Gos,Dm-ucen-07183,moški,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,1,6
Rog-Go1-Gos014,Gos014,JIosjzdrna-pk1005181032.wav,Gos,Cf-ucen-07182,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,8,53
Rog-Go1-Gos015,Gos015,JIosjztrdr-ak1001101050.wav,Gos,Af-prof-02245,ženski,18 do 34 let,slovenščina,-,fakulteta ali več,gorenjska,-,10,99
Rog-Go1-Gos015,Gos015,JIosjztrdr-ak1001101050.wav,Gos,Sm-ucen-02261,moški,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,2,22
Rog-Go1-Gos015,Gos015,JIosjztrdr-ak1001101050.wav,Gos,Om-ucen-02259,moški,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,2
Rog-Go1-Gos015,Gos015,JIosjztrdr-ak1001101050.wav,Gos,Ff-ucen-02250,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,2,9
Rog-Go1-Gos016,Gos016,JIosjztrna-pk1005181055.wav,Gos,Af-prof-05598,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"obalno-kraška, osrednjeslovenska",-,10,101
Rog-Go1-Gos016,Gos016,JIosjztrna-pk1005181055.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,1,2
Rog-Go1-Gos016,Gos016,JIosjztrna-pk1005181055.wav,Gos,Cf-ucen-05600,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,3,12
Rog-Go1-Gos016,Gos016,JIosjztrna-pk1005181055.wav,Gos,Em-ucen-05602,moški,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,1,4
Rog-Go1-Gos016,Gos016,JIosjztrna-pk1005181055.wav,Gos,Hm-ucen-05605,moški,10 do 18 let,slovenščina,-,OŠ ali manj,obalno-kraška,-,1,3
Rog-Go1-Gos017,Gos017,JIossltrdr-jm0912151304.wav,Gos,Af-prof-07104,ženski,-,slovenščina,-,-,osrednjeslovenska,-,4,32
Rog-Go1-Gos017,Gos017,JIossltrdr-jm0912151304.wav,Gos,Rm-ucen-07121,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,3,61
Rog-Go1-Gos017,Gos017,JIossltrdr-jm0912151304.wav,Gos,If-ucen-07112,ženski,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,4,76
Rog-Go1-Gos017,Gos017,JIossltrdr-jm0912151304.wav,Gos,Tm-ucen-07123,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,27
Rog-Go1-Gos017,Gos017,JIossltrdr-jm0912151304.wav,Gos,Om-ucen-07118,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos018,Gos018,JIossvdrdr-jt0910141912.wav,Gos,Mf-prof-01097,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,pomurska,-,7,68
Rog-Go1-Gos018,Gos018,JIossvdrdr-jt0910141912.wav,Gos,Lm-ucen-01096,moški,10 do 18 let,slovenščina,-,OŠ ali manj,pomurska,-,4,25
Rog-Go1-Gos018,Gos018,JIossvdrdr-jt0910141912.wav,Gos,Nm-ucen-01098,moški,10 do 18 let,slovenščina,-,OŠ ali manj,pomurska,-,2,25
Rog-Go1-Gos018,Gos018,JIossvdrdr-jt0910141912.wav,Gos,Em-ucen-01089,moški,10 do 18 let,slovenščina,-,OŠ ali manj,pomurska,-,1,4
Rog-Go1-Gos019,Gos019,JIossvdrdr-kk0911181120.wav,Gos,Sf-prof-07036,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,podravska,-,6,67
Rog-Go1-Gos019,Gos019,JIossvdrdr-kk0911181120.wav,Gos,Fm-ucen-07023,moški,10 do 18 let,,-,OŠ ali manj,podravska,-,4,44
Rog-Go1-Gos019,Gos019,JIossvdrdr-kk0911181120.wav,Gos,Gm-ucen-07024,moški,10 do 18 let,,-,OŠ ali manj,podravska,-,1,17
Rog-Go1-Gos020,Gos020,JIossvtrdr-is0911272343.wav,Gos,Mf-prof-01061,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"koroška, podravska",-,9,144
Rog-Go1-Gos020,Gos020,JIossvtrdr-is0911272343.wav,Gos,Jm-ucen-01064,moški,10 do 18 let,slovenščina,-,OŠ ali manj,koroška,-,6,44
Rog-Go1-Gos020,Gos020,JIossvtrdr-is0911272343.wav,Gos,Tf-ucen-01069,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,koroška,-,1,5
Rog-Go1-Gos020,Gos020,JIossvtrdr-is0911272343.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,2,4
Rog-Go1-Gos021,Gos021,JIossvtrna-is0911272310.wav,Gos,Sf-prof-01049,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,koroška,-,8,102
Rog-Go1-Gos021,Gos021,JIossvtrna-is0911272310.wav,Gos,Bm-ucen-01052,moški,10 do 18 let,slovenščina,-,OŠ ali manj,koroška,-,1,7
Rog-Go1-Gos021,Gos021,JIossvtrna-is0911272310.wav,Gos,Af-ucen-01051,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,koroška,-,1,2
Rog-Go1-Gos021,Gos021,JIossvtrna-is0911272310.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,1,2
Rog-Go1-Gos022,Gos022,JIossvtrna-kk0911181210.wav,Gos,Um-prof-01624,moški,30 do 59 let,slovenščina,-,fakulteta ali več,"podravska, osrednjeslovenska",-,9,116
Rog-Go1-Gos022,Gos022,JIossvtrna-kk0911181210.wav,Gos,Fm-ucen-01627,moški,10 do 18 let,slovenščina,-,OŠ ali manj,podravska,-,1,4
Rog-Go1-Gos022,Gos022,JIossvtrna-kk0911181210.wav,Gos,Pf-ucen-01626,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,podravska,-,1,6
Rog-Go1-Gos023,Gos023,JIrajzakjp-rd0906111339.wav,Gos,Am-mode-05517,moški,-,slovenščina,-,-,-,-,1,12
Rog-Go1-Gos023,Gos023,JIrajzakjp-rd0906111339.wav,Gos,Lm-posl-05528,moški,-,slovenščina,-,-,-,-,2,42
Rog-Go1-Gos024,Gos024,JIrajzakjp-rd0906111346.wav,Gos,Af-novi-05533,ženski,-,slovenščina,-,-,-,-,1,5
Rog-Go1-Gos024,Gos024,JIrajzakjp-rd0906111346.wav,Gos,Em-mode-05517,moški,-,slovenščina,-,-,-,-,3,62
Rog-Go1-Gos025,Gos025,JIrajzakjp-rd0906111356.wav,Gos,Fm-mode-05517,moški,-,slovenščina,-,-,-,-,3,18
Rog-Go1-Gos025,Gos025,JIrajzakjp-rd0906111356.wav,Gos,Mf-posl-05556,ženski,-,slovenščina,-,-,-,-,2,44
Rog-Go1-Gos026,Gos026,JIrajzakjp-rd0906111358.wav,Gos,Am-nast-05525,moški,-,slovenščina,-,-,-,-,1,4
Rog-Go1-Gos026,Gos026,JIrajzakjp-rd0906111358.wav,Gos,Bf-novi-05533,ženski,-,slovenščina,-,-,-,-,3,33
Rog-Go1-Gos026,Gos026,JIrajzakjp-rd0906111358.wav,Gos,Hm-anke-05569,moški,-,slovenščina,-,-,-,-,1,8
Rog-Go1-Gos027,Gos027,JIrajzakjp-rd0906111359.wav,Gos,Fm-mode-05592,moški,-,slovenščina,-,-,-,-,4,11
Rog-Go1-Gos027,Gos027,JIrajzakjp-rd0906111359.wav,Gos,Lm-posl-05607,moški,-,slovenščina,-,-,-,-,4,59
Rog-Go1-Gos028,Gos028,JIrajzakjp-rd0906111401.wav,Gos,Jm-anke-05585,moški,-,slovenščina,-,-,-,-,2,14
Rog-Go1-Gos028,Gos028,JIrajzakjp-rd0906111401.wav,Gos,Kf-anke-05586,ženski,-,slovenščina,-,-,-,-,1,32
Rog-Go1-Gos028,Gos028,JIrajzakjp-rd0906111401.wav,Gos,Lm-anke-05587,moški,-,slovenščina,-,-,-,-,2,22
Rog-Go1-Gos029,Gos029,JIrajzakjp-rd0906111402.wav,Gos,Rm-novi-05592,moški,-,slovenščina,-,-,-,-,4,23
Rog-Go1-Gos029,Gos029,JIrajzakjp-rd0906111402.wav,Gos,Mm-posl-06513,ženski,-,slovenščina,-,-,-,-,1,4
Rog-Go1-Gos029,Gos029,JIrajzakjp-rd0906111402.wav,Gos,Um-posl-06514,moški,-,slovenščina,-,-,-,-,3,51
Rog-Go1-Gos030,Gos030,JIrajzakns-rd0906111405.wav,Gos,Am-mode-05592,moški,-,slovenščina,-,-,-,-,2,6
Rog-Go1-Gos030,Gos030,JIrajzakns-rd0906111405.wav,Gos,Bm-nast-05525,moški,-,slovenščina,-,-,-,-,1,6
Rog-Go1-Gos030,Gos030,JIrajzakns-rd0906111405.wav,Gos,Cf-mode-05533,ženski,-,slovenščina,-,-,-,-,3,76
Rog-Go1-Gos031,Gos031,JIrajzakns-rd0906111406.wav,Gos,Bf-mode-05533,ženski,-,slovenščina,-,-,-,-,2,48
Rog-Go1-Gos031,Gos031,JIrajzakns-rd0906111406.wav,Gos,Cf-gost-05601,ženski,-,slovenščina,-,-,-,-,2,40
Rog-Go1-Gos032,Gos032,JIrajzakns-rd0906111408.wav,Gos,Bf-gost-05600,ženski,-,slovenščina,-,-,-,-,4,113
Rog-Go1-Gos033,Gos033,JIrajzakns-rd0906111410.wav,Gos,Ef-anke-05595,ženski,-,slovenščina,-,-,-,-,1,21
Rog-Go1-Gos033,Gos033,JIrajzakns-rd0906111410.wav,Gos,Fm-anke-05596,moški,-,slovenščina,-,-,-,-,3,66
Rog-Go1-Gos033,Gos033,JIrajzakns-rd0906111410.wav,Gos,Gf-anke-05597,ženski,-,slovenščina,-,-,-,-,3,46
Rog-Go1-Gos034,Gos034,JIrajzkkna-rd0906111422.wav,Gos,Af-mode-05513,ženski,-,slovenščina,-,-,-,-,1,2
Rog-Go1-Gos034,Gos034,JIrajzkkna-rd0906111422.wav,Gos,Bm-gost-05514,moški,-,slovenščina,-,-,-,-,2,46
Rog-Go1-Gos035,Gos035,JIrajzkkna-rd0906111425.wav,Gos,Af-mode-04527,ženski,-,slovenščina,-,-,jugovzhodna Slovenija,-,1,8
Rog-Go1-Gos035,Gos035,JIrajzkkna-rd0906111425.wav,Gos,Bm-inte-04528,moški,-,slovenščina,-,-,-,-,3,64
Rog-Go1-Gos036,Gos036,JIrajzkrsp-rd0906111417.wav,Gos,Am-novi-00522,moški,18 do 34 let,slovenščina,-,srednja šola,gorenjska,-,3,49
Rog-Go1-Gos036,Gos036,JIrajzkrsp-rd0906111417.wav,Gos,Bm-gost-00521,moški,-,slovenščina,-,-,gorenjska,-,2,29
Rog-Go1-Gos037,Gos037,JIrajzkrsp-rd0906111419.wav,Gos,Bf-novi-00524,ženski,-,slovenščina,-,-,gorenjska,-,6,87
Rog-Go1-Gos038,Gos038,JIraslogak-rd0906101516.wav,Gos,Am-novi-02052,moški,-,slovenščina,-,-,-,-,2,43
Rog-Go1-Gos038,Gos038,JIraslogak-rd0906101516.wav,Gos,Cm-gost-02054,moški,-,slovenščina,-,-,-,-,8,199
Rog-Go1-Gos039,Gos039,JIraslogng-rd0906101509.wav,Gos,Af-novi-02046,ženski,-,slovenščina,-,-,-,-,5,70
Rog-Go1-Gos039,Gos039,JIraslogng-rd0906101509.wav,Gos,Bm-gost-02047,moški,-,slovenščina,-,fakulteta ali več,-,-,6,114
Rog-Go1-Gos040,Gos040,JIraslslin-rd0906101506.wav,Gos,Af-novi-02064,ženski,-,slovenščina,-,-,-,-,1,11
Rog-Go1-Gos040,Gos040,JIraslslin-rd0906101506.wav,Gos,Bf-gost-02065,ženski,nad 60 let,slovenščina,-,-,-,-,6,122
Rog-Go1-Gos041,Gos041,JIraslslin-rd1009161011.wav,Gos,Bf-novi-07195,ženski,-,,-,-,-,-,2,16
Rog-Go1-Gos041,Gos041,JIraslslin-rd1009161011.wav,Gos,Cm-gost-07196,moški,-,,-,-,-,-,6,127
Rog-Go1-Gos042,Gos042,JIraslvaak-rd0906101455.wav,Gos,Am-novi-02093,moški,-,slovenščina,-,-,-,-,2,38
Rog-Go1-Gos042,Gos042,JIraslvaak-rd0906101455.wav,Gos,Cf-gost-02095,ženski,-,slovenščina,-,-,-,-,3,89
Rog-Go1-Gos043,Gos043,JIraslvavm-rd0906101457.wav,Gos,Af-novi-02087,ženski,-,slovenščina,-,-,-,-,5,73
Rog-Go1-Gos043,Gos043,JIraslvavm-rd0906101457.wav,Gos,Bm-gost-02088,moški,-,slovenščina,-,-,-,-,3,92
Rog-Go1-Gos044,Gos044,JIrasvkoso-rd0908250950.wav,Gos,Bf-gost-07002,ženski,-,slovenščina,-,-,-,-,1,59
Rog-Go1-Gos045,Gos045,JIrasvmbrt-rd0908250915.wav,Gos,Af-mode-02141,ženski,-,slovenščina,-,-,-,-,4,57
Rog-Go1-Gos045,Gos045,JIrasvmbrt-rd0908250915.wav,Gos,Cm-gost-02143,moški,-,slovenščina,-,-,-,-,6,160
Rog-Go1-Gos046,Gos046,JIrasvstin-rd0908311457.wav,Gos,Af-mode-07011,ženski,-,slovenščina,-,-,-,-,3,40
Rog-Go1-Gos046,Gos046,JIrasvstin-rd0908311457.wav,Gos,Bm-gost-07012,moški,-,slovenščina,-,-,-,-,5,121
Rog-Go1-Gos047,Gos047,JIrasvstin-rd0908311500.wav,Gos,Af-novi-04534,ženski,-,slovenščina,-,-,-,-,2,28
Rog-Go1-Gos047,Gos047,JIrasvstin-rd0908311500.wav,Gos,Bf-inte-04535,ženski,-,slovenščina,-,-,-,-,5,127
Rog-Go1-Gos048,Gos048,JIrasvstin-rd0908311503.wav,Gos,Bf-novi-04534,ženski,-,,-,-,-,-,8,60
Rog-Go1-Gos048,Gos048,JIrasvstin-rd0908311503.wav,Gos,Cf-gost-07017,ženski,-,,-,-,-,-,3,38
Rog-Go1-Gos049,Gos049,JIrasvstin-rd0908311504.wav,Gos,Cm-gost-07010,moški,-,slovenščina,-,-,-,-,2,128
Rog-Go1-Gos050,Gos050,JIrasvstin-rd0908311506.wav,Gos,Cm-gost-07015,moški,-,slovenščina,-,-,-,-,10,180
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Af-prof-07124,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, gorenjska",-,9,158
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Kf-ucen-07134,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,2
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Hf-ucen-07131,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,2
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,2,5
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Jf-ucen-07133,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,13
Rog-Go1-Gos051,Gos051,JIssjzgidr-ak1003221205.wav,Gos,Gf-ucen-07130,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,gorenjska,-,1,2
Rog-Go1-Gos052,Gos052,JIssjzgidr-bo0912020845.wav,Gos,Am-prof-07057,moški,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,9,100
Rog-Go1-Gos052,Gos052,JIssjzgidr-bo0912020845.wav,Gos,Gm-ucen-07063,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Af-prof-07037,ženski,nad 60 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,14,86
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Nm-ucen-07038,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,3
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Dm-ucen-07041,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,2,4
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Jm-ucen-07047,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,6
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Pm-ucen-07052,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,6
Rog-Go1-Gos053,Gos053,JIssjzgina-bo0912020755.wav,Gos,Ff-ucen-07043,ženski,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,2,7
Rog-Go1-Gos054,Gos054,JIssjzpsdr-bo0911270730.wav,Gos,Am-prof-07076,moški,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,9,85
Rog-Go1-Gos054,Gos054,JIssjzpsdr-bo0911270730.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,1,3
Rog-Go1-Gos054,Gos054,JIssjzpsdr-bo0911270730.wav,Gos,Dm-ucen-07079,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos054,Gos054,JIssjzpsdr-bo0911270730.wav,Gos,Gf-ucen-07082,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos055,Gos055,JIssjzpsdr-bo0911300910.wav,Gos,Af-prof-07085,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"jugovzhodna Slovenija, osrednjeslovenska",-,8,45
Rog-Go1-Gos055,Gos055,JIssjzpsdr-bo0911300910.wav,Gos,Bm-ucen-07086,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,2
Rog-Go1-Gos055,Gos055,JIssjzpsdr-bo0911300910.wav,Gos,Cm-ucen-07087,moški,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,1,12
Rog-Go1-Gos055,Gos055,JIssjzpsdr-bo0911300910.wav,Gos,Kf-ucen-07095,ženski,10 do 18 let,,-,OŠ ali manj,osrednjeslovenska,-,3,62
Rog-Go1-Gos056,Gos056,JIssjzpsdr-bo0912021235.wav,Gos,Af-ucen-02331,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,5,14
Rog-Go1-Gos056,Gos056,JIssjzpsdr-bo0912021235.wav,Gos,Bm-prof-02332,moški,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,9,87
Rog-Go1-Gos056,Gos056,JIssjzpsdr-bo0912021235.wav,Gos,Cm-ucen-02333,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,7
Rog-Go1-Gos056,Gos056,JIssjzpsdr-bo0912021235.wav,Gos,Ef-ucen-02335,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,4,31
Rog-Go1-Gos056,Gos056,JIssjzpsdr-bo0912021235.wav,Gos,If-ucen-02339,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,4
Rog-Go1-Gos057,Gos057,JIssjzpsdr-bo1003011145.wav,Gos,Am-prof-07143,moški,30 do 59 let,slovenščina,-,fakulteta ali več,osrednjeslovenska,-,9,68
Rog-Go1-Gos057,Gos057,JIssjzpsdr-bo1003011145.wav,Gos,Em-ucen-07144,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,4,39
Rog-Go1-Gos057,Gos057,JIssjzpsdr-bo1003011145.wav,Gos,Cm-ucen-07141,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,1,3
Rog-Go1-Gos058,Gos058,JIssjzpsna-bo1003011235.wav,Gos,Am-prof-02300,moški,30 do 59 let,slovenščina,-,fakulteta ali več,"osrednjeslovenska, jugovzhodna Slovenija",-,13,116
Rog-Go1-Gos058,Gos058,JIssjzpsna-bo1003011235.wav,Gos,Lm-ucen-02311,moški,10 do 18 let,slovenščina,-,OŠ ali manj,osrednjeslovenska,-,6,31
Rog-Go1-Gos059,Gos059,JIsssvgidr-ms1001211824.wav,Gos,Af-prof-02185,ženski,30 do 59 let,slovenščina,-,fakulteta ali več,"savinjska, podravska",-,11,94
Rog-Go1-Gos059,Gos059,JIsssvgidr-ms1001211824.wav,Gos,Mf-ucen-02197,ženski,10 do 18 let,slovenščina,-,OŠ ali manj,savinjska,-,1,2
Rog-Go1-Gos059,Gos059,JIsssvgidr-ms1001211824.wav,Gos,Rm-ucen-02201,moški,10 do 18 let,slovenščina,-,OŠ ali manj,savinjska,-,4,25
Rog-Go1-Gos059,Gos059,JIsssvgidr-ms1001211824.wav,Gos,Pn-vsiucenci-10000,-,-,,-,-,-,-,1,2
