recording_id,TEXT-ID,SOURCE-ID,RECORDING-ID,SUBCORPUS,TITLE,DATE,SOURCE,URL,TEXT-REGION,DOMAIN,TYPE,CHANNEL,SENTENCES,WORDS,SPK-IDsUTTS
rog_slovenian_1_0_1_1_manual_prosody::NZosmbzupr-mo0910301111.wav,Rog-Go1-Gos251,Gos251,NZosmbzupr-mo0910301111.wav,Gos,"Vsi govorci igrajo v glasbeni skupini, pogovor je potekal pred vajami. Teme: glasba, služba, nogomet ...",2009-10,lastni posnetek,-,Ceršak,"zunaj doma, prijatelji",zasebni,osebni stik,12,94,Mm-prij-07531 Om-prij-07528 Sm-prij-07530
rog_slovenian_1_0_1_1_manual_prosody::NZosmbzupr-pv0908181918.wav,Rog-Go1-Gos252,Gos252,NZosmbzupr-pv0908181918.wav,Gos,"Pogovor pri večerji o konjih, reji, prijateljih...",2009-11,lastni posnetek,-,Lenart,"zunaj doma, prijatelji",zasebni,osebni stik,16,116,Af-vrst-07522 Am-vrst-07523
rog_slovenian_1_0_1_1_manual_prosody::NZosmbzupr-rd1003301557.wav,Rog-Go1-Gos253,Gos253,NZosmbzupr-rd1003301557.wav,Gos,"Prijatelji v kampu ob morju se pogovarjajo o zdravstvu, spominih iz jugoslovanske vojske ipd.",2010-03,lastni posnetek,-,Novigrad,"zunaj doma, prijatelji",zasebni,osebni stik,14,131,Am-prij-02280 Bm-prij-02281 Cm-prij-02282
rog_slovenian_1_0_1_1_manual_prosody::NZosmsstdo-jt0907061638.wav,Rog-Go2-Gos254,Gos254,NZosmsstdo-jt0907061638.wav,Gos,"Prijatelji, ki se družijo že vrsto let, v študentskem domu. Pogovor o osebnih lastnostih govorcev, prijateljih, družini, aktualnih dogodkih, izvajanju študijskih predmetov ...",2009-07,lastni posnetek,-,Maribor,"zunaj doma, prijatelji",zasebni,osebni stik,105,829,Dm-prij-06009 If-prij-06008 Mm-prij-06007
rog_slovenian_1_0_1_1_manual_prosody::NZosmszudr-jt0907061634.wav,Rog-Go1-Gos255,Gos255,NZosmszudr-jt0907061634.wav,Gos,"Pogovor o poteku žetve nekoč, življenju kmetov in bližnjih sorodnikov, dogodkih iz otroških let ...",2009-07,lastni posnetek,-,Gornja Radgona,"zunaj doma, družina",zasebni,osebni stik,11,254,Jm-soro-05614 Sm-soro-10523 Tf-soro-10524
rog_slovenian_1_0_1_1_manual_prosody::NZosnmdmso-tp0911282110.wav,Rog-Go1-Gos256,Gos256,NZosnmdmso-tp0911282110.wav,Gos,"Pogovor med sodelavkama o službi, recesiji itd.",2009-12,lastni posnetek,-,Metlika,"delovno mesto, sodelavci",zasebni,osebni stik,20,179,Af-sode-07098 Bf-sode-07099
rog_slovenian_1_0_1_1_manual_prosody::NZosnmdopr-jg0909141900.wav,Rog-Go2-Gos257,Gos257,NZosnmdopr-jg0909141900.wav,Gos,Pogovor družinske prijateljice s starši o smučarskih počitnicah.,2009-10,lastni posnetek,-,Novo mesto,"doma, prijatelji",zasebni,osebni stik,47,816,Af-prij-07149 Bm-prij-07150 Cf-prij-07151
rog_slovenian_1_0_1_1_manual_prosody::NZosnmdopr-jg0909201830.wav,Rog-Go1-Gos258,Gos258,NZosnmdopr-jg0909201830.wav,Gos,"Pogovor dveh prijateljev o najrazličnejših temah (delo, glasba, košarka, rekreacija, punce, starši ipd.).",2009-10,lastni posnetek,-,Novo mesto,"doma, prijatelji",zasebni,osebni stik,13,176,Am-prij-07167 Bm-prij-07168
rog_slovenian_1_0_1_1_manual_prosody::NZosnndopr-ak0909102300.wav,Rog-Go1-Gos259,Gos259,NZosnndopr-ak0909102300.wav,Gos,"Prijatelja, po rodu Srba, ki živita in delata v Sloveniji, se pogovarjata o različnih aktualnih stvareh, slovenščini itd.",2009-07,lastni posnetek,-,Ljubljana,"doma, prijatelji",zasebni,osebni stik,12,121,Dm-prij-06581 Im-prij-06580
rog_slovenian_1_0_1_1_manual_prosody::NZosnndopr-dp1009031512.wav,Rog-Go1-Gos260,Gos260,NZosnndopr-dp1009031512.wav,Gos,"Pogovor med znancema, študentom in tujko, ki dalj časa živi v Sloveniji.",2010-09,lastni posnetek,-,Maribor,"doma, prijatelji",zasebni,osebni stik,16,159,Cf-znan-07540 Dm-znan-07550
rog_slovenian_1_0_1_1_manual_prosody::NZosnnzupr-sv1008201003.wav,Rog-Go1-Gos261,Gos261,NZosnnzupr-sv1008201003.wav,Gos,"Pogovor v kavarni med tujko in domačinko, ki se prvič srečata ob tem pogovoru, o vtisih in življenju tujke.",2010-08,lastni posnetek,-,Maribor,"zunaj doma, prijatelji",zasebni,osebni stik,4,64,Sf-znan-07534 Tf-znan-07540
rog_slovenian_1_0_1_1_manual_prosody::NZospodopr-np0904280935.wav,Rog-Go2-Gos262,Gos262,NZospodopr-np0904280935.wav,Gos,"Študentki, prijateljici in sosedi klepetata o svojem vsakdanjiku.",2009-04,lastni posnetek,-,Postojna,"doma, prijatelji",zasebni,osebni stik,56,664,Af-prij-00507 Bf-prij-00508
rog_slovenian_1_0_1_1_manual_prosody::NZossgdodr-am1003212116.wav,Rog-Go1-Gos263,Gos263,NZossgdodr-am1003212116.wav,Gos,"Mati in sin, ki jo je obiskal, se pogovarjata o osebnih situacijah, sorodnikih, znancih, dogodkih zadnjih dni ...",2010-03,lastni posnetek,-,Podgorje pri Slovenj Gradcu,"doma, družina",zasebni,osebni stik,11,93,Af-star-01083 Mm-otro-01079
rog_slovenian_1_0_1_1_manual_prosody::NZossgdopr-am1003151543.wav,Rog-Go2-Gos264,Gos264,NZossgdopr-am1003151543.wav,Gos,Pogovor prijateljev o bližajočem se srečanju pevskih zborov ter o dogodkih iz življenja zborov.,2010-03,lastni posnetek,-,Slovenj Gradec,"doma, prijatelji",zasebni,osebni stik,66,704,Bf-prij-01082 Tm-prij-01081
rog_slovenian_1_0_1_1_manual_prosody::NZossgdopr-am1003161108.wav,Rog-Go1-Gos265,Gos265,NZossgdopr-am1003161108.wav,Gos,"Pogovor dveh prijateljev o zanju aktualnih temah (novem psu, načrtovanju izleta, razmerah v pevskem zboru, njunih skupnih znancih itd.).",2010-03,lastni posnetek,-,Slovenj Gradec,"doma, prijatelji",zasebni,osebni stik,6,56,Im-prij-01080 Mm-prij-01079
rog_slovenian_1_0_1_1_manual_prosody::NZossgdopr-am1003161112.wav,Rog-Go1-Gos266,Gos266,NZossgdopr-am1003161112.wav,Gos,"Novomašnik s prijateljico obišče starejšo gospo. Ob tem steče pogovor o stvareh, ki jih povezujejo: molitvi, skupnih znancih, načrtih ...",2010-03,lastni posnetek,-,Slovenj Gradec,"doma, prijatelji",zasebni,osebni stik,11,93,Af-prij-01100 Dm-prij-01099 Mf-prij-01101
rog_slovenian_1_0_1_1_manual_prosody::NZossgdopr-am1003202009.wav,Rog-Go1-Gos267,Gos267,NZossgdopr-am1003202009.wav,Gos,"Prijateljica predstavi kolegu vsebino knjige, ki mu jo priporoča v branje. Pogovor začneta z izražanjem mnenja o Korošcih kot govorcih, nato se pogovarjata o knjigi, stresu ...",2010-03,lastni posnetek,-,Slovenj Gradec,"doma, prijatelji",zasebni,osebni stik,7,62,Dm-prij-01078 Mf-prij-01077
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-im0906301216.wav,Rog-Go2-Gos268,Gos268,NZteceprij-im0906301216.wav,Gos,"Pogovor med prijateljicama o ocenah izpitov, delu ...",2009-07,lastni posnetek,-,Polzela Ljubljana,klic prijatelju,zasebni,telefon,108,685,Tf-prij-06001 Vf-prij-06002
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-im0906301218.wav,Rog-Go1-Gos269,Gos269,NZteceprij-im0906301218.wav,Gos,"Pogovor med prijateljema o delu, načrtih za večer, o prejšnji noči ...",2009-07,lastni posnetek,-,Podčetrtek,klic prijatelju,zasebni,telefon,4,28,Am-prij-02168 Bm-prij-02169
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-im0906301220.wav,Rog-Go1-Gos270,Gos270,NZteceprij-im0906301220.wav,Gos,"Pogovor med prijateljema o delu, načrtih, življenju ...",2009-07,lastni posnetek,-,Podčetrtek,klic prijatelju,zasebni,telefon,7,79,Am-prij-02168 Bm-prij-02169
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-ms0907301634.wav,Rog-Go1-Gos271,Gos271,NZteceprij-ms0907301634.wav,Gos,"Telefonski pogovor s prijateljico, predvsem z namenom dogovoriti se, kdaj in kje se bosta srečali.",2009-08,lastni posnetek,-,Žiče,klic prijatelju,zasebni,telefon,6,38,Af-prij-02102 Bf-prij-02103
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-ms0907301853.wav,Rog-Go1-Gos272,Gos272,NZteceprij-ms0907301853.wav,Gos,Telefonski pogovor med prijateljicama o organiziranju druženja oziroma zabave.,2009-08,lastni posnetek,-,Žiče,klic prijatelju,zasebni,telefon,2,25,Bf-prij-02102
rog_slovenian_1_0_1_1_manual_prosody::NZteceprij-ms0907301938.wav,Rog-Go1-Gos273,Gos273,NZteceprij-ms0907301938.wav,Gos,"Telefonski pogovor med prijateljicama o različnih stvareh, največ o potovanju, s katerega se je ena pred kratkim vrnila.",2009-08,lastni posnetek,-,Žiče,klic prijatelju,zasebni,telefon,13,230,Af-prij-02101 Bf-prij-02102
rog_slovenian_1_0_1_1_manual_prosody::NZtecesoro-im0906301214.wav,Rog-Go1-Gos274,Gos274,NZtecesoro-im0906301214.wav,Gos,"Pogovor med bratom in sestro o tem, kar se je dogajalo tisti dan.",2009-07,lastni posnetek,-,Polzela Ljubljana,klic sorodniku,zasebni,telefon,6,38,Af-soro-02170 Bm-soro-02171
rog_slovenian_1_0_1_1_manual_prosody::NZtegoprij-kk0905221951.wav,Rog-Go1-Gos275,Gos275,NZtegoprij-kk0905221951.wav,Gos,"Pogovor med prijateljicama. Teme: vnetje mehurja, poletne počitnice, študentska izmenjava.",2009-06,lastni posnetek,-,Ajdovščina,klic prijatelju,zasebni,telefon,5,66,Af-prij-05515 Bf-prij-05516
rog_slovenian_1_0_1_1_manual_prosody::NZtegoprij-kk1003061818.wav,Rog-Go1-Gos276,Gos276,NZtegoprij-kk1003061818.wav,Gos,"Pogovor med prijateljema o mobilni telefoniji, lokostrelstvu in planinarjenju.",2010-03,lastni posnetek,-,Ajdovščina,klic prijatelju,zasebni,telefon,3,91,Am-prij-05576 Bm-prij-05577
rog_slovenian_1_0_1_1_manual_prosody::NZteljprij-at1001242200.wav,Rog-Go1-Gos277,Gos277,NZteljprij-at1001242200.wav,Gos,Prijatelja se po telefonu pogovarjata in šalita o življenju.,2010-01,lastni posnetek,-,Ljubljana,klic prijatelju,zasebni,telefon,18,176,Pm-prij-06582 Tm-prij-06583
rog_slovenian_1_0_1_1_manual_prosody::NZteljprij-bo1001181400.wav,Rog-Go1-Gos278,Gos278,NZteljprij-bo1001181400.wav,Gos,"Pogovor med sošolkama o tem, kaj počneta zadnje čase, o glasbi, smučanju, načrtih za bližnjo prihodnost.",2010-07,lastni posnetek,-,Ljubljana,klic prijatelju,zasebni,telefon,12,175,Bf-prij-09525 Df-prij-09526
rog_slovenian_1_0_1_1_manual_prosody::NZteljprij-bo1001202100.wav,Rog-Go1-Gos279,Gos279,NZteljprij-bo1001202100.wav,Gos,"Pogovor med sosedoma. Vsakdanje teme: kam bodo šli ven čez vikend, šolske zadeve, o smučanju, sošolkah, učenju, načrtih za večer.",2010-07,lastni posnetek,-,Ljubljana,klic prijatelju,zasebni,telefon,5,54,Lm-prij-09515 Sm-prij-09516
rog_slovenian_1_0_1_1_manual_prosody::NZteljsoro-bo0910042000.wav,Rog-Go2-Gos280,Gos280,NZteljsoro-bo0910042000.wav,Gos,"Pogovor med sestrama o dogajanju v vsakdanjem življenju: kaj se je zgodilo čez dan/med tednom, o družini in ljudeh v njuni okolici.",2010-07,lastni posnetek,-,Mekinje nad Stično,klic sorodniku,zasebni,telefon,80,873,Af-soro-09512 Mf-soro-09513
rog_slovenian_1_0_1_1_manual_prosody::NZteljsoro-mj1004062313.wav,Rog-Go1-Gos281,Gos281,NZteljsoro-mj1004062313.wav,Gos,Pogovor med bratrancema o aktualnih zadevah v družini in lokalni skupnosti - npr. težave s pridobitvijo interneta itd.,2010-04,lastni posnetek,-,Ljubljana,"zunaj doma, družina",zasebni,telefon,17,198,Jm-soro-00810 Mm-soro-00809
rog_slovenian_1_0_1_1_manual_prosody::NZtembprij-is0905042048.wav,Rog-Go1-Gos282,Gos282,NZtembprij-is0905042048.wav,Gos,"Pogovor med prijateljicama o vsakdanjih rečeh (ribe, rože, garderoba ...).",2009-05,lastni posnetek,-,Lovrenc na Pohorju,"doma, prijatelji",zasebni,telefon,9,140,If-prij-01073 Uf-prij-01074
rog_slovenian_1_0_1_1_manual_prosody::NZtemsprij-jt0904290221.wav,Rog-Go1-Gos283,Gos283,NZtemsprij-jt0904290221.wav,Gos,"Pogovor med prijateljema o opravljanju prakse v osnovni šoli, vrememu, študentskem življenju, učiteljih in šolskem sistemu.",2009-04,lastni posnetek,-,Maribor,klic prijatelju,zasebni,telefon,10,239,Mm-prij-06005 Nm-prij-06006
rog_slovenian_1_0_1_1_manual_prosody::NZtemssoro-jt0904290045.wav,Rog-Go1-Gos284,Gos284,NZtemssoro-jt0904290045.wav,Gos,"Telefonski pogovor med starejšima osebama o bolezni psa, velikonočnih jedeh, delu na vrtu, finančni krizi, znancih in prijateljih.",2009-04,lastni posnetek,-,Paričjak Gradišče,"doma, družina",zasebni,telefon,8,95,Mf-otro-06004 Zf-star-06003
rog_slovenian_1_0_1_1_manual_prosody::NZtenmprij-tp1002082041.wav,Rog-Go1-Gos285,Gos285,NZtenmprij-tp1002082041.wav,Gos,"Pogovor med fantom in dekletom: načrti za kino, pogovor o šoli, maturi, vremenu, poklicih.",2010-02,lastni posnetek,-,Stranska vas,klic prijatelju,zasebni,telefon,20,129,Am-prij-07100 Bf-prij-07101
rog_slovenian_1_0_1_1_manual_prosody::NZtenmprij-tp1002082044.wav,Rog-Go1-Gos286,Gos286,NZtenmprij-tp1002082044.wav,Gos,"Pogovor med prijateljema o študiju, kolegih, hobijih, delu.",2010-02,lastni posnetek,-,Ljubljana,klic prijatelju,zasebni,telefon,14,169,Am-prij-07102 Bm-prij-07103
rog_slovenian_1_0_1_1_manual_prosody::NZtesgprij-is0905111918.wav,Rog-Go1-Gos287,Gos287,NZtesgprij-is0905111918.wav,Gos,Pogovor med parom o aktualnih stvareh in planiranju počitnic.,2009-05,lastni posnetek,-,Lovrenc na Pohorju,klic prijatelju,zasebni,telefon,21,131,Bf-prij-01071 Bm-prij-01072
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500001-avd.wav,Rog-Art-J-Gvecg-P500001,Artur-J-Gvecg-P500001,Artur-J-Gvecg-P500001-avd.wav,Artur-J,Govor o govorjeni slovenščini na splošno in na radiu ter o izobraževanju na televiziji,2020-09,STA,https://www.facebook.com/watch/live/?v=339333000613185&ref=watch_permalink,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,37,967,Artur-J-G3003
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500002-avd.wav,Rog-Art-J-Gvecg-P500002,Artur-J-Gvecg-P500002,Artur-J-Gvecg-P500002-avd.wav,Artur-J,Predstavitev vprašanj pri pripravi posodobljenega pravopisa,2020-09,STA,https://www.facebook.com/watch/live/?v=339333000613185&ref=watch_permalink,Ljubljana,nagovor na dogodku,informativno-izobraževalni,osebni stik,40,819,Artur-J-G3002
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500014-avd.wav,Rog-Art-J-Gvecg-P500014,Artur-J-Gvecg-P500014,Artur-J-Gvecg-P500014-avd.wav,Artur-J,Predstavitev prilagoditve programov za oporo bolnikom,2020-06,STA,https://livestream.com/accounts/564247/events/7618799/videos/207774394/player,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,27,937,Artur-J-G3018 Artur-J-G3020
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500016-avd.wav,Rog-Art-J-Gvecg-P500016,Artur-J-Gvecg-P500016,Artur-J-Gvecg-P500016-avd.wav,Artur-J,Pogovor o pomenu in dostopnosti verodostojnih informacij o zdravljenju kroničnih nenalezljivih bolezni  ,2020-06,STA,https://www.youtube.com/watch?v=fTymM6UTB0M&feature=youtu.be,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,38,1032,Artur-J-G3018 Artur-J-G3025
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500021-avd.wav,Rog-Art-J-Gvecg-P500021,Artur-J-Gvecg-P500021,Artur-J-Gvecg-P500021-avd.wav,Artur-J,Govor o rabi antibiotikov in o njihovih posledicah ter o strategijah za uspešnejšo rabo,2020-11,STA,https://livestream.com/accounts/564247/events/7618799/videos/213431819,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,27,1041,Artur-J-G3047
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500026-avd.wav,Rog-Art-J-Gvecg-P500026,Artur-J-Gvecg-P500026,Artur-J-Gvecg-P500026-avd.wav,Artur-J,"Razprava o drugem valu korone, vplivu znanosti in stroke, ter komunikacijskih napakah",2020-12,STA,https://livestream.com/accounts/564247/events/7618799/videos/215066628,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,42,1061,Artur-J-G3055 Artur-J-G3056 Artur-J-G3057
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500028-avd.wav,Rog-Art-J-Gvecg-P500028,Artur-J-Gvecg-P500028,Artur-J-Gvecg-P500028-avd.wav,Artur-J,Pogovor o robotih in umetni inteligenci,2020-12,STA,https://livestream.com/accounts/564247/events/7618799/videos/215024193,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,26,1076,Artur-J-G3062 Artur-J-G3063
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500034-avd.wav,Rog-Art-J-Gvecg-P500034,Artur-J-Gvecg-P500034,Artur-J-Gvecg-P500034-avd.wav,Artur-J,"Posnetek o najmanjši splošni bolnišnici v Sloveniji, situacija o zdravljenju v času korone",2020-11,STA,https://www.youtube.com/watch?time_continue=3109&v=Fa4oOO6LuuE&feature=emb_title,Trbovlje,novinarska konferenca,informativno-izobraževalni,osebni stik,30,984,Artur-J-G3069
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500037-avd.wav,Rog-Art-J-Gvecg-P500037,Artur-J-Gvecg-P500037,Artur-J-Gvecg-P500037-avd.wav,Artur-J,"Nagovor staršem, ki imajo otroke v šoli, spremembe pri pouku v času korone",2021-01,STA,https://livestream.com/accounts/564247/events/7618799/videos/216648797,Ljubljana,novinarska konferenca,informativno-izobraževalni,osebni stik,33,981,Artur-J-G3070
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500042-avd.wav,Rog-Art-J-Gvecg-P500042,Artur-J-Gvecg-P500042,Artur-J-Gvecg-P500042-avd.wav,Artur-J,"Študij na Harvardu, predavanje na Ekonomski fakulteti",2021-03,STA,https://livestream.com/accounts/564247/events/7618799/videos/218485333,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,24,1080,Artur-J-G3082
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500046-avd.wav,Rog-Art-J-Gvecg-P500046,Artur-J-Gvecg-P500046,Artur-J-Gvecg-P500046-avd.wav,Artur-J,"Plačilo s karticami, varnost digitalizacije plačil in kriptovalutna plačila",2021-03,STA,https://livestream.com/accounts/564247/events/7618799/videos/219161223,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,22,1044,Artur-J-G3018 Artur-J-G3090 Artur-J-G3091
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500048-avd.wav,Rog-Art-J-Gvecg-P500048,Artur-J-Gvecg-P500048,Artur-J-Gvecg-P500048-avd.wav,Artur-J,"Imunizacija, Zakon o nalezljivih boleznih, cepljenje v Evropski uniji in cepljenje otrok",2021-04,STA,https://livestream.com/zivo/stavzivo/videos/220246779,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,32,1109,Artur-J-G3023 Artur-J-G3097 Artur-J-G3098
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500051-avd.wav,Rog-Art-J-Gvecg-P500051,Artur-J-Gvecg-P500051,Artur-J-Gvecg-P500051-avd.wav,Artur-J,"Konferenca o predstavitvi podatkov športno-vzgojnega kartona, primerjava rezultatov pred epidemijo in po njej",2021-06,STA,https://livestream.com/accounts/564247/events/7618799/videos/222633872/player,Ljubljana,novinarska konferenca,informativno-izobraževalni,osebni stik,38,1006,Artur-J-G3016
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500054-avd.wav,Rog-Art-J-Gvecg-P500054,Artur-J-Gvecg-P500054,Artur-J-Gvecg-P500054-avd.wav,Artur-J,Pravice otrok v Sloveniji ,2019-10,STA,https://youtu.be/C_AlXre1vTI,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,44,1040,Artur-J-G3109 Artur-J-G3110
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500063-avd.wav,Rog-Art-J-Gvecg-P500063,Artur-J-Gvecg-P500063,Artur-J-Gvecg-P500063-avd.wav,Artur-J,Kolektivno uveljavljanje avtorskih pravic,2021-09,STA,https://youtu.be/lkpWkX9JMOU,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,16,1135,Artur-J-G3133 Artur-J-G3134
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P500064-avd.wav,Rog-Art-J-Gvecg-P500064,Artur-J-Gvecg-P500064,Artur-J-Gvecg-P500064-avd.wav,Artur-J,"Družine z otroki z redkoozdravljivimi boleznimi, pravica do dodatka za nego, zdravniške komisije ",2021-09,STA,https://youtu.be/TCEX9YOUJvw,Ljubljana,okrogla miza,informativno-izobraževalni,osebni stik,35,1189,Artur-J-G3137 Artur-J-G3139
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580002-avd.wav,Rog-Art-J-Gvecg-P580002,Artur-J-Gvecg-P580002,Artur-J-Gvecg-P580002-avd.wav,Artur-J,"Radijski pogovor z Alenko Rumbak, direktorico Zavoda za zaposlovanje, delo v času korone",2020-09,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,37,1011,Artur-J-G4528 Artur-J-G4529
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580003-avd.wav,Rog-Art-J-Gvecg-P580003,Artur-J-Gvecg-P580003,Artur-J-Gvecg-P580003-avd.wav,Artur-J,"Pogovor z Alešem Klinarjem, članom skupine Agropop, komični muzikal po 18 letih, začetki skupine ",2017-05,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,33,1036,Artur-J-G4530 Artur-J-G4531
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580009-avd.wav,Rog-Art-J-Gvecg-P580009,Artur-J-Gvecg-P580009,Artur-J-Gvecg-P580009-avd.wav,Artur-J,"Radijska oddaja Nedeljska srečanja, pogovor z novinarjem Branetom Pianom o izdaji knjige, tedenskih kolumnah in Celju",2020-09,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,42,1054,Artur-J-G4538 Artur-J-G4539
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580023-avd.wav,Rog-Art-J-Gvecg-P580023,Artur-J-Gvecg-P580023,Artur-J-Gvecg-P580023-avd.wav,Artur-J,"Pogovor s Špelo Drašler o njeni glasbeni družini, šolanjem na Pedagoški fakulteti in sodelovanju pri Akademskem pevskem zboru ter delu korepetitorja",2020-02,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,60,1137,Artur-J-G4544 Artur-J-G4554
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580041-avd.wav,Rog-Art-J-Gvecg-P580041,Artur-J-Gvecg-P580041,Artur-J-Gvecg-P580041-avd.wav,Artur-J,"Pogovor z Martinom Golobom o veliki noči, spominih na ta praznik, otroštvu, družini, poklicu in avtu",2021-04,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,65,995,Artur-J-G4521 Artur-J-G4531
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580047-avd.wav,Rog-Art-J-Gvecg-P580047,Artur-J-Gvecg-P580047,Artur-J-Gvecg-P580047-avd.wav,Artur-J,"Pogovor s Tanjo Fajon o delu na radiu, družini, začetkih novinarstva, študiju in delu dopisnice v Bruslju",-,Radio Štajerski val,-,Šentjur,intervju,informativno-izobraževalni,radio,41,993,Artur-J-G4529 Artur-J-G4586
rog_slovenian_1_0_1_1_manual_prosody::Artur-J-Gvecg-P580051-avd.wav,Rog-Art-J-Gvecg-P580051,Artur-J-Gvecg-P580051,Artur-J-Gvecg-P580051-avd.wav,Artur-J,"Govor na konferenci o idejnih horizontih postrazsvetljenske Evrope in pomenu temeljnih zgodovinskih pojmov (svoboda, demokracija, republika) ",2021-05,ZRC SAZU,https://www.youtube.com/watch?v=bD9C8Y-pG2M,Ljubljana,spletni dogodek,informativno-izobraževalni,internet,36,1002,Artur-J-G4602 Artur-J-G4604 Artur-J-G4605
rog_slovenian_1_0_1_1_manual_prosody::Artur-N-G5013-P600007-avd.wav,Rog-Art-N-G5013-P600007,Artur-N-G5013-P600007,Artur-N-G5013-P600007-avd.wav,Artur-N,"Pogovor med prijateljema o igranju igric, igranju harmonike in klavirja ter tekmovanjih v igranju harmonike",2020-09,lastni posnetek,-,Hajdina,prosti dialog med dvema sogovornikoma,zasebni,osebni stik,39,652,Artur-N-G5013
rog_slovenian_1_0_1_1_manual_prosody::Artur-N-G5014-P600007-avd.wav,Rog-Art-N-G5014-P600007,Artur-N-G5014-P600007,Artur-N-G5014-P600007-avd.wav,Artur-N,"Pogovor med prijateljema o igranju igric, igranju harmonike in tekmovanjih v igranju harmonike",2020-09,lastni posnetek,-,Hajdina,prosti dialog med dvema sogovornikoma,zasebni,osebni stik,41,540,Artur-N-G5014
rog_slovenian_1_0_1_1_manual_prosody::Artur-N-G5019-P600012-avd.wav,Rog-Art-N-G5019-P600012,Artur-N-G5019-P600012,Artur-N-G5019-P600012-avd.wav,Artur-N,"Pogovor med dvema prijateljema o hčeri, delu v gledališču med korono, načrti za božične praznike, službi in vrtnarjenju",2020-12,lastni posnetek,-,Maribor,prosti dialog med dvema sogovornikoma,zasebni,osebni stik,26,246,Artur-N-G5019
rog_slovenian_1_0_1_1_manual_prosody::Artur-N-G5020-P600012-avd.wav,Rog-Art-N-G5020-P600012,Artur-N-G5020-P600012,Artur-N-G5020-P600012-avd.wav,Artur-N,"Pogovor med dvema prijateljema o hčeri, delu v gledališču med korono, načrti za božične praznike, službi in vrtnarjenju",2020-12,lastni posnetek,-,Maribor,prosti dialog med dvema sogovornikoma,zasebni,osebni stik,58,727,Artur-N-G5020
