speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it16,ipu_48,Ha detto 'pupo' sei volte,181.54522402851617,182.91486193462225,181.93173078241554,182.229955,182.0447096797092,182.0907931772895,182.179955,182.03748071358982,182.1353593267339,182.02024550458376,182.1434412562334
it16,ipu_49,Ha detto 'puco' sei volte,184.02713748646738,185.43374570969704,184.419955,184.769955,184.57270663524068,184.639955,184.719955,184.5705734057325,184.65337264532542,184.5318117241327,184.69993667889233
it16,ipu_50,Scrivete 'papo' sul foglio,186.6007822911397,188.08872299737826,187.0720232180093,187.424966,187.16716334204605,187.24892438614015,187.354966,187.16384412280527,187.26958552966641,187.14770528691852,--undefined--
it16,ipu_51,Ha detto 'poto' sei volte,189.34142019680732,190.7172462152768,189.68778971087866,190.074943,189.804943,189.87509683007605,190.024943,189.8011811093089,189.934400841029,189.7893931629607,189.98674701485814
it16,ipu_52,Scrivete 'chepo' sul foglio,191.90837900518545,193.4642037916446,192.44056907401608,192.804966,192.6026045977662,192.66504030416533,192.764966,192.59670156511436,192.6886991129743,192.53575871935763,192.74090285488262
it16,ipu_53,Sentivo 'pipo' di nuovo,194.62541858631783,195.994966,195.11301172200626,195.48019313821064,195.259932,195.32410387221285,195.41478430293537,195.2555738600859,195.34140768858495,195.23506103617495,195.39259788286503
it16,ipu_54,Sentivo 'tupo' di nuovo,197.09971251560435,198.3820094454578,197.569955,197.9023399285362,197.669955,197.739955,197.839955,197.66450837836516,197.76334234503383,197.6483386013486,197.80069535301246
it16,ipu_55,Ha detto 'tuco' sei volte,199.599932,200.90814642360309,199.9615018792978,200.249932,200.0893464209722,200.1294836608002,200.21124470489428,200.08562440771325,200.14145197966872,200.05069135520273,200.1902835985433
it16,ipu_56,Ha detto 'tato' sei volte,202.07183646322173,203.43168368582033,202.43009849279764,202.72611860980274,202.51929235908213,202.599955,202.69192762772704,202.51596796391505,202.61395356718606,202.5087110622246,202.67270314036793
it16,ipu_57,Ha detto 'pepo' sei volte,204.65551380601266,206.0161700899989,205.01972209334087,205.319932,205.109932,205.169932,205.269932,205.10484194576023,205.18372234902492,205.09406316275846,--undefined--
it16,ipu_58,Ripete 'papo' da sempre,207.21460414376088,208.6713963196455,207.67543911956395,207.99,207.76,207.83,207.9271112453923,207.75815706026287,207.84673079025933,--undefined--,207.89056022929913
it16,ipu_59,Scrivete 'pato' sul foglio,209.85496472902705,211.314660710942,210.32620565589664,210.624921,210.424921,210.504921,210.5670290948647,210.42123642844643,210.5178796532673,210.40987034340006,210.54634924996742
it16,ipu_60,Sentivo 'copo' di nuovo,212.50658838752966,213.76739591219948,212.9479806420093,213.274966,213.0713654903695,213.1115027301975,213.214966,213.06912698276128,213.13822642278296,213.02565880249523,213.1868086352862
