speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it08,ipu_57,Ha detto 'tato' sei volte,229.454943,231.08241072034414,229.90152704599046,230.3227426624621,230.03028291128746,230.17191436311418,230.274943,230.01465442107826,230.204101242671,230.0054773759634,230.24403503105725
it08,ipu_58,Scrivete 'cuto' sul foglio,232.31948483611072,234.13395853840208,232.89283762594184,233.30301702538804,233.024966,233.144966,233.234966,233.00031381223195,233.1724737019176,232.98220087635684,233.21626744944396
it08,ipu_59,Ripete 'coco' da sempre,235.424921,237.03138428104813,235.8893583440503,236.314921,236.024921,236.1505488136528,236.2498747668819,236.01957022149216,236.1763526962391,235.979295898504,236.21536509933827
it08,ipu_60,Sentivo 'teco' di nuovo,238.24194575049594,239.80289443155738,238.7753629067264,239.19,238.89676129400644,239.00528409475677,239.14,238.8989485803929,239.04377759664396,238.87560724556621,239.10092943199555
it08,ipu_61,Scrivete 'tico' sul foglio,241.12771933540517,242.8847876201205,241.6850482951908,242.095227694637,241.819977,241.92048759173392,242.029977,241.8086355640409,241.9363546674795,241.79784265068227,241.9935860573589
it08,ipu_62,Sentivo 'tipo' di nuovo,244.17244862356858,245.73408178530053,244.71506262732026,245.11052707073253,244.8530153401385,244.92842948981246,245.04247039907554,244.82756020448963,244.96881675205168,244.81157831097266,245.00866092057032
it08,ipu_63,Scrivete 'tapo' sul foglio,247.02335118048623,248.87462072549215,247.58987698779308,248.04236188583687,247.72231159209858,247.86578241342954,247.979932,247.71690275035195,247.90687414575456,247.70615408216636,247.9611271813814
it08,ipu_64,Ha detto 'tipo' sei volte,250.05658229609065,251.67186514380134,250.49987034661322,250.91188911556364,250.6451805374484,250.71507657860965,250.77,250.62555286152386,250.76925512697986,250.60745235850348,--undefined--
it08,ipu_65,Scrivete 'tupo' sul foglio,252.93102014624824,254.7208121190953,253.53809752786708,253.96850999185995,253.68340771870228,253.77905493292292,253.8949352116902,253.6637564306438,253.82755761263223,253.6525254674726,253.87811432730547
it08,ipu_66,Sentivo 'teto' di nuovo,255.9348983423735,257.5265773568847,256.47751234612514,256.88953111507556,256.59707136390097,256.7147910121725,256.8380287689568,256.59086651654627,256.7615370355731,256.5804797693286,256.796653157308
