speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it08,ipu_117,Sentivo 'pupo' di nuovo,411.73814259727186,413.2435602182298,412.21930054714585,412.6429094000096,412.35453327773416,412.45809376363417,412.5807731084696,412.33267458409006,412.5029967872277,412.3192724525199,--undefined--
it08,ipu_118,Sentivo 'poto' di nuovo,414.4414389042371,416.00268656461554,414.955061926735,415.41072806469515,415.0761480333258,415.22909890480895,415.3438120584213,415.0710506980925,415.25767089755414,--undefined--,415.31711807575215
it08,ipu_119,Sentivo 'popo' di nuovo,417.1213626620324,418.64815938876114,417.6061815767824,418.0522882852748,417.7304541598624,417.85313350469784,417.972626373044,417.72432550127724,417.90327637747333,--undefined--,--undefined--
it08,ipu_120,Ha detto 'cato' sei volte,419.784966,421.4135919872665,420.1866575548209,420.604966,420.32208280561326,420.45750805640563,420.5674414952841,420.31191182549315,420.4840142909646,420.28512720389347,420.5386094634979
it08,ipu_121,Ripete 'toto' da sempre,422.6643734572685,424.21911476295054,423.0895088475179,423.47666574095956,423.2121881923533,423.32530810772107,423.42249564064264,423.20507338266424,423.3672554354965,423.1911207078833,423.40081363185294
it08,ipu_122,Ripete 'chico' da sempre,425.24870292038753,426.83783604123334,425.6731788844192,426.09698025748696,425.83090947063613,425.90260519164383,426.04281015717004,425.8032481300726,425.93164225523145,425.7519768730399,425.9994270665653
it08,ipu_123,Scrivete 'pico' sul foglio,427.8487055448892,429.5605180105706,428.37925388034625,428.77278372676636,428.53061151358474,428.5895613286355,428.71,428.51143961560433,428.63213462214696,428.49916172028685,428.6699627933082
it08,ipu_124,Sentivo 'puto' di nuovo,430.68842003316007,432.32906280233317,431.22693455984023,431.6678689308176,431.3874589997652,431.4989856768883,431.60573263927756,431.3643236011008,431.53295368045224,431.3513037186891,431.57658844886976
it08,ipu_125,Ripete 'checo' da sempre,433.414943,435.1168674371225,433.88529427403444,434.3234347913038,434.044618098496,434.1418056314176,434.26926469098686,434.03082588276715,434.17995161293055,433.99206296966196,434.2204645169612
it08,ipu_126,Ripete 'puto' da sempre,436.074943,437.63454769740355,436.50201452654494,436.89395113472045,436.6597451127619,436.7473732162158,436.84615398738197,436.6455679950488,436.7703128069112,436.63340871475754,436.8183432303613
it08,ipu_127,Ripete 'tito' da sempre,438.869955,440.49869436621617,439.32772337490957,439.7180667448405,439.4822674846373,439.5603361586235,439.65911692978966,439.47343850216174,439.6011860682108,439.4540384253831,439.64230338987187
it08,ipu_128,Ripete 'pupo' da sempre,441.629955,443.2236039960293,442.06255094247206,442.4720131713383,442.2123153374659,442.28560429671825,442.4114701180429,442.1954938838558,442.3402188407234,--undefined--,--undefined--
it08,ipu_129,Sentivo 'pipo' di nuovo,444.29564186469815,445.8263511949927,444.7943254352629,445.2021944258846,444.9361236390337,445.0125990747753,445.14643108732304,444.91340277183144,445.0697687722106,444.90711257413193,445.12314258675406
it08,ipu_130,Ripete 'pipo' da sempre,446.944966,448.5214145072992,447.384435126002,447.784966,447.5262333297728,447.58996285955743,447.7158286808821,447.5172691526586,447.64440722844023,447.50346812415427,447.6926827864007
it08,ipu_131,Sentivo 'papo' di nuovo,449.5073849243994,451.0669726456743,450.0666115482596,450.5061527835695,450.2004435608073,450.30719052319654,450.45676239798644,450.187537670682,450.35522396612845,--undefined--,--undefined--
it08,ipu_132,Ha detto 'popo' sei volte,452.2958489854062,453.841497767634,452.68207964919395,453.089932,452.8095387087632,452.9146924329079,453.0271529220581,452.8030589524168,452.9540794645243,--undefined--,--undefined--
