speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it13,ipu_67,Ha detto 'chipo' sei volte,254.71902172246976,256.5689389675398,255.31278457330927,255.704943,255.46179841618405,255.5259889946532,255.644943,255.4595439512308,255.54204925212565,255.40440738776786,255.63160815306773
it13,ipu_68,Ha detto 'popo' sei volte,257.3772246946638,259.1924918411919,257.9916202314398,258.3675936196162,258.10853878508004,258.20711717344335,258.3125731237855,258.1013856480664,258.22864902982406,--undefined--,--undefined--
it13,ipu_69,Ha detto 'poco' sei volte,260.266982360428,262.24034864992575,260.8836704178637,261.354966,261.0235141781,261.17252802097477,261.294966,261.0190617058257,261.19269274856777,--undefined--,261.25929209681595
it13,ipu_70,Ripete 'tato' da sempre,263.29084743130494,265.11501733636277,263.88919532346364,264.28027714198595,264.0129914390827,264.1253249514037,264.224943,264.0055657469865,264.1353834025851,263.9952932587387,264.2104689133309
it13,ipu_71,Sentivo 'pito' di nuovo,266.07868892400836,267.912084134889,266.769955,267.179955,266.9269215680648,267.0048672704916,267.109955,266.9210910790881,267.01348399680893,266.9116427835607,267.089635895997
it13,ipu_72,Sentivo 'poco' di nuovo,268.9436984696525,270.74191488963857,269.609955,270.059955,269.7529582624955,269.8813394194338,270.0151792099943,269.75353496852,269.90795952435025,269.7403254165893,269.985041140187
it13,ipu_73,Ha detto 'pico' sei volte,271.7715580776074,273.5620974252407,272.30800791195657,272.689955,272.45472923417174,272.50974973000245,272.629955,272.457374407249,272.5309456693797,272.4411487992079,272.5914747029881
it13,ipu_74,Ha detto 'cheto' sei volte,274.6083958825665,276.3721341563205,275.1746484854907,275.524921,275.2846894771521,275.3832678655154,275.464921,275.28444359738785,275.39285421950984,275.2513610014125,275.4489432080501
it13,ipu_75,Sentivo 'chipo' di nuovo,277.45870098303203,279.1001247400785,278.0662189578292,278.4353147840268,278.19918515608674,278.2519131312578,278.364921,278.196409621182,278.2602578192963,278.15152757716805,278.3499495788633
it13,ipu_76,Sentivo 'chito' di nuovo,280.1083095294897,281.7492191071233,280.68831725637153,281.054943,280.8327460579271,280.89922915705586,281.004943,280.83169209577744,280.9232238953742,280.7767442070569,280.99052460383007
it13,ipu_77,Ripete 'pupo' da sempre,282.8247849463443,284.63872220942744,283.414943,283.824943,283.564943,283.63862978050656,283.75325581348716,283.55917836324176,283.6496544154497,283.5462912232557,283.73411052257023
it13,ipu_78,Sentivo 'pipo' di nuovo,285.8010827402716,287.5962604311393,286.424943,286.8774262434341,286.58970984717814,286.6653630289453,286.7857254170496,286.59004705767336,286.6733972314907,286.5717361887236,286.77718630705533
it13,ipu_79,Ha detto 'toto' sei volte,288.89726320821796,290.6598387313203,289.454966,289.794966,289.55750915818624,289.66067258786876,289.744966,289.5593156938248,289.6864833571182,289.54682814231586,289.7291915318648
it13,ipu_80,Sentivo 'teco' di nuovo,312.12984451754704,313.98675747305725,312.8428184426864,313.264943,312.9872472442419,313.0949957152437,313.214943,312.9853984935138,313.1176264262104,312.9700886438859,313.18332436039344
it13,ipu_81,Sentivo 'popo' di nuovo,314.91,316.63828647792735,315.53197549725996,315.936514504339,315.6649416955174,315.75664252190194,315.87,315.66294171531797,315.785878414424,315.64467645149534,315.860405797394
it13,ipu_82,Scrivete 'tapo' sul foglio,317.7769592007708,319.7681079833377,318.489955,318.909955,318.6068516795504,318.73294031582907,318.849955,318.6031486163178,318.75513267508046,318.59188358903907,318.8251430414136
it13,ipu_83,Ripete 'teco' da sempre,320.8878441138958,322.7636689271284,321.54,321.97,321.69,321.81,321.9070664862022,321.6844359727174,321.8259661015122,321.66834557028704,321.87564622158317
it13,ipu_84,Sentivo 'taco' di nuovo,323.70805861733527,325.57598627625316,324.444921,324.85747495315434,324.572338906009,324.68467241833,324.814921,324.568837961939,324.7034686181859,324.55894684895236,324.78166410418845
it13,ipu_85,Sentivo 'toco' di nuovo,326.5789964037375,328.4975928481166,327.264943,327.734943,327.4203514858151,327.54185508077455,327.684943,327.41534377693773,327.57355531097636,327.4003168682493,327.6441283335566
it13,ipu_86,Ripete 'toco' da sempre,329.5161294608173,331.420828432869,330.134921,330.56563431578377,330.26072906805535,330.386817704334,330.514921,330.257043065466,330.40646005807946,330.2447709829612,330.4950751382958
it13,ipu_87,Scrivete 'coco' sul foglio,332.38047751369174,334.40543794720037,333.10720656278875,333.549932,333.249932,333.39147912458066,333.509932,333.243911755783,333.41405475346636,333.2287745514552,333.47910529183736
it13,ipu_88,Scrivete 'cato' sul foglio,335.44733492714823,337.3572109361733,336.1511387696491,336.539955,336.281812447247,336.394145959568,336.48126174463323,336.27883269185617,336.4053533411913,336.2615185995847,336.46487612310386
it13,ipu_89,Ripete 'tuto' da sempre,338.41045325402047,340.2358529411719,339.024966,339.364966,339.1394748237771,339.1967878402674,339.294966,339.13217696624884,339.22087641139603,339.10147022699334,339.28092988181305
it13,ipu_90,Sentivo 'tuco' di nuovo,341.2848247679374,343.02319006990643,341.9611183625229,342.3233366267416,342.09637708144004,342.1491050566111,342.2591460482725,342.09565700263846,342.1816854023942,342.0760056699671,342.2224740749144
