speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it11,ipu_81,Ripete 'tepo' da sempre,241.63500897968106,242.92563103857694,242.0264599366656,242.304921,242.104921,242.16554690672967,242.244921,242.1025490980016,242.18248477095696,242.0826185684679,242.23545358339885
it11,ipu_82,Ripete 'tapo' da sempre,244.05149424826965,245.31164199911402,244.399977,244.699977,244.469977,244.56052388097848,244.639977,244.4665232209637,244.57957153340618,244.45030091730536,244.62221288403705
it11,ipu_83,Sentivo 'puto' di nuovo,246.31826178812037,247.60179408852383,246.71,247.03807270535933,246.84,246.91,246.99,246.8370709935666,246.94075805896256,246.81213152442297,246.96756953743662
it11,ipu_84,Ripete 'tuto' da sempre,248.485604302261,249.76047498217704,248.8469436471698,249.144921,248.954921,249.03048109220285,249.09787374780092,248.956228173412,249.04901050328974,248.91903862658674,249.0789249401461
it11,ipu_85,Scrivete 'tito' sul foglio,250.82896137009408,252.2835514458173,251.274966,251.564966,251.364966,251.4268919527408,251.50002015349614,251.36397015061524,251.47135202159038,251.34038219607078,251.47864785897758
it11,ipu_86,Ripete 'chico' da sempre,253.1460883188993,254.4597582804623,253.5,253.83549418785717,253.61640302179646,253.67375847336928,253.77383707741637,253.6136328141057,253.6983334260024,253.56217166279677,253.7412444231954
it11,ipu_87,Scrivete 'pepo' sul foglio,259.5812100774704,261.065070949501,260.059932,260.379932,260.159932,260.232194452822,260.329932,260.1545528601656,260.27364163661457,260.14728256866306,260.3001963211153
it11,ipu_88,Ripete 'poco' da sempre,265.0631442312995,266.2625160607508,265.419909,265.719909,265.50764898098885,265.5865127269015,265.669909,265.50216416760577,265.6081995574402,265.49351410514356,265.6442072832511
it11,ipu_89,Scrivete 'capo' sul foglio,267.4198264415569,268.83854060275854,267.879909,268.199909,267.969909,268.059909,268.139909,267.963159574977,268.0723741563937,267.94157653769105,--undefined--
it11,ipu_90,Sentivo 'coto' di nuovo,269.7449631534493,271.07977677376294,270.184921,270.5300192379712,270.30704657886304,270.414921,270.4884365355809,270.29922524219467,270.4234594669289,270.26644396345534,270.4723386129037
it11,ipu_91,Ripete 'chito' da sempre,272.01829320562246,273.32370358839205,272.39683918600315,272.709909,272.522607695881,272.589909,272.669909,272.52424667027344,272.62143565867274,272.45808136873694,272.6437491289881
it11,ipu_92,Ha detto 'papo' sei volte,274.3951098476196,275.73021516034214,274.759955,275.069955,274.849955,274.929955,275.009955,274.84321280171923,274.94176774077164,274.83592026059006,274.98086881036596
it11,ipu_93,Ha detto 'tepo' sei volte,276.78536499717984,278.1033637891953,277.13953491064206,277.43,277.22,277.29,277.38,277.219175759338,277.3126065809453,277.2005987849681,277.3627205271453
it11,ipu_94,Sentivo 'pico' di nuovo,279.09,280.3607919958014,279.49,279.82,279.5950352274857,279.65525845163717,279.7541966056003,279.59097201658807,279.6838511636097,279.5758532018706,279.71470517500006
