source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s,source_file,source_blob_sha
pavoque,pavoque::m0071,m0071,13,g,1.160000,1.305272,0.145272,1.305272,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,14,R,1.305272,1.390652,0.085380,1.390652,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,15,i:,1.390652,1.495000,0.104348,1.495000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,16,C,1.495000,1.620000,0.125000,1.620000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,17,I,1.620000,1.725000,0.105000,1.725000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,18,S,1.725000,1.849494,0.124494,1.849494,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,19,b,1.849494,1.901901,0.052407,1.901901,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,20,@,1.901901,1.965000,0.063099,1.965000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,21,ts,1.965000,2.121163,0.156163,2.121163,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,22,aI,2.121163,2.250000,0.128837,2.250000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,23,C,2.250000,2.325534,0.075534,2.325534,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,24,n,2.325534,2.378359,0.052825,2.378359,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,25,@,2.378359,2.434255,0.055896,2.434255,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,26,t,2.434255,2.527384,0.093129,2.527384,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,27,m,2.527384,2.570000,0.042616,2.570000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,28,a,2.570000,2.710000,0.140000,2.710000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,29,n,2.710000,2.862385,0.152385,2.862385,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0071,m0071,30,_,2.862385,3.835000,0.972615,3.835000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
