source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0043,1,H#,0,0.55,0.55
pavoque,pavoque::spike0043,2,v,0.55,0.65,0.1
pavoque,pavoque::spike0043,3,a,0.65,0.781674,0.131674
pavoque,pavoque::spike0043,4,s,0.781674,0.935,0.153326
pavoque,pavoque::spike0043,5,m,0.935,1.015,0.08
pavoque,pavoque::spike0043,6,aI,1.015,1.16,0.145
pavoque,pavoque::spike0043,7,n,1.16,1.225,0.065
pavoque,pavoque::spike0043,8,s,1.225,1.320415,0.095415
pavoque,pavoque::spike0043,9,t,1.320415,1.359823,0.039408
pavoque,pavoque::spike0043,10,d,1.359823,1.387259,0.027436
pavoque,pavoque::spike0043,11,u:,1.387259,1.636177,0.248918
pavoque,pavoque::spike0043,12,_,1.636177,2.335,0.698823
pavoque,pavoque::spike0044,1,H#,0,0.49,0.49
pavoque,pavoque::spike0044,2,d,0.49,0.525249,0.035249
pavoque,pavoque::spike0044,3,u:,0.525249,0.578073,0.052824
pavoque,pavoque::spike0044,4,f,0.578073,0.672757,0.094684
pavoque,pavoque::spike0044,5,I,0.672757,0.735548,0.062791
pavoque,pavoque::spike0044,6,n,0.735548,0.781894,0.046346
pavoque,pavoque::spike0044,7,d,0.781894,0.808804,0.02691
pavoque,pavoque::spike0044,8,@,0.808804,0.84,0.031196
pavoque,pavoque::spike0044,9,s,0.84,0.887541,0.047541
pavoque,pavoque::spike0044,10,t,0.887541,0.917442,0.029901
pavoque,pavoque::spike0044,11,d,0.917442,0.94485,0.027408
pavoque,pavoque::spike0044,12,I,0.94485,0.98,0.03515
pavoque,pavoque::spike0044,13,C,0.98,1.055,0.075
pavoque,pavoque::spike0044,14,v,1.055,1.08,0.025
pavoque,pavoque::spike0044,15,o:,1.08,1.170099,0.090099
pavoque,pavoque::spike0044,16,l,1.170099,1.205,0.034901
pavoque,pavoque::spike0044,17,k,1.205,1.279734,0.074734
pavoque,pavoque::spike0044,18,l,1.279734,1.369435,0.089701
pavoque,pavoque::spike0044,19,u:,1.369435,1.53,0.160565
pavoque,pavoque::spike0044,20,k,1.53,1.610631,0.080631
pavoque,pavoque::spike0044,21,h,1.610631,1.645,0.034369
pavoque,pavoque::spike0044,22,E,1.645,1.881727,0.236727
pavoque,pavoque::spike0044,23,_,1.881727,3.295,1.413273
pavoque,pavoque::spike0045,1,H#,0,0.4,0.4
pavoque,pavoque::spike0045,2,v,0.4,0.44596,0.04596
pavoque,pavoque::spike0045,3,i:,0.44596,0.577008,0.131048
pavoque,pavoque::spike0045,4,z,0.577008,0.657231,0.080223
pavoque,pavoque::spike0045,5,o:,0.657231,0.779808,0.122577
pavoque,pavoque::spike0045,6,g,0.779808,0.83711,0.057302
pavoque,pavoque::spike0045,7,@,0.83711,0.9,0.06289
pavoque,pavoque::spike0045,8,n,0.9,0.97,0.07
pavoque,pavoque::spike0045,9,aU,0.97,1.131593,0.161593
pavoque,pavoque::spike0045,10,h,1.131593,1.221284,0.089691
pavoque,pavoque::spike0045,11,a,1.221284,1.273603,0.052319
pavoque,pavoque::spike0045,12,s,1.273603,1.334393,0.06079
pavoque,pavoque::spike0045,13,t,1.334393,1.390699,0.056306
pavoque,pavoque::spike0045,14,d,1.390699,1.415613,0.024914
pavoque,pavoque::spike0045,15,u:,1.415613,1.48,0.064387
pavoque,pavoque::spike0045,16,z,1.48,1.579547,0.099547
pavoque,pavoque::spike0045,17,o:,1.579547,1.688172,0.108625
pavoque,pavoque::spike0045,18,g,1.688172,1.781849,0.093677
pavoque,pavoque::spike0045,19,u:,1.781849,1.869048,0.087199
pavoque,pavoque::spike0045,20,t,1.869048,1.931831,0.062783
pavoque,pavoque::spike0045,21,@,1.931831,1.980164,0.048333
pavoque,pavoque::spike0045,22,l,1.980164,2.060387,0.080223
pavoque,pavoque::spike0045,23,aU,2.060387,2.27,0.209613
pavoque,pavoque::spike0045,24,n,2.27,2.326967,0.056967
pavoque,pavoque::spike0045,25,@,2.326967,2.54621,0.219243
pavoque,pavoque::spike0045,26,_,2.54621,3.535,0.98879
pavoque,pavoque::spike0046,1,H#,0,0.72,0.72
pavoque,pavoque::spike0046,2,v,0.72,0.754558,0.034558
pavoque,pavoque::spike0046,3,i:,0.754558,0.82,0.065442
pavoque,pavoque::spike0046,4,z,0.82,0.911052,0.091052
pavoque,pavoque::spike0046,5,o:,0.911052,1.028173,0.117121
pavoque,pavoque::spike0046,6,b,1.028173,1.085487,0.057314
pavoque,pavoque::spike0046,7,I,1.085487,1.115,0.029513
pavoque,pavoque::spike0046,8,s,1.115,1.1742,0.0592
pavoque,pavoque::spike0046,9,t,1.1742,1.206097,0.031897
pavoque,pavoque::spike0046,10,d,1.206097,1.246964,0.040867
pavoque,pavoque::spike0046,11,u:,1.246964,1.297302,0.050338
pavoque,pavoque::spike0046,12,d,1.297302,1.36259,0.065288
pavoque,pavoque::spike0046,13,a:,1.36259,1.478714,0.116124
pavoque,pavoque::spike0046,14,z,1.478714,1.548987,0.070273
pavoque,pavoque::spike0046,15,o:,1.548987,1.63471,0.085723
pavoque,pavoque::spike0046,16,z,1.63471,1.77,0.13529
pavoque,pavoque::spike0046,17,I,1.77,1.853003,0.083003
pavoque,pavoque::spike0046,18,C,1.853003,1.964143,0.11114
pavoque,pavoque::spike0046,19,6,1.964143,2.21234,0.248197
pavoque,pavoque::spike0046,20,_,2.21234,3.115,0.90266
pavoque,pavoque::spike0047,1,H#,0,0.405,0.405
pavoque,pavoque::spike0047,2,v,0.405,0.584411,0.179411
pavoque,pavoque::spike0047,3,i:,0.584411,0.715,0.130589
pavoque,pavoque::spike0047,4,v,0.715,0.871723,0.156723
pavoque,pavoque::spike0047,5,a,0.871723,1.075,0.203277
pavoque,pavoque::spike0047,6,s,1.075,1.370849,0.295849
pavoque,pavoque::spike0047,7,_,1.370849,1.975,0.604151
pavoque,pavoque::spike0048,1,H#,0,0.15914,0.15914
pavoque,pavoque::spike0048,2,v,0.15914,0.344346,0.185206
pavoque,pavoque::spike0048,3,i:,0.344346,0.743569,0.399223
pavoque,pavoque::spike0048,4,_,0.743569,1.735,0.991431
pavoque,pavoque::spike0049,1,H#,0,0.185,0.185
pavoque,pavoque::spike0049,2,m,0.185,0.323768,0.138768
pavoque,pavoque::spike0049,3,a,0.323768,0.451354,0.127586
pavoque,pavoque::spike0049,4,x,0.451354,0.585,0.133646
pavoque,pavoque::spike0049,5,v,0.585,0.68,0.095
pavoque,pavoque::spike0049,6,aI,0.68,0.89,0.21
pavoque,pavoque::spike0049,7,t,0.89,1.002858,0.112858
pavoque,pavoque::spike0049,8,6,1.002858,1.377386,0.374528
pavoque,pavoque::spike0049,9,_,1.377386,2.215,0.837614
pavoque,pavoque::spike0050,1,H#,0,0.221582,0.221582
pavoque,pavoque::spike0050,2,R,0.221582,0.353692,0.13211
pavoque,pavoque::spike0050,3,e:,0.353692,0.428485,0.074793
pavoque,pavoque::spike0050,4,d,0.428485,0.475753,0.047268
