source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0050,5,@,0.475753,0.594246,0.118493
pavoque,pavoque::spike0050,6,v,0.594246,0.65,0.055754
pavoque,pavoque::spike0050,7,aI,0.65,0.83,0.18
pavoque,pavoque::spike0050,8,t,0.83,0.914498,0.084498
pavoque,pavoque::spike0050,9,6,0.914498,1.257524,0.343026
pavoque,pavoque::spike0050,10,_,1.257524,2.215,0.957476
pavoque,pavoque::spike0051,1,H#,0,0.34,0.34
pavoque,pavoque::spike0051,2,v,0.34,0.377707,0.037707
pavoque,pavoque::spike0051,3,Y,0.377707,0.43669,0.058983
pavoque,pavoque::spike0051,4,6,0.43669,0.456944,0.020254
pavoque,pavoque::spike0051,5,d,0.456944,0.490344,0.0334
pavoque,pavoque::spike0051,6,@,0.490344,0.51,0.019656
pavoque,pavoque::spike0051,7,s,0.51,0.572068,0.062068
pavoque,pavoque::spike0051,8,t,0.572068,0.59623,0.024162
pavoque,pavoque::spike0051,9,d,0.59623,0.630341,0.034111
pavoque,pavoque::spike0051,10,u:,0.630341,0.675,0.044659
pavoque,pavoque::spike0051,11,g,0.675,0.74,0.065
pavoque,pavoque::spike0051,12,E,0.74,0.801606,0.061606
pavoque,pavoque::spike0051,13,6,0.801606,0.875868,0.074262
pavoque,pavoque::spike0051,14,n,0.875868,0.896832,0.020964
pavoque,pavoque::spike0051,15,@,0.896832,0.925,0.028168
pavoque,pavoque::spike0051,16,m,0.925,0.993835,0.068835
pavoque,pavoque::spike0051,17,I,0.993835,1.041803,0.047968
pavoque,pavoque::spike0051,18,t,1.041803,1.113578,0.071775
pavoque,pavoque::spike0051,19,j,1.113578,1.133121,0.019543
pavoque,pavoque::spike0051,20,e:,1.133121,1.152664,0.019543
pavoque,pavoque::spike0051,21,m,1.152664,1.205,0.052336
pavoque,pavoque::spike0051,22,a,1.205,1.27,0.065
pavoque,pavoque::spike0051,23,n,1.27,1.295,0.025
pavoque,pavoque::spike0051,24,t,1.295,1.363014,0.068014
pavoque,pavoque::spike0051,25,?,1.363014,1.38,0.016986
pavoque,pavoque::spike0051,26,a,1.38,1.47,0.09
pavoque,pavoque::spike0051,27,n,1.47,1.550269,0.080269
pavoque,pavoque::spike0051,28,d,1.550269,1.58,0.029731
pavoque,pavoque::spike0051,29,6,1.58,1.625,0.045
pavoque,pavoque::spike0051,30,R,1.625,1.665,0.04
pavoque,pavoque::spike0051,31,@,1.665,1.692042,0.027042
pavoque,pavoque::spike0051,32,m,1.692042,1.755,0.062958
pavoque,pavoque::spike0051,33,S,1.755,1.860109,0.105109
pavoque,pavoque::spike0051,34,p,1.860109,1.916961,0.056852
pavoque,pavoque::spike0051,35,R,1.916961,1.955,0.038039
pavoque,pavoque::spike0051,36,E,1.955,2.045,0.09
pavoque,pavoque::spike0051,37,C,2.045,2.155,0.11
pavoque,pavoque::spike0051,38,@,2.155,2.205,0.05
pavoque,pavoque::spike0051,39,n,2.205,2.312789,0.107789
pavoque,pavoque::spike0051,40,_,2.312789,4.195,1.882211
