source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0037,1,H#,0.0,0.595,0.595
pavoque,pavoque::spike0037,2,?,0.595,0.620452,0.025452
pavoque,pavoque::spike0037,3,I,0.620452,0.69,0.069548
pavoque,pavoque::spike0037,4,C,0.69,0.755,0.065
pavoque,pavoque::spike0037,5,f,0.755,0.815,0.06
pavoque,pavoque::spike0037,6,6,0.815,0.88,0.065
pavoque,pavoque::spike0037,7,S,0.88,0.976315,0.096315
pavoque,pavoque::spike0037,8,t,0.976315,1.028167,0.051852
pavoque,pavoque::spike0037,9,e:,1.028167,1.137554,0.109387
pavoque,pavoque::spike0037,10,@,1.137554,1.225277,0.087723
pavoque,pavoque::spike0037,11,n,1.225277,1.265,0.039723
pavoque,pavoque::spike0037,12,I,1.265,1.335,0.07
pavoque,pavoque::spike0037,13,C,1.335,1.449378,0.114378
pavoque,pavoque::spike0037,14,t,1.449378,1.47779,0.028412
pavoque,pavoque::spike0037,15,g,1.47779,1.546335,0.068545
pavoque,pavoque::spike0037,16,a,1.546335,1.650039,0.103704
pavoque,pavoque::spike0037,17,n,1.650039,1.706508,0.056469
pavoque,pavoque::spike0037,18,ts,1.706508,1.864551,0.158043
pavoque,pavoque::spike0037,19,_,1.864551,2.204432,0.339881
pavoque,pavoque::spike0037,20,v,2.204432,2.236041,0.031609
pavoque,pavoque::spike0037,21,i:,2.236041,2.34,0.103959
pavoque,pavoque::spike0037,22,z,2.34,2.467601,0.127601
pavoque,pavoque::spike0037,23,o:,2.467601,2.654766,0.187165
pavoque,pavoque::spike0037,24,b,2.654766,2.727217,0.072451
pavoque,pavoque::spike0037,25,l,2.727217,2.785,0.057783
pavoque,pavoque::spike0037,26,o:,2.785,2.945,0.16
pavoque,pavoque::spike0037,27,s,2.945,3.038331,0.093331
pavoque,pavoque::spike0037,28,b,3.038331,3.117885,0.079554
pavoque,pavoque::spike0037,29,I,3.117885,3.171868,0.053983
pavoque,pavoque::spike0037,30,s,3.171868,3.272732,0.100864
pavoque,pavoque::spike0037,31,t,3.272732,3.299723,0.026991
pavoque,pavoque::spike0037,32,d,3.299723,3.357968,0.058245
pavoque,pavoque::spike0037,33,u:,3.357968,3.45,0.092032
pavoque,pavoque::spike0037,34,z,3.45,3.573901,0.123901
pavoque,pavoque::spike0037,35,o:,3.573901,3.71,0.136099
pavoque,pavoque::spike0037,36,g,3.71,3.825704,0.115704
pavoque,pavoque::spike0037,37,u:,3.825704,3.9,0.074296
pavoque,pavoque::spike0037,38,t,3.9,3.960662,0.060662
pavoque,pavoque::spike0037,39,g,3.960662,4.017487,0.056825
pavoque,pavoque::spike0037,40,@,4.017487,4.071825,0.054338
pavoque,pavoque::spike0037,41,l,4.071825,4.146762,0.074937
pavoque,pavoque::spike0037,42,aU,4.146762,4.395,0.248238
pavoque,pavoque::spike0037,43,n,4.395,4.481316,0.086316
pavoque,pavoque::spike0037,44,t,4.481316,4.672388,0.191072
pavoque,pavoque::spike0037,45,_,4.672388,5.095,0.422612
pavoque,pavoque::spike0038,1,H#,0.0,0.515,0.515
pavoque,pavoque::spike0038,2,b,0.515,0.539256,0.024256
pavoque,pavoque::spike0038,3,@,0.539256,0.575,0.035744
pavoque,pavoque::spike0038,4,k,0.575,0.659683,0.084683
pavoque,pavoque::spike0038,5,O,0.659683,0.71,0.050317
pavoque,pavoque::spike0038,6,m,0.71,0.75773,0.04773
pavoque,pavoque::spike0038,7,s,0.75773,0.832686,0.074956
pavoque,pavoque::spike0038,8,t,0.832686,0.87,0.037314
pavoque,pavoque::spike0038,9,d,0.87,0.887393,0.017393
pavoque,pavoque::spike0038,10,u:,0.887393,0.93,0.042607
pavoque,pavoque::spike0038,11,m,0.93,0.976559,0.046559
pavoque,pavoque::spike0038,12,a,0.976559,1.06,0.083441
pavoque,pavoque::spike0038,13,n,1.06,1.093788,0.033788
pavoque,pavoque::spike0038,14,C,1.093788,1.151692,0.057904
pavoque,pavoque::spike0038,15,m,1.151692,1.185,0.033308
pavoque,pavoque::spike0038,16,a:,1.185,1.235,0.05
pavoque,pavoque::spike0038,17,l,1.235,1.283487,0.048487
pavoque,pavoque::spike0038,18,?,1.283487,1.332155,0.048668
pavoque,pavoque::spike0038,19,aI,1.332155,1.368745,0.03659
pavoque,pavoque::spike0038,20,n,1.368745,1.401427,0.032682
pavoque,pavoque::spike0038,21,@,1.401427,1.47,0.068573
pavoque,pavoque::spike0038,22,v,1.47,1.575495,0.105495
pavoque,pavoque::spike0038,23,u:,1.575495,1.698054,0.122559
pavoque,pavoque::spike0038,24,t,1.698054,1.762352,0.064298
pavoque,pavoque::spike0038,25,?,1.762352,1.772299,0.009947
pavoque,pavoque::spike0038,26,aU,1.772299,1.835,0.062701
pavoque,pavoque::spike0038,27,f,1.835,1.883845,0.048845
pavoque,pavoque::spike0038,28,d,1.883845,1.944946,0.061101
pavoque,pavoque::spike0038,29,i:,1.944946,2.029849,0.084903
pavoque,pavoque::spike0038,30,v,2.029849,2.120791,0.090942
pavoque,pavoque::spike0038,31,E,2.120791,2.269992,0.149201
pavoque,pavoque::spike0038,32,l,2.269992,2.34,0.070008
pavoque,pavoque::spike0038,33,t,2.34,2.477098,0.137098
pavoque,pavoque::spike0038,34,_,2.477098,4.075,1.597902
