source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0101,m0101,1,H#,0.000000,0.787470,0.787470,0.787470
pavoque,pavoque::m0101,m0101,2,d,0.787470,0.816279,0.028809,0.816279
pavoque,pavoque::m0101,m0101,3,E,0.816279,0.875525,0.059246,0.875525
pavoque,pavoque::m0101,m0101,4,6,0.875525,0.905016,0.029491,0.905016
pavoque,pavoque::m0101,m0101,5,b,0.905016,0.956213,0.051197,0.956213
pavoque,pavoque::m0101,m0101,6,@,0.956213,1.015000,0.058787,1.015000
pavoque,pavoque::m0101,m0101,7,g,1.015000,1.105312,0.090312,1.105312
pavoque,pavoque::m0101,m0101,8,R,1.105312,1.165000,0.059688,1.165000
pavoque,pavoque::m0101,m0101,9,I,1.165000,1.240000,0.075000,1.240000
pavoque,pavoque::m0101,m0101,10,f,1.240000,1.368277,0.128277,1.368277
pavoque,pavoque::m0101,m0101,11,g,1.368277,1.505000,0.136723,1.505000
pavoque,pavoque::m0101,m0101,12,aU,1.505000,1.709885,0.204885,1.709885
pavoque,pavoque::m0101,m0101,13,d,1.709885,1.784839,0.074954,1.784839
pavoque,pavoque::m0101,m0101,14,i:,1.784839,1.935000,0.150161,1.935000
pavoque,pavoque::m0101,m0101,15,S,1.935000,2.087743,0.152743,2.087743
pavoque,pavoque::m0101,m0101,16,t,2.087743,2.120954,0.033211,2.120954
pavoque,pavoque::m0101,m0101,17,e:,2.120954,2.270000,0.149046,2.270000
pavoque,pavoque::m0101,m0101,18,t,2.270000,2.357466,0.087466,2.357466
pavoque,pavoque::m0101,m0101,19,f,2.357466,2.420000,0.062534,2.420000
pavoque,pavoque::m0101,m0101,20,y:,2.420000,2.539944,0.119944,2.539944
pavoque,pavoque::m0101,m0101,21,6,2.539944,2.711977,0.172033,2.711977
pavoque,pavoque::m0101,m0101,22,_,2.711977,3.175000,0.463023,3.175000
pavoque,pavoque::m0103,m0103,1,H#,0.000000,0.305000,0.305000,0.305000
pavoque,pavoque::m0103,m0103,2,n,0.305000,0.365000,0.060000,0.365000
pavoque,pavoque::m0103,m0103,3,a,0.365000,0.503031,0.138031,0.503031
pavoque,pavoque::m0103,m0103,4,t,0.503031,0.692809,0.189778,0.692809
pavoque,pavoque::m0103,m0103,5,y:,0.692809,0.794777,0.101968,0.794777
pavoque,pavoque::m0103,m0103,6,6,0.794777,0.848827,0.054050,0.848827
pavoque,pavoque::m0103,m0103,7,l,0.848827,0.905000,0.056173,0.905000
pavoque,pavoque::m0103,m0103,8,I,0.905000,0.970000,0.065000,0.970000
pavoque,pavoque::m0103,m0103,9,C,0.970000,1.063797,0.093797,1.063797
pavoque,pavoque::m0103,m0103,10,?,1.063797,1.105750,0.041953,1.105750
pavoque,pavoque::m0103,m0103,11,E,1.105750,1.139344,0.033594,1.139344
pavoque,pavoque::m0103,m0103,12,6,1.139344,1.195000,0.055656,1.195000
pavoque,pavoque::m0103,m0103,13,?,1.195000,1.246830,0.051830,1.246830
pavoque,pavoque::m0103,m0103,14,I,1.246830,1.303950,0.057120,1.303950
pavoque,pavoque::m0103,m0103,15,n,1.303950,1.350000,0.046050,1.350000
pavoque,pavoque::m0103,m0103,16,6,1.350000,1.430000,0.080000,1.430000
pavoque,pavoque::m0103,m0103,17,t,1.430000,1.507716,0.077716,1.507716
pavoque,pavoque::m0103,m0103,18,@,1.507716,1.568057,0.060341,1.568057
pavoque,pavoque::m0103,m0103,19,z,1.568057,1.635005,0.066948,1.635005
pavoque,pavoque::m0103,m0103,20,I,1.635005,1.689055,0.054050,1.689055
pavoque,pavoque::m0103,m0103,21,C,1.689055,1.773200,0.084145,1.773200
pavoque,pavoque::m0103,m0103,22,v,1.773200,1.831550,0.058350,1.831550
pavoque,pavoque::m0103,m0103,23,a,1.831550,1.930000,0.098450,1.930000
pavoque,pavoque::m0103,m0103,24,S,1.930000,2.061261,0.131261,2.061261
pavoque,pavoque::m0103,m0103,25,b,2.061261,2.133302,0.072041,2.133302
pavoque,pavoque::m0103,m0103,26,E:,2.133302,2.252278,0.118976,2.252278
pavoque,pavoque::m0103,m0103,27,6,2.252278,2.458035,0.205757,2.458035
pavoque,pavoque::m0103,m0103,28,_,2.458035,3.535000,1.076965,3.535000
pavoque,pavoque::m0104,m0104,1,H#,0.000000,0.330000,0.330000,0.330000
pavoque,pavoque::m0104,m0104,2,ts,0.330000,0.495000,0.165000,0.495000
pavoque,pavoque::m0104,m0104,3,v,0.495000,0.570000,0.075000,0.570000
pavoque,pavoque::m0104,m0104,4,E,0.570000,0.655000,0.085000,0.655000
pavoque,pavoque::m0104,m0104,5,6,0.655000,0.735000,0.080000,0.735000
pavoque,pavoque::m0104,m0104,6,k,0.735000,0.836791,0.101791,0.836791
pavoque,pavoque::m0104,m0104,7,z,0.836791,0.955000,0.118209,0.955000
pavoque,pavoque::m0104,m0104,8,e:,0.955000,1.090916,0.135916,1.090916
pavoque,pavoque::m0104,m0104,9,pf,1.090916,1.237080,0.146164,1.237080
pavoque,pavoque::m0104,m0104,10,e:,1.237080,1.312662,0.075582,1.312662
pavoque,pavoque::m0104,m0104,11,6,1.312662,1.370000,0.057338,1.370000
pavoque,pavoque::m0104,m0104,12,t,1.370000,1.424013,0.054013,1.424013
pavoque,pavoque::m0104,m0104,13,C,1.424013,1.485267,0.061254,1.485267
pavoque,pavoque::m0104,m0104,14,@,1.485267,1.540000,0.054733,1.540000
pavoque,pavoque::m0104,m0104,15,n,1.540000,1.575000,0.035000,1.575000
pavoque,pavoque::m0104,m0104,16,v,1.575000,1.615000,0.040000,1.615000
pavoque,pavoque::m0104,m0104,17,e:,1.615000,1.707627,0.092627,1.707627
pavoque,pavoque::m0104,m0104,18,6,1.707627,1.760000,0.052373,1.760000
pavoque,pavoque::m0104,m0104,19,d,1.760000,1.810000,0.050000,1.810000
pavoque,pavoque::m0104,m0104,20,@,1.810000,1.826178,0.016178,1.826178
pavoque,pavoque::m0104,m0104,21,n,1.826178,1.877776,0.051598,1.877776
pavoque,pavoque::m0104,m0104,22,n,1.877776,1.950258,0.072482,1.950258
pavoque,pavoque::m0104,m0104,23,u:,1.950258,2.010000,0.059742,2.010000
pavoque,pavoque::m0104,m0104,24,6,2.010000,2.054681,0.044681,2.054681
pavoque,pavoque::m0104,m0104,25,ts,2.054681,2.215000,0.160319,2.215000
pavoque,pavoque::m0104,m0104,26,v,2.215000,2.272127,0.057127,2.272127
pavoque,pavoque::m0104,m0104,27,aI,2.272127,2.432447,0.160320,2.432447
