source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0104,m0104,28,ts,2.432447,2.565000,0.132553,2.565000
pavoque,pavoque::m0104,m0104,29,E,2.565000,2.645000,0.080000,2.645000
pavoque,pavoque::m0104,m0104,30,n,2.645000,2.690000,0.045000,2.690000
pavoque,pavoque::m0104,m0104,31,t,2.690000,2.761899,0.071899,2.761899
pavoque,pavoque::m0104,m0104,32,i:,2.761899,2.835000,0.073101,2.835000
pavoque,pavoque::m0104,m0104,33,m,2.835000,2.885000,0.050000,2.885000
pavoque,pavoque::m0104,m0104,34,e:,2.885000,3.046088,0.161088,3.046088
pavoque,pavoque::m0104,m0104,35,t,3.046088,3.105424,0.059336,3.105424
pavoque,pavoque::m0104,m0104,36,6,3.105424,3.190000,0.084576,3.190000
pavoque,pavoque::m0104,m0104,37,l,3.190000,3.225000,0.035000,3.225000
pavoque,pavoque::m0104,m0104,38,a,3.225000,3.385000,0.160000,3.385000
pavoque,pavoque::m0104,m0104,39,N,3.385000,3.508007,0.123007,3.508007
pavoque,pavoque::m0104,m0104,40,_,3.508007,4.555000,1.046993,4.555000
pavoque,pavoque::m0105,m0105,1,H#,0.000000,0.543272,0.543272,0.543272
pavoque,pavoque::m0105,m0105,2,d,0.543272,0.585800,0.042528,0.585800
pavoque,pavoque::m0105,m0105,3,i:,0.585800,0.680000,0.094200,0.680000
pavoque,pavoque::m0105,m0105,4,z,0.680000,0.744941,0.064941,0.744941
pavoque,pavoque::m0105,m0105,5,@,0.744941,0.818824,0.073883,0.818824
pavoque,pavoque::m0105,m0105,6,h,0.818824,0.895000,0.076176,0.895000
pavoque,pavoque::m0105,m0105,7,aI,0.895000,0.995000,0.100000,0.995000
pavoque,pavoque::m0105,m0105,8,s,0.995000,1.090000,0.095000,1.090000
pavoque,pavoque::m0105,m0105,9,@,1.090000,1.105000,0.015000,1.105000
pavoque,pavoque::m0105,m0105,10,n,1.105000,1.175000,0.070000,1.175000
pavoque,pavoque::m0105,m0105,11,d,1.175000,1.219617,0.044617,1.219617
pavoque,pavoque::m0105,m0105,12,a,1.219617,1.325000,0.105383,1.325000
pavoque,pavoque::m0105,m0105,13,n,1.325000,1.375000,0.050000,1.375000
pavoque,pavoque::m0105,m0105,14,g,1.375000,1.462443,0.087443,1.462443
pavoque,pavoque::m0105,m0105,15,EI,1.462443,1.605000,0.142557,1.605000
pavoque,pavoque::m0105,m0105,16,t,1.605000,1.691550,0.086550,1.691550
pavoque,pavoque::m0105,m0105,17,v,1.691550,1.760000,0.068450,1.760000
pavoque,pavoque::m0105,m0105,18,EI,1.760000,1.905000,0.145000,1.905000
pavoque,pavoque::m0105,m0105,19,t,1.905000,2.000000,0.095000,2.000000
pavoque,pavoque::m0105,m0105,20,R,2.000000,2.075000,0.075000,2.075000
pavoque,pavoque::m0105,m0105,21,a,2.075000,2.140000,0.065000,2.140000
pavoque,pavoque::m0105,m0105,22,n,2.140000,2.185000,0.045000,2.185000
pavoque,pavoque::m0105,m0105,23,s,2.185000,2.253764,0.068764,2.253764
pavoque,pavoque::m0105,m0105,24,p,2.253764,2.356921,0.103157,2.356921
pavoque,pavoque::m0105,m0105,25,O,2.356921,2.467530,0.110609,2.467530
pavoque,pavoque::m0105,m0105,26,6,2.467530,2.522201,0.054671,2.522201
pavoque,pavoque::m0105,m0105,27,t,2.522201,2.623069,0.100868,2.623069
pavoque,pavoque::m0105,m0105,28,?,2.623069,2.695000,0.071931,2.695000
pavoque,pavoque::m0105,m0105,29,a,2.695000,2.770000,0.075000,2.770000
pavoque,pavoque::m0105,m0105,30,g,2.770000,2.853548,0.083548,2.853548
pavoque,pavoque::m0105,m0105,31,E,2.853548,2.975000,0.121452,2.975000
pavoque,pavoque::m0105,m0105,32,n,2.975000,3.080000,0.105000,3.080000
pavoque,pavoque::m0105,m0105,33,t,3.080000,3.227385,0.147385,3.227385
pavoque,pavoque::m0105,m0105,34,_,3.227385,4.135000,0.907615,4.135000
