source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s,source_file,source_blob_sha
pavoque,pavoque::m0073,m0073,36,l,3.135020,3.254180,0.119160,3.254180,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0073,m0073,37,_,3.254180,4.255000,1.000820,4.255000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,1,H#,0.000000,0.389337,0.389337,0.389337,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,2,v,0.389337,0.435000,0.045663,0.435000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,3,aI,0.435000,0.569882,0.134882,0.569882,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,4,t,0.569882,0.650000,0.080118,0.650000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,5,6,0.650000,0.705597,0.055597,0.705597,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,6,R,0.705597,0.754725,0.049128,0.754725,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,7,@,0.754725,0.815000,0.060275,0.815000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,8,b,0.815000,0.895000,0.080000,0.895000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,9,a,0.895000,1.080000,0.185000,1.080000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,10,n,1.080000,1.145000,0.065000,1.145000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,11,ts,1.145000,1.210000,0.065000,1.210000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,12,d,1.210000,1.275000,0.065000,1.275000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,13,i:,1.275000,1.345000,0.070000,1.345000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,14,z,1.345000,1.397684,0.052684,1.397684,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,15,@,1.397684,1.480000,0.082316,1.480000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,16,s,1.480000,1.529714,0.049714,1.529714,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,17,z,1.529714,1.610000,0.080286,1.610000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,18,U,1.610000,1.669114,0.059114,1.669114,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,19,b,1.669114,1.770000,0.100886,1.770000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,20,Z,1.770000,1.863783,0.093783,1.863783,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,21,a~,1.863783,2.032045,0.168262,2.032045,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,22,R,2.032045,2.079331,0.047286,2.079331,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,23,@,2.079331,2.145000,0.065669,2.145000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,24,s,2.145000,2.241452,0.096452,2.241452,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,25,v,2.241452,2.295000,0.053548,2.295000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,26,a:,2.295000,2.472352,0.177352,2.472352,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,27,R,2.472352,2.525165,0.052813,2.525165,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,28,@,2.525165,2.580000,0.054835,2.580000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,29,n,2.580000,2.756679,0.176679,2.756679,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0074,m0074,30,_,2.756679,3.775000,1.018321,3.775000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
