source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0121,m0121,1,H#,0.000000,0.285555,0.285555,0.285555
pavoque,pavoque::m0121,m0121,2,f,0.285555,0.338717,0.053162,0.338717
pavoque,pavoque::m0121,m0121,3,6,0.338717,0.410000,0.071283,0.410000
pavoque,pavoque::m0121,m0121,4,g,0.410000,0.491433,0.081433,0.491433
pavoque,pavoque::m0121,m0121,5,l,0.491433,0.535000,0.043567,0.535000
pavoque,pavoque::m0121,m0121,6,aI,0.535000,0.675000,0.140000,0.675000
pavoque,pavoque::m0121,m0121,7,C,0.675000,0.765000,0.090000,0.765000
pavoque,pavoque::m0121,m0121,8,@,0.765000,0.819819,0.054819,0.819819
pavoque,pavoque::m0121,m0121,9,h,0.819819,0.883071,0.063252,0.883071
pavoque,pavoque::m0121,m0121,10,i:,0.883071,0.951850,0.068779,0.951850
pavoque,pavoque::m0121,m0121,11,6,0.951850,1.015000,0.063150,1.015000
pavoque,pavoque::m0121,m0121,12,ts,1.015000,1.110000,0.095000,1.110000
pavoque,pavoque::m0121,m0121,13,u:,1.110000,1.190000,0.080000,1.190000
pavoque,pavoque::m0121,m0121,14,C,1.190000,1.315000,0.125000,1.315000
pavoque,pavoque::m0121,m0121,15,i:,1.315000,1.390000,0.075000,1.390000
pavoque,pavoque::m0121,m0121,16,n,1.390000,1.430000,0.040000,1.430000
pavoque,pavoque::m0121,m0121,17,e:,1.430000,1.555000,0.125000,1.555000
pavoque,pavoque::m0121,m0121,18,z,1.555000,1.625513,0.070513,1.625513
pavoque,pavoque::m0121,m0121,19,I,1.625513,1.651305,0.025792,1.651305
pavoque,pavoque::m0121,m0121,20,S,1.651305,1.740000,0.088695,1.740000
pavoque,pavoque::m0121,m0121,21,@,1.740000,1.812199,0.072199,1.812199
pavoque,pavoque::m0121,m0121,22,s,1.812199,1.888347,0.076148,1.888347
pavoque,pavoque::m0121,m0121,23,?,1.888347,1.930000,0.041653,1.930000
pavoque,pavoque::m0121,m0121,24,o:,1.930000,2.050000,0.120000,2.050000
pavoque,pavoque::m0121,m0121,25,R,2.050000,2.136071,0.086071,2.136071
pavoque,pavoque::m0121,m0121,26,a:,2.136071,2.291808,0.155737,2.291808
pavoque,pavoque::m0121,m0121,27,k,2.291808,2.406030,0.114222,2.406030
pavoque,pavoque::m0121,m0121,28,@,2.406030,2.480336,0.074306,2.480336
pavoque,pavoque::m0121,m0121,29,l,2.480336,2.650440,0.170104,2.650440
pavoque,pavoque::m0121,m0121,30,_,2.650440,3.775000,1.124560,3.775000
pavoque,pavoque::m0122,m0122,1,H#,0.000000,0.221708,0.221708,0.221708
pavoque,pavoque::m0122,m0122,2,z,0.221708,0.286193,0.064485,0.286193
pavoque,pavoque::m0122,m0122,3,i:,0.286193,0.391213,0.105020,0.391213
pavoque,pavoque::m0122,m0122,4,l,0.391213,0.430000,0.038787,0.430000
pavoque,pavoque::m0122,m0122,5,E,0.430000,0.480879,0.050879,0.480879
pavoque,pavoque::m0122,m0122,6,s,0.480879,0.550892,0.070013,0.550892
pavoque,pavoque::m0122,m0122,7,t,0.550892,0.658511,0.107619,0.658511
pavoque,pavoque::m0122,m0122,8,z,0.658511,0.674950,0.016439,0.674950
pavoque,pavoque::m0122,m0122,9,I,0.674950,0.721625,0.046675,0.721625
pavoque,pavoque::m0122,m0122,10,C,0.721625,0.804535,0.082910,0.804535
pavoque,pavoque::m0122,m0122,11,?,0.804535,0.860000,0.055465,0.860000
pavoque,pavoque::m0122,m0122,12,a,0.860000,0.925523,0.065523,0.925523
pavoque,pavoque::m0122,m0122,13,l,0.925523,0.960000,0.034477,0.960000
