source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0122,m0122,14,z,0.960000,1.025015,0.065015,1.025015
pavoque,pavoque::m0122,m0122,15,o:,1.025015,1.075375,0.050360,1.075375
pavoque,pavoque::m0122,m0122,16,d,1.075375,1.126964,0.051589,1.126964
pavoque,pavoque::m0122,m0122,17,U,1.126964,1.155000,0.028036,1.155000
pavoque,pavoque::m0122,m0122,18,6,1.155000,1.185308,0.030308,1.185308
pavoque,pavoque::m0122,m0122,19,C,1.185308,1.219086,0.033778,1.219086
pavoque,pavoque::m0122,m0122,20,d,1.219086,1.293804,0.074718,1.293804
pavoque,pavoque::m0122,m0122,21,i:,1.293804,1.345000,0.051196,1.345000
pavoque,pavoque::m0122,m0122,22,g,1.345000,1.409287,0.064287,1.409287
pavoque,pavoque::m0122,m0122,23,l,1.409287,1.445000,0.035713,1.445000
pavoque,pavoque::m0122,m0122,24,aI,1.445000,1.570000,0.125000,1.570000
pavoque,pavoque::m0122,m0122,25,C,1.570000,1.665000,0.095000,1.665000
pavoque,pavoque::m0122,m0122,26,U,1.665000,1.717161,0.052161,1.717161
pavoque,pavoque::m0122,m0122,27,N,1.717161,1.788402,0.071241,1.788402
pavoque,pavoque::m0122,m0122,28,_,1.788402,1.896492,0.108090,1.896492
pavoque,pavoque::m0122,m0122,29,?,1.896492,1.920000,0.023508,1.920000
pavoque,pavoque::m0122,m0122,30,E,1.920000,2.005000,0.085000,2.005000
pavoque,pavoque::m0122,m0122,31,f,2.005000,2.161805,0.156805,2.161805
pavoque,pavoque::m0122,m0122,32,g,2.161805,2.231818,0.070013,2.231818
pavoque,pavoque::m0122,m0122,33,l,2.231818,2.265000,0.033182,2.265000
pavoque,pavoque::m0122,m0122,34,aI,2.265000,2.380000,0.115000,2.380000
pavoque,pavoque::m0122,m0122,35,C,2.380000,2.460281,0.080281,2.460281
pavoque,pavoque::m0122,m0122,36,k,2.460281,2.575741,0.115460,2.575741
pavoque,pavoque::m0122,m0122,37,u:,2.575741,2.740000,0.164259,2.740000
pavoque,pavoque::m0122,m0122,38,m,2.740000,2.815000,0.075000,2.815000
pavoque,pavoque::m0122,m0122,39,a:,2.815000,2.930000,0.115000,2.930000
pavoque,pavoque::m0122,m0122,40,l,2.930000,3.005000,0.075000,3.005000
pavoque,pavoque::m0122,m0122,41,?,3.005000,3.055000,0.050000,3.055000
pavoque,pavoque::m0122,m0122,42,e:,3.055000,3.256833,0.201833,3.256833
pavoque,pavoque::m0122,m0122,43,b,3.256833,3.316717,0.059884,3.316717
pavoque,pavoque::m0122,m0122,44,@,3.316717,3.385000,0.068283,3.385000
pavoque,pavoque::m0122,m0122,45,S,3.385000,3.495000,0.110000,3.495000
pavoque,pavoque::m0122,m0122,46,R,3.495000,3.565000,0.070000,3.565000
pavoque,pavoque::m0122,m0122,47,aI,3.565000,3.792371,0.227371,3.792371
pavoque,pavoque::m0122,m0122,48,b,3.792371,3.850101,0.057730,3.850101
pavoque,pavoque::m0122,m0122,49,@,3.850101,3.862998,0.012897,3.862998
pavoque,pavoque::m0122,m0122,50,n,3.862998,3.993812,0.130814,3.993812
pavoque,pavoque::m0122,m0122,51,_,3.993812,5.635000,1.641188,5.635000
pavoque,pavoque::m0123,m0123,1,H#,0.000000,0.287832,0.287832,0.287832
pavoque,pavoque::m0123,m0123,2,d,0.287832,0.349510,0.061678,0.349510
pavoque,pavoque::m0123,m0123,3,E,0.349510,0.452052,0.102542,0.452052
pavoque,pavoque::m0123,m0123,4,6,0.452052,0.540000,0.087948,0.540000
pavoque,pavoque::m0123,m0123,5,R,0.540000,0.640000,0.100000,0.640000
pavoque,pavoque::m0123,m0123,6,O,0.640000,0.765910,0.125910,0.765910
pavoque,pavoque::m0123,m0123,7,k,0.765910,0.865000,0.099090,0.865000
pavoque,pavoque::m0123,m0123,8,h,0.865000,0.935000,0.070000,0.935000
pavoque,pavoque::m0123,m0123,9,a,0.935000,1.015890,0.080890,1.015890
pavoque,pavoque::m0123,m0123,10,t,1.015890,1.128811,0.112921,1.128811
pavoque,pavoque::m0123,m0123,11,m,1.128811,1.205000,0.076189,1.205000
pavoque,pavoque::m0123,m0123,12,aI,1.205000,1.345000,0.140000,1.345000
pavoque,pavoque::m0123,m0123,13,s,1.345000,1.413892,0.068892,1.413892
pavoque,pavoque::m0123,m0123,14,t,1.413892,1.494353,0.080461,1.494353
pavoque,pavoque::m0123,m0123,15,_,1.494353,1.536733,0.042380,1.536733
pavoque,pavoque::m0123,m0123,16,g,1.536733,1.586992,0.050259,1.586992
pavoque,pavoque::m0123,m0123,17,O,1.586992,1.727135,0.140143,1.727135
pavoque,pavoque::m0123,m0123,18,l,1.727135,1.809438,0.082303,1.809438
pavoque,pavoque::m0123,m0123,19,d,1.809438,1.863076,0.053638,1.863076
pavoque,pavoque::m0123,m0123,20,@,1.863076,1.920000,0.056924,1.920000
pavoque,pavoque::m0123,m0123,21,n,1.920000,1.965000,0.045000,1.965000
pavoque,pavoque::m0123,m0123,22,@,1.965000,2.060000,0.095000,2.060000
pavoque,pavoque::m0123,m0123,23,k,2.060000,2.181257,0.121257,2.181257
pavoque,pavoque::m0123,m0123,24,n,2.181257,2.235000,0.053743,2.235000
pavoque,pavoque::m0123,m0123,25,9,2.235000,2.325000,0.090000,2.325000
pavoque,pavoque::m0123,m0123,26,pf,2.325000,2.475000,0.150000,2.475000
pavoque,pavoque::m0123,m0123,27,@,2.475000,2.681605,0.206605,2.681605
pavoque,pavoque::m0123,m0123,28,_,2.681605,3.535000,0.853395,3.535000
pavoque,pavoque::m0124,m0124,1,H#,0.000000,0.175000,0.175000,0.175000
pavoque,pavoque::m0124,m0124,2,g,0.175000,0.220876,0.045876,0.220876
pavoque,pavoque::m0124,m0124,3,@,0.220876,0.315000,0.094124,0.315000
pavoque,pavoque::m0124,m0124,4,n,0.315000,0.400000,0.085000,0.400000
pavoque,pavoque::m0124,m0124,5,aU,0.400000,0.620000,0.220000,0.620000
pavoque,pavoque::m0124,m0124,6,z,0.620000,0.727788,0.107788,0.727788
pavoque,pavoque::m0124,m0124,7,o:,0.727788,0.920000,0.192212,0.920000
pavoque,pavoque::m0124,m0124,8,?,0.920000,0.970000,0.050000,0.970000
pavoque,pavoque::m0124,m0124,9,I,0.970000,1.031186,0.061186,1.031186
pavoque,pavoque::m0124,m0124,10,s,1.031186,1.106114,0.074928,1.106114
pavoque,pavoque::m0124,m0124,11,t,1.106114,1.151023,0.044909,1.151023
pavoque,pavoque::m0124,m0124,12,_,1.151023,1.222361,0.071338,1.222361
pavoque,pavoque::m0124,m0124,13,m,1.222361,1.265000,0.042639,1.265000
pavoque,pavoque::m0124,m0124,14,aI,1.265000,1.420000,0.155000,1.420000
pavoque,pavoque::m0124,m0124,15,k,1.420000,1.520063,0.100063,1.520063
pavoque,pavoque::m0124,m0124,16,r,1.520063,1.555684,0.035621,1.555684
pavoque,pavoque::m0124,m0124,17,o:,1.555684,1.595000,0.039316,1.595000
pavoque,pavoque::m0124,m0124,18,s,1.595000,1.705000,0.110000,1.705000
pavoque,pavoque::m0124,m0124,19,O,1.705000,1.785000,0.080000,1.785000
pavoque,pavoque::m0124,m0124,20,f,1.785000,1.840000,0.055000,1.840000
pavoque,pavoque::m0124,m0124,21,t,1.840000,1.881193,0.041193,1.881193
pavoque,pavoque::m0124,m0124,22,b,1.881193,1.948095,0.066902,1.948095
pavoque,pavoque::m0124,m0124,23,aI,1.948095,2.025000,0.076905,2.025000
pavoque,pavoque::m0124,m0124,24,m,2.025000,2.080000,0.055000,2.080000
pavoque,pavoque::m0124,m0124,25,t,2.080000,2.234822,0.154822,2.234822
pavoque,pavoque::m0124,m0124,26,r,2.234822,2.270000,0.035178,2.270000
pavoque,pavoque::m0124,m0124,27,EI,2.270000,2.388494,0.118494,2.388494
pavoque,pavoque::m0124,m0124,28,n,2.388494,2.463423,0.074929,2.463423
pavoque,pavoque::m0124,m0124,29,z,2.463423,2.530000,0.066577,2.530000
pavoque,pavoque::m0124,m0124,30,i:,2.530000,2.570000,0.040000,2.570000
pavoque,pavoque::m0124,m0124,31,m,2.570000,2.630000,0.060000,2.630000
pavoque,pavoque::m0124,m0124,32,u:,2.630000,2.720000,0.090000,2.720000
pavoque,pavoque::m0124,m0124,33,l,2.720000,2.760000,0.040000,2.760000
pavoque,pavoque::m0124,m0124,34,a:,2.760000,2.901323,0.141323,2.901323
pavoque,pavoque::m0124,m0124,35,t,2.901323,2.978391,0.077068,2.978391
pavoque,pavoque::m0124,m0124,36,O,2.978391,3.017401,0.039010,3.017401
pavoque,pavoque::m0124,m0124,37,6,3.017401,3.096014,0.078613,3.096014
pavoque,pavoque::m0124,m0124,38,f,3.096014,3.210000,0.113986,3.210000
pavoque,pavoque::m0124,m0124,39,o:,3.210000,3.289477,0.079477,3.289477
pavoque,pavoque::m0124,m0124,40,6,3.289477,3.339838,0.050361,3.339838
pavoque,pavoque::m0124,m0124,41,g,3.339838,3.395448,0.055610,3.395448
pavoque,pavoque::m0124,m0124,42,@,3.395448,3.457758,0.062310,3.457758
pavoque,pavoque::m0124,m0124,43,g,3.457758,3.524406,0.066648,3.524406
pavoque,pavoque::m0124,m0124,44,a,3.524406,3.605000,0.080594,3.605000
pavoque,pavoque::m0124,m0124,45,N,3.605000,3.655000,0.050000,3.655000
pavoque,pavoque::m0124,m0124,46,@,3.655000,3.720000,0.065000,3.720000
pavoque,pavoque::m0124,m0124,47,n,3.720000,3.824416,0.104416,3.824416
pavoque,pavoque::m0124,m0124,48,_,3.824416,4.795000,0.970584,4.795000
