source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0107,m0107,1,H#,0.000000,0.183020,0.183020,0.183020
pavoque,pavoque::m0107,m0107,2,d,0.183020,0.238710,0.055690,0.238710
pavoque,pavoque::m0107,m0107,3,i:,0.238710,0.383849,0.145139,0.383849
pavoque,pavoque::m0107,m0107,4,?,0.383849,0.440351,0.056502,0.440351
pavoque,pavoque::m0107,m0107,5,E,0.440351,0.520000,0.079649,0.520000
pavoque,pavoque::m0107,m0107,6,n,0.520000,0.600646,0.080646,0.600646
pavoque,pavoque::m0107,m0107,7,d,0.600646,0.651652,0.051006,0.651652
pavoque,pavoque::m0107,m0107,8,6,0.651652,0.714266,0.062614,0.714266
pavoque,pavoque::m0107,m0107,9,R,0.714266,0.741289,0.027023,0.741289
pavoque,pavoque::m0107,m0107,10,U,0.741289,0.875000,0.133711,0.875000
pavoque,pavoque::m0107,m0107,11,N,0.875000,0.930000,0.055000,0.930000
pavoque,pavoque::m0107,m0107,12,h,0.930000,1.025000,0.095000,1.025000
pavoque,pavoque::m0107,m0107,13,a,1.025000,1.090000,0.065000,1.090000
pavoque,pavoque::m0107,m0107,14,t,1.090000,1.125137,0.035137,1.125137
pavoque,pavoque::m0107,m0107,15,d,1.125137,1.161530,0.036393,1.161530
pavoque,pavoque::m0107,m0107,16,a,1.161530,1.240000,0.078470,1.240000
pavoque,pavoque::m0107,m0107,17,s,1.240000,1.325000,0.085000,1.325000
pavoque,pavoque::m0107,m0107,18,f,1.325000,1.395000,0.070000,1.395000
pavoque,pavoque::m0107,m0107,19,o:,1.395000,1.517719,0.122719,1.517719
pavoque,pavoque::m0107,m0107,20,R,1.517719,1.580228,0.062509,1.580228
pavoque,pavoque::m0107,m0107,21,U,1.580228,1.637959,0.057731,1.637959
pavoque,pavoque::m0107,m0107,22,m,1.637959,1.715000,0.077041,1.715000
pavoque,pavoque::m0107,m0107,23,t,1.715000,1.826938,0.111938,1.826938
pavoque,pavoque::m0107,m0107,24,R,1.826938,1.930000,0.103062,1.930000
pavoque,pavoque::m0107,m0107,25,e~,1.930000,2.119459,0.189459,2.119459
pavoque,pavoque::m0107,m0107,26,?,2.119459,2.179032,0.059573,2.179032
pavoque,pavoque::m0107,m0107,27,2:,2.179032,2.290195,0.111163,2.290195
pavoque,pavoque::m0107,m0107,28,R,2.290195,2.345000,0.054805,2.345000
pavoque,pavoque::m0107,m0107,29,O,2.345000,2.422853,0.077853,2.422853
pavoque,pavoque::m0107,m0107,30,p,2.422853,2.482426,0.059573,2.482426
pavoque,pavoque::m0107,m0107,31,b,2.482426,2.545000,0.062574,2.545000
pavoque,pavoque::m0107,m0107,32,@,2.545000,2.605000,0.060000,2.605000
pavoque,pavoque::m0107,m0107,33,S,2.605000,2.709665,0.104665,2.709665
pavoque,pavoque::m0107,m0107,34,l,2.709665,2.747128,0.037463,2.747128
pavoque,pavoque::m0107,m0107,35,O,2.747128,2.830000,0.082872,2.830000
pavoque,pavoque::m0107,m0107,36,s,2.830000,2.935000,0.105000,2.935000
pavoque,pavoque::m0107,m0107,37,@,2.935000,2.950000,0.015000,2.950000
pavoque,pavoque::m0107,m0107,38,n,2.950000,3.087372,0.137372,3.087372
pavoque,pavoque::m0107,m0107,39,_,3.087372,3.290044,0.202672,3.290044
pavoque,pavoque::m0107,m0107,40,d,3.290044,3.380000,0.089956,3.380000
pavoque,pavoque::m0107,m0107,41,e:,3.380000,3.460000,0.080000,3.460000
pavoque,pavoque::m0107,m0107,42,m,3.460000,3.515000,0.055000,3.515000
pavoque,pavoque::m0107,m0107,43,?,3.515000,3.527109,0.012109,3.527109
pavoque,pavoque::m0107,m0107,44,aU,3.527109,3.585000,0.057891,3.585000
pavoque,pavoque::m0107,m0107,45,x,3.585000,3.630000,0.045000,3.630000
pavoque,pavoque::m0107,m0107,46,d,3.630000,3.685000,0.055000,3.685000
pavoque,pavoque::m0107,m0107,47,i:,3.685000,3.750000,0.065000,3.750000
pavoque,pavoque::m0107,m0107,48,b,3.750000,3.825000,0.075000,3.825000
pavoque,pavoque::m0107,m0107,49,a:,3.825000,3.990000,0.165000,3.990000
pavoque,pavoque::m0107,m0107,50,n,3.990000,4.016593,0.026593,4.016593
pavoque,pavoque::m0107,m0107,51,@,4.016593,4.080000,0.063407,4.080000
pavoque,pavoque::m0107,m0107,52,n,4.080000,4.121614,0.041614,4.121614
pavoque,pavoque::m0107,m0107,53,?,4.121614,4.138810,0.017196,4.138810
pavoque,pavoque::m0107,m0107,54,I,4.138810,4.195000,0.056190,4.195000
pavoque,pavoque::m0107,m0107,55,m,4.195000,4.245674,0.050674,4.245674
pavoque,pavoque::m0107,m0107,56,d,4.245674,4.330000,0.084326,4.330000
pavoque,pavoque::m0107,m0107,57,OY,4.330000,4.475000,0.145000,4.475000
pavoque,pavoque::m0107,m0107,58,tS,4.475000,4.516517,0.041517,4.516517
pavoque,pavoque::m0107,m0107,59,S,4.516517,4.585000,0.068483,4.585000
pavoque,pavoque::m0107,m0107,60,p,4.585000,4.640000,0.055000,4.640000
pavoque,pavoque::m0107,m0107,61,R,4.640000,4.686639,0.046639,4.686639
pavoque,pavoque::m0107,m0107,62,a:,4.686639,4.770000,0.083361,4.770000
pavoque,pavoque::m0107,m0107,63,x,4.770000,4.825000,0.055000,4.825000
pavoque,pavoque::m0107,m0107,64,I,4.825000,4.875000,0.050000,4.875000
pavoque,pavoque::m0107,m0107,65,g,4.875000,4.950000,0.075000,4.950000
pavoque,pavoque::m0107,m0107,66,@,4.950000,4.958097,0.008097,4.958097
pavoque,pavoque::m0107,m0107,67,n,4.958097,4.995560,0.037463,4.995560
pavoque,pavoque::m0107,m0107,68,R,4.995560,5.140000,0.144440,5.140000
pavoque,pavoque::m0107,m0107,69,aU,5.140000,5.305000,0.165000,5.305000
pavoque,pavoque::m0107,m0107,70,m,5.305000,5.345000,0.040000,5.345000
pavoque,pavoque::m0107,m0107,71,g,5.345000,5.390000,0.045000,5.390000
pavoque,pavoque::m0107,m0107,72,@,5.390000,5.455565,0.065565,5.455565
pavoque,pavoque::m0107,m0107,73,h,5.455565,5.531106,0.075541,5.531106
pavoque,pavoque::m0107,m0107,74,2:,5.531106,5.691401,0.160295,5.691401
pavoque,pavoque::m0107,m0107,75,R,5.691401,5.718424,0.027023,5.718424
pavoque,pavoque::m0107,m0107,76,@,5.718424,5.775000,0.056576,5.775000
pavoque,pavoque::m0107,m0107,77,n,5.775000,5.900215,0.125215,5.900215
pavoque,pavoque::m0107,m0107,78,_,5.900215,7.915000,2.014785,7.915000
pavoque,pavoque::m0109,m0109,1,H#,0.000000,0.565000,0.565000,0.565000
pavoque,pavoque::m0109,m0109,2,?,0.565000,0.586445,0.021445,0.586445
pavoque,pavoque::m0109,m0109,3,i:,0.586445,0.711718,0.125273,0.711718
pavoque,pavoque::m0109,m0109,4,R,0.711718,0.760844,0.049126,0.760844
pavoque,pavoque::m0109,m0109,5,@,0.760844,0.829621,0.068777,0.829621
pavoque,pavoque::m0109,m0109,6,h,0.829621,0.883046,0.053425,0.883046
pavoque,pavoque::m0109,m0109,7,Y,0.883046,0.980684,0.097638,0.980684
pavoque,pavoque::m0109,m0109,8,t,0.980684,1.069932,0.089248,1.069932
pavoque,pavoque::m0109,m0109,9,@,1.069932,1.079551,0.009619,1.079551
pavoque,pavoque::m0109,m0109,10,n,1.079551,1.215000,0.135449,1.215000
pavoque,pavoque::m0109,m0109,11,b,1.215000,1.281373,0.066373,1.281373
pavoque,pavoque::m0109,m0109,12,aU,1.281373,1.435102,0.153729,1.435102
pavoque,pavoque::m0109,m0109,13,t,1.435102,1.525986,0.090884,1.525986
pavoque,pavoque::m0109,m0109,14,@,1.525986,1.530899,0.004913,1.530899
pavoque,pavoque::m0109,m0109,15,n,1.530899,1.568972,0.038073,1.568972
pavoque,pavoque::m0109,m0109,16,z,1.568972,1.650000,0.081028,1.650000
pavoque,pavoque::m0109,m0109,17,i:,1.650000,1.716351,0.066351,1.716351
pavoque,pavoque::m0109,m0109,18,?,1.716351,1.727404,0.011053,1.727404
pavoque,pavoque::m0109,m0109,19,aU,1.727404,1.800000,0.072596,1.800000
pavoque,pavoque::m0109,m0109,20,f,1.800000,1.890000,0.090000,1.890000
pavoque,pavoque::m0109,m0109,21,pf,1.890000,2.052742,0.162742,2.052742
pavoque,pavoque::m0109,m0109,22,E:,2.052742,2.220000,0.167258,2.220000
pavoque,pavoque::m0109,m0109,23,l,2.220000,2.285000,0.065000,2.285000
pavoque,pavoque::m0109,m0109,24,@,2.285000,2.335000,0.050000,2.335000
pavoque,pavoque::m0109,m0109,25,n,2.335000,2.390000,0.055000,2.390000
pavoque,pavoque::m0109,m0109,26,?,2.390000,2.440000,0.050000,2.440000
pavoque,pavoque::m0109,m0109,27,a,2.440000,2.510000,0.070000,2.510000
pavoque,pavoque::m0109,m0109,28,m,2.510000,2.575000,0.065000,2.575000
pavoque,pavoque::m0109,m0109,29,R,2.575000,2.665000,0.090000,2.665000
