source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0032,4,6,0.47,0.525,0.055
pavoque,pavoque::spike0032,5,p,0.525,0.644884,0.119884
pavoque,pavoque::spike0032,6,U,0.644884,0.694184,0.0493
pavoque,pavoque::spike0032,7,N,0.694184,0.762408,0.068224
pavoque,pavoque::spike0032,8,k,0.762408,0.789797,0.027389
pavoque,pavoque::spike0032,9,t,0.789797,0.845072,0.055275
pavoque,pavoque::spike0032,10,?,0.845072,0.888397,0.043325
pavoque,pavoque::spike0032,11,I,0.888397,0.97,0.081603
pavoque,pavoque::spike0032,12,s,0.97,1.068665,0.098665
pavoque,pavoque::spike0032,13,t,1.068665,1.164278,0.095613
pavoque,pavoque::spike0032,14,_,1.164278,1.431195,0.266917
pavoque,pavoque::spike0032,15,m,1.431195,1.4546,0.023405
pavoque,pavoque::spike0032,16,aI,1.4546,1.53,0.0754
pavoque,pavoque::spike0032,17,n,1.53,1.565,0.035
pavoque,pavoque::spike0032,18,b,1.565,1.617937,0.052937
pavoque,pavoque::spike0032,19,E,1.617937,1.690643,0.072706
pavoque,pavoque::spike0032,20,s,1.690643,1.739943,0.0493
pavoque,pavoque::spike0032,21,t,1.739943,1.809162,0.069219
pavoque,pavoque::spike0032,22,6,1.809162,1.887843,0.078681
pavoque,pavoque::spike0032,23,k,1.887843,1.991921,0.104078
pavoque,pavoque::spike0032,24,U,1.991921,2.044706,0.052785
pavoque,pavoque::spike0032,25,m,2.044706,2.090023,0.045317
pavoque,pavoque::spike0032,26,p,2.090023,2.166712,0.076689
pavoque,pavoque::spike0032,27,@,2.166712,2.204558,0.037846
pavoque,pavoque::spike0032,28,l,2.204558,2.23,0.025442
pavoque,pavoque::spike0032,29,h,2.23,2.275,0.045
pavoque,pavoque::spike0032,30,a,2.275,2.341503,0.066503
pavoque,pavoque::spike0032,31,t,2.341503,2.41869,0.077187
pavoque,pavoque::spike0032,32,?,2.41869,2.435,0.01631
pavoque,pavoque::spike0032,33,I,2.435,2.488905,0.053905
pavoque,pavoque::spike0032,34,m,2.488905,2.535,0.046095
pavoque,pavoque::spike0032,35,6,2.535,2.608918,0.073918
pavoque,pavoque::spike0032,36,d,2.608918,2.643279,0.034361
pavoque,pavoque::spike0032,37,a,2.643279,2.71,0.066721
pavoque,pavoque::spike0032,38,s,2.71,2.792175,0.082175
pavoque,pavoque::spike0032,39,g,2.792175,2.841973,0.049798
pavoque,pavoque::spike0032,40,u:,2.841973,2.961488,0.119515
pavoque,pavoque::spike0032,41,t,2.961488,3.014274,0.052786
pavoque,pavoque::spike0032,42,@,3.014274,3.056104,0.04183
pavoque,pavoque::spike0032,43,?,3.056104,3.063076,0.006972
pavoque,pavoque::spike0032,44,a,3.063076,3.135,0.071924
pavoque,pavoque::spike0032,45,n,3.135,3.18,0.045
pavoque,pavoque::spike0032,46,?,3.18,3.23,0.05
pavoque,pavoque::spike0032,47,a,3.23,3.30858,0.07858
pavoque,pavoque::spike0032,48,l,3.30858,3.383277,0.074697
pavoque,pavoque::spike0032,49,@,3.383277,3.388257,0.00498
pavoque,pavoque::spike0032,50,m,3.388257,3.481877,0.09362
pavoque,pavoque::spike0032,51,g,3.481877,3.522712,0.040835
pavoque,pavoque::spike0032,52,@,3.522712,3.57,0.047288
pavoque,pavoque::spike0032,53,z,3.57,3.665,0.095
pavoque,pavoque::spike0032,54,e:,3.665,3.835443,0.170443
pavoque,pavoque::spike0032,55,@,3.835443,3.845403,0.00996
pavoque,pavoque::spike0032,56,n,3.845403,3.944003,0.0986
pavoque,pavoque::spike0032,57,_,3.944003,5.695,1.750997
pavoque,pavoque::spike0033,1,H#,0.0,0.38,0.38
pavoque,pavoque::spike0033,2,?,0.38,0.399465,0.019465
pavoque,pavoque::spike0033,3,e:,0.399465,0.437137,0.037672
pavoque,pavoque::spike0033,4,6,0.437137,0.477297,0.04016
pavoque,pavoque::spike0033,5,v,0.477297,0.52,0.042703
pavoque,pavoque::spike0033,6,U,0.52,0.572188,0.052188
pavoque,pavoque::spike0033,7,6,0.572188,0.607372,0.035184
pavoque,pavoque::spike0033,8,d,0.607372,0.631894,0.024522
pavoque,pavoque::spike0033,9,@,0.631894,0.67,0.038106
pavoque,pavoque::spike0033,10,f,0.67,0.76,0.09
pavoque,pavoque::spike0033,11,O,0.76,0.8,0.04
pavoque,pavoque::spike0033,12,n,0.8,0.847975,0.047975
pavoque,pavoque::spike0033,13,?,0.847975,0.877117,0.029142
pavoque,pavoque::spike0033,14,aI,0.877117,0.93327,0.056153
pavoque,pavoque::spike0033,15,n,0.93327,0.98,0.04673
pavoque,pavoque::spike0033,16,@,0.98,1.01,0.03
pavoque,pavoque::spike0033,17,m,1.01,1.062279,0.052279
pavoque,pavoque::spike0033,18,b,1.062279,1.13549,0.073211
pavoque,pavoque::spike0033,19,U,1.13549,1.22,0.08451
pavoque,pavoque::spike0033,20,s,1.22,1.312122,0.092122
pavoque,pavoque::spike0033,21,?,1.312122,1.325982,0.01386
pavoque,pavoque::spike0033,22,y:,1.325982,1.389598,0.063616
pavoque,pavoque::spike0033,23,b,1.389598,1.435,0.045402
pavoque,pavoque::spike0033,24,6,1.435,1.535,0.1
pavoque,pavoque::spike0033,25,f,1.535,1.64,0.105
pavoque,pavoque::spike0033,26,a:,1.64,1.838463,0.198463
pavoque,pavoque::spike0033,27,R,1.838463,1.845216,0.006753
pavoque,pavoque::spike0033,28,@,1.845216,1.853745,0.008529
pavoque,pavoque::spike0033,29,n,1.853745,1.948281,0.094536
pavoque,pavoque::spike0033,30,_,1.948281,3.535,1.586719
pavoque,pavoque::spike0034,1,H#,0.0,0.39,0.39
pavoque,pavoque::spike0034,2,d,0.39,0.441447,0.051447
pavoque,pavoque::spike0034,3,u:,0.441447,0.525,0.083553
pavoque,pavoque::spike0034,4,f,0.525,0.617741,0.092741
pavoque,pavoque::spike0034,5,6,0.617741,0.714063,0.096322
pavoque,pavoque::spike0034,6,S,0.714063,0.821403,0.10734
pavoque,pavoque::spike0034,7,t,0.821403,0.905641,0.084238
pavoque,pavoque::spike0034,8,e:,0.905641,1.01,0.104359
pavoque,pavoque::spike0034,9,s,1.01,1.068784,0.058784
pavoque,pavoque::spike0034,10,t,1.068784,1.15,0.081216
pavoque,pavoque::spike0034,11,?,1.15,1.153732,0.003732
pavoque,pavoque::spike0034,12,E,1.153732,1.195,0.041268
pavoque,pavoque::spike0034,13,s,1.195,1.274579,0.079579
pavoque,pavoque::spike0034,14,?,1.274579,1.3,0.025421
pavoque,pavoque::spike0034,15,aI,1.3,1.44,0.14
pavoque,pavoque::spike0034,16,n,1.44,1.490682,0.050682
pavoque,pavoque::spike0034,17,f,1.490682,1.57101,0.080328
pavoque,pavoque::spike0034,18,a,1.57101,1.622547,0.051537
pavoque,pavoque::spike0034,19,x,1.622547,1.693278,0.070731
pavoque,pavoque::spike0034,20,n,1.693278,1.747304,0.054026
pavoque,pavoque::spike0034,21,I,1.747304,1.85,0.102696
pavoque,pavoque::spike0034,22,C,1.85,1.955232,0.105232
pavoque,pavoque::spike0034,23,t,1.955232,2.034848,0.079616
pavoque,pavoque::spike0034,24,_,2.034848,2.105,0.070152
pavoque,pavoque::spike0034,25,?,2.105,2.225,0.12
pavoque,pavoque::spike0034,26,o:,2.225,2.375,0.15
pavoque,pavoque::spike0034,27,d,2.375,2.42,0.045
pavoque,pavoque::spike0034,28,6,2.42,2.62,0.2
pavoque,pavoque::spike0034,29,_,2.62,3.655,1.035
