source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0130,m0130,41,_,3.692599,4.435000,0.742401,4.435000
pavoque,pavoque::m0131,m0131,1,H#,0.000000,0.613754,0.613754,0.613754
pavoque,pavoque::m0131,m0131,2,?,0.613754,0.637100,0.023346,0.637100
pavoque,pavoque::m0131,m0131,3,U,0.637100,0.720000,0.082900,0.720000
pavoque,pavoque::m0131,m0131,4,n,0.720000,0.806051,0.086051,0.806051
pavoque,pavoque::m0131,m0131,5,t,0.806051,0.842299,0.036248,0.842299
pavoque,pavoque::m0131,m0131,6,d,0.842299,0.917238,0.074939,0.917238
pavoque,pavoque::m0131,m0131,7,i:,0.917238,1.035000,0.117762,1.035000
pavoque,pavoque::m0131,m0131,8,z,1.035000,1.115000,0.080000,1.115000
pavoque,pavoque::m0131,m0131,9,@,1.115000,1.215000,0.100000,1.215000
pavoque,pavoque::m0131,m0131,10,S,1.215000,1.360000,0.145000,1.360000
pavoque,pavoque::m0131,m0131,11,v,1.360000,1.405000,0.045000,1.405000
pavoque,pavoque::m0131,m0131,12,e:,1.405000,1.502745,0.097745,1.502745
pavoque,pavoque::m0131,m0131,13,6,1.502745,1.555000,0.052255,1.555000
pavoque,pavoque::m0131,m0131,14,m,1.555000,1.621933,0.066933,1.621933
pavoque,pavoque::m0131,m0131,15,u:,1.621933,1.730000,0.108067,1.730000
pavoque,pavoque::m0131,m0131,16,t,1.730000,1.805000,0.075000,1.805000
pavoque,pavoque::m0131,m0131,17,?,1.805000,1.830000,0.025000,1.830000
pavoque,pavoque::m0131,m0131,18,I,1.830000,1.890000,0.060000,1.890000
pavoque,pavoque::m0131,m0131,19,s,1.890000,1.962907,0.072907,1.962907
pavoque,pavoque::m0131,m0131,20,t,1.962907,2.066478,0.103571,2.066478
pavoque,pavoque::m0131,m0131,21,?,2.066478,2.099911,0.033433,2.099911
pavoque,pavoque::m0131,m0131,22,i:,2.099911,2.185308,0.085397,2.185308
pavoque,pavoque::m0131,m0131,23,6,2.185308,2.240000,0.054692,2.240000
pavoque,pavoque::m0131,m0131,24,ts,2.240000,2.418886,0.178886,2.418886
pavoque,pavoque::m0131,m0131,25,aU,2.418886,2.595092,0.176206,2.595092
pavoque,pavoque::m0131,m0131,26,b,2.595092,2.643056,0.047964,2.643056
pavoque,pavoque::m0131,m0131,27,6,2.643056,2.915178,0.272122,2.915178
pavoque,pavoque::m0131,m0131,28,_,2.915178,3.595000,0.679822,3.595000
pavoque,pavoque::m0132,m0132,1,H#,0.000000,0.639411,0.639411,0.639411
pavoque,pavoque::m0132,m0132,2,?,0.639411,0.655000,0.015589,0.655000
pavoque,pavoque::m0132,m0132,3,aU,0.655000,0.785000,0.130000,0.785000
pavoque,pavoque::m0132,m0132,4,x,0.785000,0.881417,0.096417,0.881417
pavoque,pavoque::m0132,m0132,5,?,0.881417,0.936084,0.054667,0.936084
pavoque,pavoque::m0132,m0132,6,y:,0.936084,1.000000,0.063916,1.000000
pavoque,pavoque::m0132,m0132,7,b,1.000000,1.058123,0.058123,1.058123
pavoque,pavoque::m0132,m0132,8,6,1.058123,1.136322,0.078199,1.136322
pavoque,pavoque::m0132,m0132,9,d,1.136322,1.163837,0.027515,1.163837
pavoque,pavoque::m0132,m0132,10,a,1.163837,1.225000,0.061163,1.225000
pavoque,pavoque::m0132,m0132,11,s,1.225000,1.318748,0.093748,1.318748
pavoque,pavoque::m0132,m0132,12,?,1.318748,1.450000,0.131252,1.450000
pavoque,pavoque::m0132,m0132,13,a,1.450000,1.530000,0.080000,1.530000
pavoque,pavoque::m0132,m0132,14,n,1.530000,1.605000,0.075000,1.605000
pavoque,pavoque::m0132,m0132,15,S,1.605000,1.739494,0.134494,1.739494
pavoque,pavoque::m0132,m0132,16,t,1.739494,1.784420,0.044926,1.784420
pavoque,pavoque::m0132,m0132,17,e:,1.784420,1.874624,0.090204,1.874624
pavoque,pavoque::m0132,m0132,18,@,1.874624,1.908407,0.033783,1.908407
pavoque,pavoque::m0132,m0132,19,n,1.908407,1.950000,0.041593,1.950000
pavoque,pavoque::m0132,m0132,20,d,1.950000,1.980000,0.030000,1.980000
pavoque,pavoque::m0132,m0132,21,@,1.980000,2.053364,0.073364,2.053364
pavoque,pavoque::m0132,m0132,22,?,2.053364,2.080000,0.026636,2.080000
pavoque,pavoque::m0132,m0132,23,a,2.080000,2.145000,0.065000,2.145000
pavoque,pavoque::m0132,m0132,24,m,2.145000,2.188495,0.043495,2.188495
pavoque,pavoque::m0132,m0132,25,e:,2.188495,2.249303,0.060808,2.249303
pavoque,pavoque::m0132,m0132,26,R,2.249303,2.308883,0.059580,2.308883
pavoque,pavoque::m0132,m0132,27,i:,2.308883,2.370000,0.061117,2.370000
pavoque,pavoque::m0132,m0132,28,k,2.370000,2.537146,0.167146,2.537146
pavoque,pavoque::m0132,m0132,29,a:,2.537146,2.630000,0.092854,2.630000
pavoque,pavoque::m0132,m0132,30,n,2.630000,2.680000,0.050000,2.680000
pavoque,pavoque::m0132,m0132,31,I,2.680000,2.715000,0.035000,2.715000
pavoque,pavoque::m0132,m0132,32,S,2.715000,2.830000,0.115000,2.830000
pavoque,pavoque::m0132,m0132,33,@,2.830000,2.929868,0.099868,2.929868
pavoque,pavoque::m0132,m0132,34,r,2.929868,3.050257,0.120389,3.050257
pavoque,pavoque::m0132,m0132,35,i:,3.050257,3.135000,0.084743,3.135000
pavoque,pavoque::m0132,m0132,36,m,3.135000,3.240000,0.105000,3.240000
pavoque,pavoque::m0132,m0132,37,EI,3.240000,3.393610,0.153610,3.393610
pavoque,pavoque::m0132,m0132,38,k,3.393610,3.610433,0.216823,3.610433
pavoque,pavoque::m0132,m0132,39,_,3.610433,4.255000,0.644567,4.255000
