source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0129,m0129,1,H#,0.000000,0.684659,0.684659,0.684659
pavoque,pavoque::m0129,m0129,2,?,0.684659,0.695098,0.010439,0.695098
pavoque,pavoque::m0129,m0129,3,aU,0.695098,0.833258,0.138160,0.833258
pavoque,pavoque::m0129,m0129,4,x,0.833258,0.915000,0.081742,0.915000
pavoque,pavoque::m0129,m0129,5,d,0.915000,0.979543,0.064543,0.979543
pavoque,pavoque::m0129,m0129,6,i:,0.979543,1.060000,0.080457,1.060000
pavoque,pavoque::m0129,m0129,7,f,1.060000,1.155016,0.095016,1.155016
pavoque,pavoque::m0129,m0129,8,6,1.155016,1.260000,0.104984,1.260000
pavoque,pavoque::m0129,m0129,9,d,1.260000,1.378487,0.118487,1.378487
pavoque,pavoque::m0129,m0129,10,aU,1.378487,1.510000,0.131513,1.510000
pavoque,pavoque::m0129,m0129,11,U,1.510000,1.635000,0.125000,1.635000
pavoque,pavoque::m0129,m0129,12,N,1.635000,1.743885,0.108885,1.743885
pavoque,pavoque::m0129,m0129,13,v,1.743885,1.781623,0.037738,1.781623
pavoque,pavoque::m0129,m0129,14,I,1.781623,1.834149,0.052526,1.834149
pavoque,pavoque::m0129,m0129,15,6,1.834149,1.875904,0.041755,1.875904
pavoque,pavoque::m0129,m0129,16,t,1.875904,1.990730,0.114826,1.990730
pavoque,pavoque::m0129,m0129,17,?,1.990730,2.045000,0.054270,2.045000
pavoque,pavoque::m0129,m0129,18,a,2.045000,2.145000,0.100000,2.145000
pavoque,pavoque::m0129,m0129,19,n,2.145000,2.230821,0.085821,2.230821
pavoque,pavoque::m0129,m0129,20,g,2.230821,2.273190,0.042369,2.273190
pavoque,pavoque::m0129,m0129,21,6,2.273190,2.365000,0.091810,2.365000
pavoque,pavoque::m0129,m0129,22,R,2.365000,2.415000,0.050000,2.415000
pavoque,pavoque::m0129,m0129,23,e:,2.415000,2.570000,0.155000,2.570000
pavoque,pavoque::m0129,m0129,24,k,2.570000,2.695038,0.125038,2.695038
pavoque,pavoque::m0129,m0129,25,t,2.695038,2.893375,0.198337,2.893375
pavoque,pavoque::m0129,m0129,26,_,2.893375,3.475000,0.581625,3.475000
pavoque,pavoque::m0130,m0130,1,H#,0.000000,0.615000,0.615000,0.615000
pavoque,pavoque::m0130,m0130,2,z,0.615000,0.695000,0.080000,0.695000
pavoque,pavoque::m0130,m0130,3,i:,0.695000,0.820000,0.125000,0.820000
pavoque,pavoque::m0130,m0130,4,?,0.820000,0.825014,0.005014,0.825014
pavoque,pavoque::m0130,m0130,5,I,0.825014,0.860000,0.034986,0.860000
pavoque,pavoque::m0130,m0130,6,s,0.860000,0.917160,0.057160,0.917160
pavoque,pavoque::m0130,m0130,7,t,0.917160,0.993559,0.076399,0.993559
pavoque,pavoque::m0130,m0130,8,h,0.993559,1.055000,0.061441,1.055000
pavoque,pavoque::m0130,m0130,9,aU,1.055000,1.130000,0.075000,1.130000
pavoque,pavoque::m0130,m0130,10,p,1.130000,1.201080,0.071080,1.201080
pavoque,pavoque::m0130,m0130,11,t,1.201080,1.242193,0.041113,1.242193
pavoque,pavoque::m0130,m0130,12,S,1.242193,1.334275,0.092082,1.334275
pavoque,pavoque::m0130,m0130,13,t,1.334275,1.366510,0.032235,1.366510
pavoque,pavoque::m0130,m0130,14,a,1.366510,1.462665,0.096155,1.462665
pavoque,pavoque::m0130,m0130,15,t,1.462665,1.498295,0.035630,1.498295
pavoque,pavoque::m0130,m0130,16,d,1.498295,1.550539,0.052244,1.550539
pavoque,pavoque::m0130,m0130,17,E,1.550539,1.591669,0.041130,1.591669
pavoque,pavoque::m0130,m0130,18,6,1.591669,1.622999,0.031330,1.622999
pavoque,pavoque::m0130,m0130,19,p,1.622999,1.683666,0.060667,1.683666
pavoque,pavoque::m0130,m0130,20,R,1.683666,1.720000,0.036334,1.720000
pavoque,pavoque::m0130,m0130,21,o:,1.720000,1.813434,0.093434,1.813434
pavoque,pavoque::m0130,m0130,22,v,1.813434,1.855000,0.041566,1.855000
pavoque,pavoque::m0130,m0130,23,I,1.855000,1.925000,0.070000,1.925000
pavoque,pavoque::m0130,m0130,24,n,1.925000,1.995000,0.070000,1.995000
pavoque,pavoque::m0130,m0130,25,ts,1.995000,2.076972,0.081972,2.076972
pavoque,pavoque::m0130,m0130,26,s,2.076972,2.170000,0.093028,2.170000
pavoque,pavoque::m0130,m0130,27,a,2.170000,2.265000,0.095000,2.265000
pavoque,pavoque::m0130,m0130,28,n,2.265000,2.337438,0.072438,2.337438
pavoque,pavoque::m0130,m0130,29,x,2.337438,2.445000,0.107562,2.445000
pavoque,pavoque::m0130,m0130,30,u:,2.445000,2.545000,0.100000,2.545000
pavoque,pavoque::m0130,m0130,31,a,2.545000,2.680000,0.135000,2.680000
pavoque,pavoque::m0130,m0130,32,n,2.680000,2.800626,0.120626,2.800626
pavoque,pavoque::m0130,m0130,33,_,2.800626,2.930000,0.129374,2.930000
pavoque,pavoque::m0130,m0130,34,p,2.930000,2.991444,0.061444,2.991444
pavoque,pavoque::m0130,m0130,35,R,2.991444,3.035000,0.043556,3.035000
pavoque,pavoque::m0130,m0130,36,o:,3.035000,3.135000,0.100000,3.135000
pavoque,pavoque::m0130,m0130,37,v,3.135000,3.195000,0.060000,3.195000
pavoque,pavoque::m0130,m0130,38,I,3.195000,3.305000,0.110000,3.305000
pavoque,pavoque::m0130,m0130,39,n,3.305000,3.423533,0.118533,3.423533
pavoque,pavoque::m0130,m0130,40,ts,3.423533,3.692599,0.269066,3.692599
