source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0001,1,H#,0,0.416756,0.416756
pavoque,pavoque::spike0001,2,?,0.416756,0.436332,0.019576
pavoque,pavoque::spike0001,3,I,0.436332,0.509483,0.073151
pavoque,pavoque::spike0001,4,C,0.509483,0.586756,0.077273
pavoque,pavoque::spike0001,5,b,0.586756,0.646513,0.059757
pavoque,pavoque::spike0001,6,I,0.646513,0.71,0.063487
pavoque,pavoque::spike0001,7,n,0.71,0.765,0.055
pavoque,pavoque::spike0001,8,S,0.765,0.86,0.095
pavoque,pavoque::spike0001,9,p,0.86,0.960971,0.100971
pavoque,pavoque::spike0001,10,aI,0.960971,1.185,0.224029
pavoque,pavoque::spike0001,11,k,1.185,1.386784,0.201784
pavoque,pavoque::spike0001,12,_,1.386784,2.335,0.948216
pavoque,pavoque::spike0002,1,H#,0,0.304112,0.304112
pavoque,pavoque::spike0002,2,h,0.304112,0.348223,0.044111
pavoque,pavoque::spike0002,3,a:,0.348223,0.43,0.081777
pavoque,pavoque::spike0002,4,b,0.43,0.457396,0.027396
pavoque,pavoque::spike0002,5,@,0.457396,0.461082,0.003686
pavoque,pavoque::spike0002,6,n,0.461082,0.515,0.053918
pavoque,pavoque::spike0002,7,v,0.515,0.535,0.02
pavoque,pavoque::spike0002,8,i:,0.535,0.58,0.045
pavoque,pavoque::spike0002,9,6,0.58,0.632798,0.052798
pavoque,pavoque::spike0002,10,?,0.632798,0.638634,0.005836
pavoque,pavoque::spike0002,11,U,0.638634,0.663209,0.024575
pavoque,pavoque::spike0002,12,n,0.663209,0.71,0.046791
pavoque,pavoque::spike0002,13,s,0.71,0.746148,0.036148
pavoque,pavoque::spike0002,14,S,0.746148,0.8125,0.066352
pavoque,pavoque::spike0002,15,o:,0.8125,0.865335,0.052835
pavoque,pavoque::spike0002,16,n,0.865335,0.895,0.029665
pavoque,pavoque::spike0002,17,?,0.895,0.938752,0.043752
pavoque,pavoque::spike0002,18,aI,0.938752,1.02,0.081248
pavoque,pavoque::spike0002,19,n,1.02,1.035,0.015
pavoque,pavoque::spike0002,20,m,1.035,1.075,0.04
pavoque,pavoque::spike0002,21,a:,1.075,1.15,0.075
pavoque,pavoque::spike0002,22,l,1.15,1.18112,0.03112
pavoque,pavoque::spike0002,23,g,1.18112,1.233477,0.052357
pavoque,pavoque::spike0002,24,@,1.233477,1.294778,0.061301
pavoque,pavoque::spike0002,25,z,1.294778,1.382325,0.087547
pavoque,pavoque::spike0002,26,e:,1.382325,1.571737,0.189412
pavoque,pavoque::spike0002,27,@,1.571737,1.57921,0.007473
pavoque,pavoque::spike0002,28,n,1.57921,1.736815,0.157605
pavoque,pavoque::spike0002,29,_,1.736815,3.595,1.858185
pavoque,pavoque::spike0003,1,H#,0,0.5468,0.5468
pavoque,pavoque::spike0003,2,n,0.5468,0.585,0.0382
pavoque,pavoque::spike0003,3,a:,0.585,0.633876,0.048876
pavoque,pavoque::spike0003,4,d,0.633876,0.674784,0.040908
pavoque,pavoque::spike0003,5,a,0.674784,0.75,0.075216
pavoque,pavoque::spike0003,6,n,0.75,0.798863,0.048863
pavoque,pavoque::spike0003,7,v,0.798863,0.84246,0.043597
pavoque,pavoque::spike0003,8,aI,0.84246,0.974478,0.132018
pavoque,pavoque::spike0003,9,s,0.974478,1.04018,0.065702
