source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0003,10,t,1.04018,1.078864,0.038684
pavoque,pavoque::spike0003,11,d,1.078864,1.129709,0.050845
pavoque,pavoque::spike0003,12,u:,1.129709,1.180795,0.051086
pavoque,pavoque::spike0003,13,j,1.180795,1.23,0.049205
pavoque,pavoque::spike0003,14,a:,1.23,1.3079,0.0779
pavoque,pavoque::spike0003,15,d,1.3079,1.348481,0.040581
pavoque,pavoque::spike0003,16,a,1.348481,1.39,0.041519
pavoque,pavoque::spike0003,17,s,1.39,1.462638,0.072638
pavoque,pavoque::spike0003,18,?,1.462638,1.468164,0.005526
pavoque,pavoque::spike0003,19,I,1.468164,1.50255,0.034386
pavoque,pavoque::spike0003,20,C,1.50255,1.576235,0.073685
pavoque,pavoque::spike0003,21,d,1.576235,1.671168,0.094933
pavoque,pavoque::spike0003,22,U,1.671168,1.733428,0.06226
pavoque,pavoque::spike0003,23,m,1.733428,1.807727,0.074299
pavoque,pavoque::spike0003,24,k,1.807727,1.936428,0.128701
pavoque,pavoque::spike0003,25,9,1.936428,1.97137,0.034942
pavoque,pavoque::spike0003,26,pf,1.97137,2.125,0.15363
pavoque,pavoque::spike0003,27,@,2.125,2.131325,0.006325
pavoque,pavoque::spike0003,28,n,2.131325,2.205,0.073675
pavoque,pavoque::spike0003,29,g,2.205,2.259115,0.054115
pavoque,pavoque::spike0003,30,e:,2.259115,2.32,0.060885
pavoque,pavoque::spike0003,31,g,2.32,2.360904,0.040904
pavoque,pavoque::spike0003,32,@,2.360904,2.364854,0.00395
pavoque,pavoque::spike0003,33,n,2.364854,2.413168,0.048314
pavoque,pavoque::spike0003,34,?,2.413168,2.442642,0.029474
pavoque,pavoque::spike0003,35,y:,2.442642,2.525,0.082358
pavoque,pavoque::spike0003,36,b,2.525,2.580587,0.055587
pavoque,pavoque::spike0003,37,6,2.580587,2.655,0.074413
pavoque,pavoque::spike0003,38,n,2.655,2.69,0.035
pavoque,pavoque::spike0003,39,I,2.69,2.74,0.05
pavoque,pavoque::spike0003,40,C,2.74,2.812424,0.072424
pavoque,pavoque::spike0003,41,t,2.812424,2.87,0.057576
pavoque,pavoque::spike0003,42,z,2.87,2.92,0.05
pavoque,pavoque::spike0003,43,e:,2.92,2.96089,0.04089
pavoque,pavoque::spike0003,44,6,2.96089,3.006943,0.046053
pavoque,pavoque::spike0003,45,t,3.006943,3.115665,0.108722
pavoque,pavoque::spike0003,46,O,3.115665,3.155,0.039335
pavoque,pavoque::spike0003,47,l,3.155,3.183172,0.028172
pavoque,pavoque::spike0003,48,@,3.183172,3.262996,0.079824
pavoque,pavoque::spike0003,49,R,3.262996,3.305,0.042004
pavoque,pavoque::spike0003,50,a,3.305,3.385,0.08
pavoque,pavoque::spike0003,51,n,3.385,3.44,0.055
pavoque,pavoque::spike0003,52,t,3.44,3.500015,0.060015
pavoque,pavoque::spike0003,53,b,3.500015,3.572349,0.072334
pavoque,pavoque::spike0003,54,I,3.572349,3.660769,0.08842
pavoque,pavoque::spike0003,55,n,3.660769,3.741332,0.080563
pavoque,pavoque::spike0003,56,_,3.741332,5.995,2.253668
