source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0112,m0112,34,t,3.220000,3.352273,0.132273,3.352273
pavoque,pavoque::m0112,m0112,35,_,3.352273,4.435000,1.082727,4.435000
pavoque,pavoque::m0113,m0113,1,H#,0.000000,0.305000,0.305000,0.305000
pavoque,pavoque::m0113,m0113,2,?,0.305000,0.323098,0.018098,0.323098
pavoque,pavoque::m0113,m0113,3,aU,0.323098,0.455000,0.131902,0.455000
pavoque,pavoque::m0113,m0113,4,s,0.455000,0.560000,0.105000,0.560000
pavoque,pavoque::m0113,m0113,5,6,0.560000,0.649267,0.089267,0.649267
pavoque,pavoque::m0113,m0113,6,d,0.649267,0.710538,0.061271,0.710538
pavoque,pavoque::m0113,m0113,7,e:,0.710538,0.810000,0.099462,0.810000
pavoque,pavoque::m0113,m0113,8,m,0.810000,0.870000,0.060000,0.870000
pavoque,pavoque::m0113,m0113,9,h,0.870000,0.925000,0.055000,0.925000
pavoque,pavoque::m0113,m0113,10,a,0.925000,0.984650,0.059650,0.984650
pavoque,pavoque::m0113,m0113,11,t,0.984650,1.045000,0.060350,1.045000
pavoque,pavoque::m0113,m0113,12,@,1.045000,1.100000,0.055000,1.100000
pavoque,pavoque::m0113,m0113,13,k,1.100000,1.191081,0.091081,1.191081
pavoque,pavoque::m0113,m0113,14,R,1.191081,1.245000,0.053919,1.245000
pavoque,pavoque::m0113,m0113,15,U,1.245000,1.305000,0.060000,1.305000
pavoque,pavoque::m0113,m0113,16,S,1.305000,1.410942,0.105942,1.410942
pavoque,pavoque::m0113,m0113,17,tS,1.410942,1.545000,0.134058,1.545000
pavoque,pavoque::m0113,m0113,18,O,1.545000,1.620000,0.075000,1.620000
pavoque,pavoque::m0113,m0113,19,f,1.620000,1.699642,0.079642,1.699642
pavoque,pavoque::m0113,m0113,20,d,1.699642,1.771452,0.071810,1.771452
pavoque,pavoque::m0113,m0113,21,i:,1.771452,1.856277,0.084825,1.856277
pavoque,pavoque::m0113,m0113,22,?,1.856277,1.885000,0.028723,1.885000
pavoque,pavoque::m0113,m0113,23,a,1.885000,1.977899,0.092899,1.977899
pavoque,pavoque::m0113,m0113,24,6,1.977899,2.029496,0.051597,2.029496
pavoque,pavoque::m0113,m0113,25,m,2.029496,2.155000,0.125504,2.155000
pavoque,pavoque::m0113,m0113,26,e:,2.155000,2.302225,0.147225,2.302225
pavoque,pavoque::m0113,m0113,27,h,2.302225,2.385000,0.082775,2.385000
pavoque,pavoque::m0113,m0113,28,I,2.385000,2.470000,0.085000,2.470000
pavoque,pavoque::m0113,m0113,29,n,2.470000,2.526428,0.056428,2.526428
pavoque,pavoque::m0113,m0113,30,t,2.526428,2.590626,0.064198,2.590626
pavoque,pavoque::m0113,m0113,31,6,2.590626,2.690000,0.099374,2.690000
pavoque,pavoque::m0113,m0113,32,z,2.690000,2.770000,0.080000,2.770000
pavoque,pavoque::m0113,m0113,33,I,2.770000,2.880000,0.110000,2.880000
pavoque,pavoque::m0113,m0113,34,C,2.880000,3.106899,0.226899,3.106899
pavoque,pavoque::m0113,m0113,35,_,3.106899,4.555000,1.448101,4.555000
pavoque,pavoque::m0114,m0114,1,H#,0.000000,0.672378,0.672378,0.672378
pavoque,pavoque::m0114,m0114,2,Z,0.672378,0.815000,0.142622,0.815000
pavoque,pavoque::m0114,m0114,3,o~,0.815000,1.024225,0.209225,1.024225
pavoque,pavoque::m0114,m0114,4,k,1.024225,1.102065,0.077840,1.102065
pavoque,pavoque::m0114,m0114,5,l,1.102065,1.148262,0.046197,1.148262
pavoque,pavoque::m0114,m0114,6,o:,1.148262,1.270457,0.122195,1.270457
pavoque,pavoque::m0114,m0114,7,t,1.270457,1.341857,0.071400,1.341857
pavoque,pavoque::m0114,m0114,8,f,1.341857,1.435000,0.093143,1.435000
pavoque,pavoque::m0114,m0114,9,a,1.435000,1.510000,0.075000,1.510000
pavoque,pavoque::m0114,m0114,10,n,1.510000,1.610000,0.100000,1.610000
pavoque,pavoque::m0114,m0114,11,d,1.610000,1.657918,0.047918,1.657918
pavoque,pavoque::m0114,m0114,12,a,1.657918,1.770000,0.112082,1.770000
pavoque,pavoque::m0114,m0114,13,m,1.770000,1.864237,0.094237,1.864237
pavoque,pavoque::m0114,m0114,14,?,1.864237,1.890000,0.025763,1.890000
pavoque,pavoque::m0114,m0114,15,I,1.890000,1.929940,0.039940,1.929940
pavoque,pavoque::m0114,m0114,16,s,1.929940,1.986848,0.056908,1.986848
pavoque,pavoque::m0114,m0114,17,t,1.986848,2.016520,0.029672,2.016520
pavoque,pavoque::m0114,m0114,18,ts,2.016520,2.091574,0.075054,2.091574
pavoque,pavoque::m0114,m0114,19,U,2.091574,2.125000,0.033426,2.125000
pavoque,pavoque::m0114,m0114,20,m,2.125000,2.195000,0.070000,2.195000
pavoque,pavoque::m0114,m0114,21,f,2.195000,2.335000,0.140000,2.335000
pavoque,pavoque::m0114,m0114,22,Y,2.335000,2.395000,0.060000,2.395000
pavoque,pavoque::m0114,m0114,23,n,2.395000,2.455000,0.060000,2.455000
pavoque,pavoque::m0114,m0114,24,f,2.455000,2.540000,0.085000,2.540000
pavoque,pavoque::m0114,m0114,25,t,2.540000,2.595626,0.055626,2.595626
pavoque,pavoque::m0114,m0114,26,@,2.595626,2.665000,0.069374,2.665000
pavoque,pavoque::m0114,m0114,27,n,2.665000,2.725000,0.060000,2.725000
pavoque,pavoque::m0114,m0114,28,m,2.725000,2.765000,0.040000,2.765000
pavoque,pavoque::m0114,m0114,29,a:,2.765000,2.874339,0.109339,2.874339
pavoque,pavoque::m0114,m0114,30,l,2.874339,2.920000,0.045661,2.920000
pavoque,pavoque::m0114,m0114,31,f,2.920000,3.015000,0.095000,3.015000
pavoque,pavoque::m0114,m0114,32,6,3.015000,3.105000,0.090000,3.105000
pavoque,pavoque::m0114,m0114,33,h,3.105000,3.170000,0.065000,3.170000
pavoque,pavoque::m0114,m0114,34,aI,3.170000,3.315000,0.145000,3.315000
pavoque,pavoque::m0114,m0114,35,R,3.315000,3.370000,0.055000,3.370000
pavoque,pavoque::m0114,m0114,36,a:,3.370000,3.502506,0.132506,3.502506
pavoque,pavoque::m0114,m0114,37,t,3.502506,3.586114,0.083608,3.586114
pavoque,pavoque::m0114,m0114,38,@,3.586114,3.670000,0.083886,3.670000
pavoque,pavoque::m0114,m0114,39,t,3.670000,3.859266,0.189266,3.859266
pavoque,pavoque::m0114,m0114,40,_,3.859266,4.735000,0.875734,4.735000
pavoque,pavoque::m0116,m0116,1,H#,0.000000,0.480000,0.480000,0.480000
pavoque,pavoque::m0116,m0116,2,z,0.480000,0.555000,0.075000,0.555000
pavoque,pavoque::m0116,m0116,3,i:,0.555000,0.630000,0.075000,0.630000
pavoque,pavoque::m0116,m0116,4,b,0.630000,0.683279,0.053279,0.683279
pavoque,pavoque::m0116,m0116,5,@,0.683279,0.750000,0.066721,0.750000
pavoque,pavoque::m0116,m0116,6,k,0.750000,0.867314,0.117314,0.867314
pavoque,pavoque::m0116,m0116,7,a:,0.867314,0.950000,0.082686,0.950000
pavoque,pavoque::m0116,m0116,8,m,0.950000,1.030296,0.080296,1.030296
pavoque,pavoque::m0116,m0116,9,z,1.030296,1.100000,0.069704,1.100000
pavoque,pavoque::m0116,m0116,10,e:,1.100000,1.175287,0.075287,1.175287
pavoque,pavoque::m0116,m0116,11,6,1.175287,1.245000,0.069713,1.245000
pavoque,pavoque::m0116,m0116,12,S,1.245000,1.355297,0.110297,1.355297
pavoque,pavoque::m0116,m0116,13,t,1.355297,1.404735,0.049438,1.404735
pavoque,pavoque::m0116,m0116,14,a,1.404735,1.481242,0.076507,1.481242
pavoque,pavoque::m0116,m0116,15,6,1.481242,1.559267,0.078025,1.559267
pavoque,pavoque::m0116,m0116,16,k,1.559267,1.644568,0.085301,1.644568
pavoque,pavoque::m0116,m0116,17,@,1.644568,1.660000,0.015432,1.660000
pavoque,pavoque::m0116,m0116,18,n,1.660000,1.735591,0.075591,1.735591
pavoque,pavoque::m0116,m0116,19,k,1.735591,1.890000,0.154409,1.890000
pavoque,pavoque::m0116,m0116,20,OY,1.890000,2.020000,0.130000,2.020000
pavoque,pavoque::m0116,m0116,21,C,2.020000,2.135000,0.115000,2.135000
pavoque,pavoque::m0116,m0116,22,h,2.135000,2.160000,0.025000,2.160000
pavoque,pavoque::m0116,m0116,23,u:,2.160000,2.290000,0.130000,2.290000
pavoque,pavoque::m0116,m0116,24,s,2.290000,2.401566,0.111566,2.401566
pavoque,pavoque::m0116,m0116,25,t,2.401566,2.463915,0.062349,2.463915
pavoque,pavoque::m0116,m0116,26,@,2.463915,2.470000,0.006085,2.470000
pavoque,pavoque::m0116,m0116,27,n,2.470000,2.636255,0.166255,2.636255
pavoque,pavoque::m0116,m0116,28,_,2.636255,3.595000,0.958745,3.595000
