source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s,source_file,source_blob_sha
pavoque,pavoque::m0078,m0078,1,H#,0.000000,0.582728,0.582728,0.582728,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,2,d,0.582728,0.620523,0.037795,0.620523,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,3,i:,0.620523,0.695000,0.074477,0.695000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,4,z,0.695000,0.768169,0.073169,0.768169,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,5,@,0.768169,0.838784,0.070615,0.838784,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,6,v,0.838784,0.895000,0.056216,0.895000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,7,e:,0.895000,0.965000,0.070000,0.965000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,8,6,0.965000,1.030000,0.065000,1.030000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,9,d,1.030000,1.080532,0.050532,1.080532,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,10,@,1.080532,1.095000,0.014468,1.095000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0078,m0078,11,n,1.095000,1.184491,0.089491,1.184491,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
