source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0127,m0127,20,s,1.812587,1.858654,0.046067,1.858654
pavoque,pavoque::m0127,m0127,21,t,1.858654,1.888751,0.030097,1.888751
pavoque,pavoque::m0127,m0127,22,d,1.888751,1.938097,0.049346,1.938097
pavoque,pavoque::m0127,m0127,23,i:,1.938097,1.980000,0.041903,1.980000
pavoque,pavoque::m0127,m0127,24,g,1.980000,2.020000,0.040000,2.020000
pavoque,pavoque::m0127,m0127,25,R,2.020000,2.100000,0.080000,2.100000
pavoque,pavoque::m0127,m0127,26,o:,2.100000,2.210000,0.110000,2.210000
pavoque,pavoque::m0127,m0127,27,s,2.210000,2.300000,0.090000,2.300000
pavoque,pavoque::m0127,m0127,28,@,2.300000,2.360000,0.060000,2.360000
pavoque,pavoque::m0127,m0127,29,m,2.360000,2.470000,0.110000,2.470000
pavoque,pavoque::m0127,m0127,30,I,2.470000,2.525000,0.055000,2.525000
pavoque,pavoque::m0127,m0127,31,t,2.525000,2.649712,0.124712,2.649712
pavoque,pavoque::m0127,m0127,32,w,2.649712,2.710000,0.060288,2.710000
pavoque,pavoque::m0127,m0127,33,aI,2.710000,2.886872,0.176872,2.886872
pavoque,pavoque::m0127,m0127,34,d,2.886872,2.940000,0.053128,2.940000
pavoque,pavoque::m0127,m0127,35,a:,2.940000,3.189072,0.249072,3.189072
pavoque,pavoque::m0127,m0127,36,_,3.189072,4.255000,1.065928,4.255000
pavoque,pavoque::m0128,m0128,1,H#,0.000000,0.153697,0.153697,0.153697
pavoque,pavoque::m0128,m0128,2,n,0.153697,0.202598,0.048901,0.202598
pavoque,pavoque::m0128,m0128,3,u:,0.202598,0.317285,0.114687,0.317285
pavoque,pavoque::m0128,m0128,4,6,0.317285,0.390000,0.072715,0.390000
pavoque,pavoque::m0128,m0128,5,z,0.390000,0.485000,0.095000,0.485000
pavoque,pavoque::m0128,m0128,6,aI,0.485000,0.575000,0.090000,0.575000
pavoque,pavoque::m0128,m0128,7,n,0.575000,0.605000,0.030000,0.605000
pavoque,pavoque::m0128,m0128,8,@,0.605000,0.680000,0.075000,0.680000
pavoque,pavoque::m0128,m0128,9,m,0.680000,0.760000,0.080000,0.760000
pavoque,pavoque::m0128,m0128,10,U,0.760000,0.834680,0.074680,0.834680
pavoque,pavoque::m0128,m0128,11,t,0.834680,0.930000,0.095320,0.930000
pavoque,pavoque::m0128,m0128,12,6,0.930000,1.101748,0.171748,1.101748
pavoque,pavoque::m0128,m0128,13,f,1.101748,1.235000,0.133252,1.235000
pavoque,pavoque::m0128,m0128,14,O,1.235000,1.285000,0.050000,1.285000
pavoque,pavoque::m0128,m0128,15,n,1.285000,1.345000,0.060000,1.345000
pavoque,pavoque::m0128,m0128,16,d,1.345000,1.395000,0.050000,1.395000
pavoque,pavoque::m0128,m0128,17,E,1.395000,1.444902,0.049902,1.444902
pavoque,pavoque::m0128,m0128,18,6,1.444902,1.487511,0.042609,1.487511
pavoque,pavoque::m0128,m0128,19,?,1.487511,1.547621,0.060110,1.547621
pavoque,pavoque::m0128,m0128,20,e:,1.547621,1.601643,0.054022,1.601643
pavoque,pavoque::m0128,m0128,21,6,1.601643,1.629034,0.027391,1.629034
pavoque,pavoque::m0128,m0128,22,?,1.629034,1.635121,0.006087,1.635121
pavoque,pavoque::m0128,m0128,23,a:,1.635121,1.725000,0.089879,1.725000
pavoque,pavoque::m0128,m0128,24,b,1.725000,1.779341,0.054341,1.779341
pavoque,pavoque::m0128,m0128,25,6,1.779341,1.840000,0.060659,1.840000
pavoque,pavoque::m0128,m0128,26,b,1.840000,1.978024,0.138024,1.978024
pavoque,pavoque::m0128,m0128,27,a,1.978024,2.040000,0.061976,2.040000
pavoque,pavoque::m0128,m0128,28,l,2.040000,2.095000,0.055000,2.095000
pavoque,pavoque::m0128,m0128,29,t,2.095000,2.147951,0.052951,2.147951
pavoque,pavoque::m0128,m0128,30,g,2.147951,2.215000,0.067049,2.215000
pavoque,pavoque::m0128,m0128,31,@,2.215000,2.265126,0.050126,2.265126
pavoque,pavoque::m0128,m0128,32,t,2.265126,2.375000,0.109874,2.375000
pavoque,pavoque::m0128,m0128,33,R,2.375000,2.446975,0.071975,2.446975
pavoque,pavoque::m0128,m0128,34,E,2.446975,2.510000,0.063025,2.510000
pavoque,pavoque::m0128,m0128,35,n,2.510000,2.584694,0.074694,2.584694
pavoque,pavoque::m0128,m0128,36,t,2.584694,2.671434,0.086740,2.671434
pavoque,pavoque::m0128,m0128,37,v,2.671434,2.725000,0.053566,2.725000
pavoque,pavoque::m0128,m0128,38,I,2.725000,2.774152,0.049152,2.774152
pavoque,pavoque::m0128,m0128,39,6,2.774152,2.840348,0.066196,2.840348
pavoque,pavoque::m0128,m0128,40,t,2.840348,2.915653,0.075305,2.915653
pavoque,pavoque::m0128,m0128,41,?,2.915653,3.030000,0.114347,3.030000
pavoque,pavoque::m0128,m0128,42,U,3.030000,3.135000,0.105000,3.135000
pavoque,pavoque::m0128,m0128,43,n,3.135000,3.185000,0.050000,3.185000
pavoque,pavoque::m0128,m0128,44,t,3.185000,3.278612,0.093612,3.278612
pavoque,pavoque::m0128,m0128,45,d,3.278612,3.357062,0.078450,3.357062
pavoque,pavoque::m0128,m0128,46,i:,3.357062,3.435000,0.077938,3.435000
pavoque,pavoque::m0128,m0128,47,m,3.435000,3.545000,0.110000,3.545000
pavoque,pavoque::m0128,m0128,48,aU,3.545000,3.730000,0.185000,3.730000
pavoque,pavoque::m0128,m0128,49,s,3.730000,3.839377,0.109377,3.839377
pavoque,pavoque::m0128,m0128,50,t,3.839377,3.966814,0.127437,3.966814
pavoque,pavoque::m0128,m0128,51,I,3.966814,4.015000,0.048186,4.015000
pavoque,pavoque::m0128,m0128,52,m,4.015000,4.070560,0.055560,4.070560
pavoque,pavoque::m0128,m0128,53,@,4.070560,4.154380,0.083820,4.154380
pavoque,pavoque::m0128,m0128,54,T,4.154380,4.260000,0.105620,4.260000
pavoque,pavoque::m0128,m0128,55,i:,4.260000,4.425000,0.165000,4.425000
pavoque,pavoque::m0128,m0128,56,h,4.425000,4.505000,0.080000,4.505000
pavoque,pavoque::m0128,m0128,57,a,4.505000,4.585035,0.080035,4.585035
pavoque,pavoque::m0128,m0128,58,l,4.585035,4.631449,0.046414,4.631449
pavoque,pavoque::m0128,m0128,59,t,4.631449,4.700000,0.068551,4.700000
pavoque,pavoque::m0128,m0128,60,@,4.700000,4.715000,0.015000,4.715000
pavoque,pavoque::m0128,m0128,61,n,4.715000,4.762319,0.047319,4.762319
pavoque,pavoque::m0128,m0128,62,ts,4.762319,4.905000,0.142681,4.905000
pavoque,pavoque::m0128,m0128,63,u:,4.905000,5.046126,0.141126,5.046126
pavoque,pavoque::m0128,m0128,64,?,5.046126,5.080000,0.033874,5.080000
pavoque,pavoque::m0128,m0128,65,i:,5.080000,5.240000,0.160000,5.240000
pavoque,pavoque::m0128,m0128,66,m,5.240000,5.360367,0.120367,5.360367
pavoque,pavoque::m0128,m0128,67,_,5.360367,6.835000,1.474633,6.835000
