source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s,source_file,source_blob_sha
pavoque,pavoque::m0086,m0086,1,H#,0.000000,0.132635,0.132635,0.132635,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,2,b,0.132635,0.176975,0.044340,0.176975,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,3,o:,0.176975,0.330000,0.153025,0.330000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,4,t,0.330000,0.465073,0.135073,0.465073,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,5,a:,0.465073,0.645000,0.179927,0.645000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,6,n,0.645000,0.695000,0.050000,0.695000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,7,I,0.695000,0.815000,0.120000,0.815000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,8,k,0.815000,0.901429,0.086429,0.901429,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,9,?,0.901429,0.993537,0.092108,0.993537,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,10,U,0.993537,1.105000,0.111463,1.105000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,11,n,1.105000,1.160000,0.055000,1.160000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,12,t,1.160000,1.230561,0.070561,1.230561,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,13,p,1.230561,1.384245,0.153684,1.384245,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,14,a,1.384245,1.510000,0.125755,1.510000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,15,l,1.510000,1.560000,0.050000,1.560000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,16,E,1.560000,1.685000,0.125000,1.685000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,17,O,1.685000,1.765000,0.080000,1.765000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,18,n,1.765000,1.803473,0.038473,1.803473,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,19,t,1.803473,1.895963,0.092490,1.895963,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,20,o:,1.895963,1.949003,0.053040,1.949003,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,21,l,1.949003,1.985000,0.035997,1.985000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,22,o:,1.985000,2.080000,0.095000,2.080000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,23,g,2.080000,2.152508,0.072508,2.152508,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,24,i:,2.152508,2.421824,0.269316,2.421824,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0086,m0086,25,_,2.421824,3.055000,0.633176,3.055000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,1,H#,0.000000,0.412708,0.412708,0.412708,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,2,?,0.412708,0.485000,0.072292,0.485000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,3,aU,0.485000,0.625000,0.140000,0.625000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,4,x,0.625000,0.690000,0.065000,0.690000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,5,z,0.690000,0.825000,0.135000,0.825000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,6,OY,0.825000,1.005358,0.180358,1.005358,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,7,C,1.005358,1.109149,0.103791,1.109149,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,8,@,1.109149,1.138628,0.029479,1.138628,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,9,n,1.138628,1.230000,0.091372,1.230000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,10,v,1.230000,1.273898,0.043898,1.273898,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,11,i:,1.273898,1.400000,0.126102,1.400000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,12,t,1.400000,1.528482,0.128482,1.528482,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,13,y:,1.528482,1.635000,0.106518,1.635000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,14,f,1.635000,1.730000,0.095000,1.730000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,15,U,1.730000,1.820000,0.090000,1.820000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,16,s,1.820000,1.920000,0.100000,1.920000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,17,g,1.920000,1.988691,0.068691,1.988691,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,18,R,1.988691,2.054934,0.066243,2.054934,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,19,a,2.054934,2.150000,0.095066,2.150000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0087,m0087,20,s,2.150000,2.300000,0.150000,2.300000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
