source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0030,1,H#,0.0,0.421318,0.421318
pavoque,pavoque::spike0030,2,d,0.421318,0.478959,0.057641
pavoque,pavoque::spike0030,3,u:,0.478959,0.550908,0.071949
pavoque,pavoque::spike0030,4,b,0.550908,0.623842,0.072934
pavoque,pavoque::spike0030,5,I,0.623842,0.690323,0.066481
pavoque,pavoque::spike0030,6,s,0.690323,0.744984,0.054661
pavoque,pavoque::spike0030,7,t,0.744984,0.8107,0.065716
pavoque,pavoque::spike0030,8,?,0.8107,0.85,0.0393
pavoque,pavoque::spike0030,9,aI,0.85,0.985,0.135
pavoque,pavoque::spike0030,10,n,0.985,1.037942,0.052942
pavoque,pavoque::spike0030,11,f,1.037942,1.104886,0.066944
pavoque,pavoque::spike0030,12,a,1.104886,1.187184,0.082298
pavoque,pavoque::spike0030,13,x,1.187184,1.26,0.072816
pavoque,pavoque::spike0030,14,n,1.26,1.32,0.06
pavoque,pavoque::spike0030,15,u:,1.32,1.402757,0.082757
pavoque,pavoque::spike0030,16,6,1.402757,1.446977,0.04422
pavoque,pavoque::spike0030,17,?,1.446977,1.456803,0.009826
pavoque,pavoque::spike0030,18,aI,1.456803,1.56,0.103197
pavoque,pavoque::spike0030,19,n,1.56,1.615,0.055
pavoque,pavoque::spike0030,20,b,1.615,1.697269,0.082269
pavoque,pavoque::spike0030,21,l,1.697269,1.757131,0.059862
pavoque,pavoque::spike0030,22,2:,1.757131,1.915586,0.158455
pavoque,pavoque::spike0030,23,d,1.915586,1.95766,0.042074
pavoque,pavoque::spike0030,24,6,1.95766,2.065,0.10734
pavoque,pavoque::spike0030,25,R,2.065,2.111505,0.046505
pavoque,pavoque::spike0030,26,o:,2.111505,2.19,0.078495
pavoque,pavoque::spike0030,27,m,2.19,2.27,0.08
pavoque,pavoque::spike0030,28,a,2.27,2.365,0.095
pavoque,pavoque::spike0030,29,n,2.365,2.444383,0.079383
pavoque,pavoque::spike0030,30,t,2.444383,2.528229,0.083846
pavoque,pavoque::spike0030,31,i:,2.528229,2.586256,0.058027
pavoque,pavoque::spike0030,32,k,2.586256,2.646724,0.060468
pavoque,pavoque::spike0030,33,6,2.646724,2.795687,0.148963
pavoque,pavoque::spike0030,34,_,2.795687,3.028456,0.232769
pavoque,pavoque::spike0030,35,d,3.028456,3.089873,0.061417
pavoque,pavoque::spike0030,36,u:,3.089873,3.141463,0.05159
pavoque,pavoque::spike0030,37,h,3.141463,3.16,0.018537
pavoque,pavoque::spike0030,38,a,3.16,3.235,0.075
pavoque,pavoque::spike0030,39,s,3.235,3.337382,0.102382
pavoque,pavoque::spike0030,40,t,3.337382,3.358878,0.021496
pavoque,pavoque::spike0030,41,k,3.358878,3.455,0.096122
pavoque,pavoque::spike0030,42,aI,3.455,3.575,0.12
pavoque,pavoque::spike0030,43,n,3.575,3.616213,0.041213
pavoque,pavoque::spike0030,44,@,3.616213,3.683158,0.066945
pavoque,pavoque::spike0030,45,?,3.683158,3.703425,0.020267
pavoque,pavoque::spike0030,46,a:,3.703425,3.85,0.146575
pavoque,pavoque::spike0030,47,n,3.85,3.893817,0.043817
pavoque,pavoque::spike0030,48,U,3.893817,3.923911,0.030094
pavoque,pavoque::spike0030,49,N,3.923911,3.96,0.036089
pavoque,pavoque::spike0030,50,f,3.96,4.054114,0.094114
pavoque,pavoque::spike0030,51,O,4.054114,4.105,0.050886
pavoque,pavoque::spike0030,52,n,4.105,4.14194,0.03694
pavoque,pavoque::spike0030,53,d,4.14194,4.175,0.03306
pavoque,pavoque::spike0030,54,E,4.175,4.228538,0.053538
pavoque,pavoque::spike0030,55,6,4.228538,4.273372,0.044834
pavoque,pavoque::spike0030,56,R,4.273372,4.32,0.046628
pavoque,pavoque::spike0030,57,e:,4.32,4.445,0.125
pavoque,pavoque::spike0030,58,a:,4.445,4.507369,0.062369
pavoque,pavoque::spike0030,59,l,4.507369,4.552203,0.044834
pavoque,pavoque::spike0030,60,i:,4.552203,4.633888,0.081685
pavoque,pavoque::spike0030,61,t,4.633888,4.776988,0.1431
pavoque,pavoque::spike0030,62,E:,4.776988,4.960624,0.183636
pavoque,pavoque::spike0030,63,t,4.960624,5.148559,0.187935
pavoque,pavoque::spike0030,64,_,5.148559,6.355,1.206441
