source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0095,m0095,33,i:,3.080000,3.243970,0.163970,3.243970
pavoque,pavoque::m0095,m0095,34,?,3.243970,3.270000,0.026030,3.270000
pavoque,pavoque::m0095,m0095,35,E,3.270000,3.355000,0.085000,3.355000
pavoque,pavoque::m0095,m0095,36,n,3.355000,3.400609,0.045609,3.400609
pavoque,pavoque::m0095,m0095,37,t,3.400609,3.455280,0.054671,3.455280
pavoque,pavoque::m0095,m0095,38,g,3.455280,3.514803,0.059523,3.514803
pavoque,pavoque::m0095,m0095,39,e:,3.514803,3.645000,0.130197,3.645000
pavoque,pavoque::m0095,m0095,40,g,3.645000,3.716472,0.071472,3.716472
pavoque,pavoque::m0095,m0095,41,@,3.716472,3.725000,0.008528,3.725000
pavoque,pavoque::m0095,m0095,42,n,3.725000,3.844114,0.119114,3.844114
pavoque,pavoque::m0095,m0095,43,_,3.844114,4.855000,1.010886,4.855000
pavoque,pavoque::m0097,m0097,1,H#,0.000000,0.481413,0.481413,0.481413
pavoque,pavoque::m0097,m0097,2,z,0.481413,0.655000,0.173587,0.655000
pavoque,pavoque::m0097,m0097,3,i:,0.655000,0.806858,0.151858,0.806858
pavoque,pavoque::m0097,m0097,4,@,0.806858,0.955000,0.148142,0.955000
pavoque,pavoque::m0097,m0097,5,d,0.955000,1.049502,0.094502,1.049502
pavoque,pavoque::m0097,m0097,6,a:,1.049502,1.233006,0.183504,1.233006
pavoque,pavoque::m0097,m0097,7,ts,1.233006,1.385000,0.151994,1.385000
pavoque,pavoque::m0097,m0097,8,u:,1.385000,1.535000,0.150000,1.535000
pavoque,pavoque::m0097,m0097,9,b,1.535000,1.697038,0.162038,1.697038
pavoque,pavoque::m0097,m0097,10,r,1.697038,1.745000,0.047962,1.745000
pavoque,pavoque::m0097,m0097,11,aU,1.745000,1.895000,0.150000,1.895000
pavoque,pavoque::m0097,m0097,12,z,1.895000,1.985000,0.090000,1.985000
pavoque,pavoque::m0097,m0097,13,6,1.985000,2.085000,0.100000,2.085000
pavoque,pavoque::m0097,m0097,14,?,2.085000,2.140568,0.055568,2.140568
pavoque,pavoque::m0097,m0097,15,U,2.140568,2.220000,0.079432,2.220000
pavoque,pavoque::m0097,m0097,16,n,2.220000,2.273202,0.053202,2.273202
pavoque,pavoque::m0097,m0097,17,t,2.273202,2.334971,0.061769,2.334971
pavoque,pavoque::m0097,m0097,18,6,2.334971,2.410000,0.075029,2.410000
pavoque,pavoque::m0097,m0097,19,S,2.410000,2.493031,0.083031,2.493031
pavoque,pavoque::m0097,m0097,20,t,2.493031,2.544871,0.051840,2.544871
pavoque,pavoque::m0097,m0097,21,Y,2.544871,2.620752,0.075881,2.620752
pavoque,pavoque::m0097,m0097,22,ts,2.620752,2.750000,0.129248,2.750000
pavoque,pavoque::m0097,m0097,23,U,2.750000,2.870000,0.120000,2.870000
pavoque,pavoque::m0097,m0097,24,N,2.870000,2.948653,0.078653,2.948653
pavoque,pavoque::m0097,m0097,25,_,2.948653,3.475000,0.526347,3.475000
pavoque,pavoque::m0098,m0098,1,H#,0.000000,0.548759,0.548759,0.548759
pavoque,pavoque::m0098,m0098,2,d,0.548759,0.593514,0.044755,0.593514
pavoque,pavoque::m0098,m0098,3,E,0.593514,0.669700,0.076186,0.669700
pavoque,pavoque::m0098,m0098,4,6,0.669700,0.713322,0.043622,0.713322
pavoque,pavoque::m0098,m0098,5,R,0.713322,0.769848,0.056526,0.769848
pavoque,pavoque::m0098,m0098,6,e:,0.769848,0.865080,0.095232,0.865080
pavoque,pavoque::m0098,m0098,7,f,0.865080,0.950000,0.084920,0.950000
pavoque,pavoque::m0098,m0098,8,R,0.950000,1.045000,0.095000,1.045000
pavoque,pavoque::m0098,m0098,9,e~,1.045000,1.188256,0.143256,1.188256
pavoque,pavoque::m0098,m0098,10,?,1.188256,1.240000,0.051744,1.240000
pavoque,pavoque::m0098,m0098,11,I,1.240000,1.300692,0.060692,1.300692
pavoque,pavoque::m0098,m0098,12,s,1.300692,1.360904,0.060212,1.360904
pavoque,pavoque::m0098,m0098,13,t,1.360904,1.424030,0.063126,1.424030
pavoque,pavoque::m0098,m0098,14,?,1.424030,1.435000,0.010970,1.435000
pavoque,pavoque::m0098,m0098,15,aU,1.435000,1.550000,0.115000,1.550000
pavoque,pavoque::m0098,m0098,16,f,1.550000,1.635000,0.085000,1.635000
pavoque,pavoque::m0098,m0098,17,d,1.635000,1.720360,0.085360,1.720360
pavoque,pavoque::m0098,m0098,18,OY,1.720360,1.954418,0.234058,1.954418
pavoque,pavoque::m0098,m0098,19,tS,1.954418,2.273293,0.318875,2.273293
pavoque,pavoque::m0098,m0098,20,_,2.273293,3.175000,0.901707,3.175000
pavoque,pavoque::m0099,m0099,1,H#,0.000000,0.510346,0.510346,0.510346
pavoque,pavoque::m0099,m0099,2,d,0.510346,0.551503,0.041157,0.551503
pavoque,pavoque::m0099,m0099,3,a:,0.551503,0.665000,0.113497,0.665000
pavoque,pavoque::m0099,m0099,4,b,0.665000,0.722990,0.057990,0.722990
pavoque,pavoque::m0099,m0099,5,aI,0.722990,0.845000,0.122010,0.845000
pavoque,pavoque::m0099,m0099,6,f,0.845000,0.955000,0.110000,0.955000
pavoque,pavoque::m0099,m0099,7,6,0.955000,1.023333,0.068333,1.023333
pavoque,pavoque::m0099,m0099,8,g,1.023333,1.116725,0.093392,1.116725
pavoque,pavoque::m0099,m0099,9,R,1.116725,1.199622,0.082897,1.199622
pavoque,pavoque::m0099,m0099,10,2:,1.199622,1.295000,0.095378,1.295000
pavoque,pavoque::m0099,m0099,11,s,1.295000,1.395000,0.100000,1.395000
pavoque,pavoque::m0099,m0099,12,6,1.395000,1.473575,0.078575,1.473575
pavoque,pavoque::m0099,m0099,13,t,1.473575,1.533782,0.060207,1.533782
pavoque,pavoque::m0099,m0099,14,z,1.533782,1.575000,0.041218,1.575000
pavoque,pavoque::m0099,m0099,15,I,1.575000,1.625000,0.050000,1.625000
pavoque,pavoque::m0099,m0099,16,C,1.625000,1.697775,0.072775,1.697775
pavoque,pavoque::m0099,m0099,17,d,1.697775,1.761928,0.064153,1.761928
pavoque,pavoque::m0099,m0099,18,E,1.761928,1.819396,0.057468,1.819396
pavoque,pavoque::m0099,m0099,19,6,1.819396,1.850722,0.031326,1.850722
pavoque,pavoque::m0099,m0099,20,?,1.850722,1.877135,0.026413,1.877135
pavoque,pavoque::m0099,m0099,21,E,1.877135,1.945000,0.067865,1.945000
pavoque,pavoque::m0099,m0099,22,m,1.945000,2.005000,0.060000,2.005000
pavoque,pavoque::m0099,m0099,23,b,2.005000,2.063413,0.058413,2.063413
pavoque,pavoque::m0099,m0099,24,R,2.063413,2.110000,0.046587,2.110000
pavoque,pavoque::m0099,m0099,25,y:,2.110000,2.225000,0.115000,2.225000
pavoque,pavoque::m0099,m0099,26,o:,2.225000,2.315000,0.090000,2.315000
pavoque,pavoque::m0099,m0099,27,n,2.315000,2.440000,0.125000,2.440000
pavoque,pavoque::m0099,m0099,28,I,2.440000,2.525000,0.085000,2.525000
pavoque,pavoque::m0099,m0099,29,C,2.525000,2.698995,0.173995,2.698995
pavoque,pavoque::m0099,m0099,30,t,2.698995,2.845800,0.146805,2.845800
pavoque,pavoque::m0099,m0099,31,_,2.845800,3.835000,0.989200,3.835000
