source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s,source_file,source_blob_sha
pavoque,pavoque::m0083,m0083,12,S,0.895000,1.015000,0.120000,1.015000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,13,v,1.015000,1.050000,0.035000,1.050000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,14,E,1.050000,1.125000,0.075000,1.125000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,15,s,1.125000,1.223420,0.098420,1.223420,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,16,t,1.223420,1.285469,0.062049,1.285469,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,17,6,1.285469,1.470315,0.184846,1.470315,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,18,_,1.470315,1.655793,0.185478,1.655793,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,19,d,1.655793,1.728592,0.072799,1.728592,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,20,Z,1.728592,1.770000,0.041408,1.770000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,21,EI,1.770000,1.930000,0.160000,1.930000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,22,m,1.930000,1.995000,0.065000,1.995000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,23,i:,1.995000,2.200559,0.205559,2.200559,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0083,m0083,24,_,2.200559,3.235000,1.034441,3.235000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,1,H#,0.000000,0.330000,0.330000,0.330000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,2,?,0.330000,0.344538,0.014538,0.344538,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,3,a,0.344538,0.465000,0.120462,0.465000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,4,n,0.465000,0.630000,0.165000,0.630000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,5,g,0.630000,0.703784,0.073784,0.703784,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,6,e:,0.703784,0.854281,0.150497,0.854281,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,7,p,0.854281,0.965816,0.111535,0.965816,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,8,l,0.965816,0.990623,0.024807,0.990623,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,9,I,0.990623,1.059407,0.068784,1.059407,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,10,C,1.059407,1.138632,0.079225,1.138632,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,11,g,1.138632,1.214130,0.075498,1.214130,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,12,e:,1.214130,1.287871,0.073741,1.287871,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,13,t,1.287871,1.323491,0.035620,1.323491,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,14,d,1.323491,1.355435,0.031944,1.355435,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,15,i:,1.355435,1.420000,0.064565,1.420000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,16,k,1.420000,1.503600,0.083600,1.503600,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,17,O,1.503600,1.570000,0.066400,1.570000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,18,m,1.570000,1.610000,0.040000,1.610000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,19,p,1.610000,1.672344,0.062344,1.672344,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,20,o:,1.672344,1.725000,0.052656,1.725000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,21,z,1.725000,1.803142,0.078142,1.803142,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,22,i:,1.803142,1.851660,0.048518,1.851660,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,23,ts,1.851660,1.987880,0.136220,1.987880,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,24,j,1.987880,2.039589,0.051709,2.039589,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,25,o:,2.039589,2.125000,0.085411,2.125000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,26,n,2.125000,2.165000,0.040000,2.165000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,27,ts,2.165000,2.250000,0.085000,2.250000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,28,u:,2.250000,2.310000,0.060000,2.310000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,29,R,2.310000,2.363246,0.053246,2.363246,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,30,Y,2.363246,2.422204,0.058958,2.422204,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,31,k,2.422204,2.499598,0.077394,2.499598,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,32,?,2.499598,2.525000,0.025402,2.525000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,33,aU,2.525000,2.650000,0.125000,2.650000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,34,f,2.650000,2.795607,0.145607,2.795607,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,35,r,2.795607,2.898170,0.102563,2.898170,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,36,E,2.898170,2.985379,0.087209,2.985379,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,37,v,2.985379,3.030000,0.044621,3.030000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,38,6,3.030000,3.110665,0.080665,3.110665,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,39,r,3.110665,3.165000,0.054335,3.165000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,40,@,3.165000,3.240000,0.075000,3.240000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,41,n,3.240000,3.290000,0.050000,3.290000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,42,d,3.290000,3.313134,0.023134,3.313134,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,43,g,3.313134,3.417398,0.104264,3.417398,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,44,E,3.417398,3.515000,0.097602,3.515000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,45,r,3.515000,3.625322,0.110322,3.625322,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,46,i:,3.625322,3.739554,0.114232,3.739554,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,47,d,3.739554,3.834455,0.094901,3.834455,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,48,EI,3.834455,3.997497,0.163042,3.997497,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,49,v,3.997497,4.040000,0.042503,4.040000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,50,I,4.040000,4.178671,0.138671,4.178671,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,51,s,4.178671,4.383796,0.205125,4.383796,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0084,m0084,52,_,4.383796,5.215000,0.831204,5.215000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,1,H#,0.000000,0.419548,0.419548,0.419548,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,2,tS,0.419548,0.545000,0.125452,0.545000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,3,y:,0.545000,0.645000,0.100000,0.645000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,4,s,0.645000,0.826196,0.181196,0.826196,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,5,h,0.826196,0.855000,0.028804,0.855000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,6,a,0.855000,0.927551,0.072551,0.927551,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,7,t,0.927551,0.980982,0.053431,0.980982,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,8,z,0.980982,1.025000,0.044018,1.025000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,9,aI,1.025000,1.100000,0.075000,1.100000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,10,n,1.100000,1.135000,0.035000,1.135000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,11,@,1.135000,1.170000,0.035000,1.170000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,12,n,1.170000,1.228544,0.058544,1.228544,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,13,?,1.228544,1.291200,0.062656,1.291200,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,14,u:,1.291200,1.390000,0.098800,1.390000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,15,6,1.390000,1.430000,0.040000,1.430000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,16,S,1.430000,1.531380,0.101380,1.531380,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,17,p,1.531380,1.594650,0.063270,1.594650,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,18,R,1.594650,1.630000,0.035350,1.630000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,19,U,1.630000,1.745000,0.115000,1.745000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,20,N,1.745000,1.785000,0.040000,1.785000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,21,?,1.785000,1.800000,0.015000,1.800000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,22,I,1.800000,1.875000,0.075000,1.875000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,23,m,1.875000,1.925000,0.050000,1.925000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,24,f,1.925000,1.995000,0.070000,1.995000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,25,R,1.995000,2.035000,0.040000,2.035000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,26,a,2.035000,2.130000,0.095000,2.130000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,27,n,2.130000,2.188651,0.058651,2.188651,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,28,ts,2.188651,2.307560,0.118909,2.307560,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,29,2:,2.307560,2.445000,0.137440,2.445000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,30,z,2.445000,2.505000,0.060000,2.505000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,31,I,2.505000,2.565000,0.060000,2.565000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,32,S,2.565000,2.700000,0.135000,2.700000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,33,@,2.700000,2.710168,0.010168,2.710168,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,34,n,2.710168,2.835479,0.125311,2.835479,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0085,m0085,35,_,2.835479,4.135000,1.299521,4.135000,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
