source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0013,1,H#,0.0,0.29,0.29
pavoque,pavoque::spike0013,2,f,0.29,0.39,0.1
pavoque,pavoque::spike0013,3,i:,0.39,0.465,0.075
pavoque,pavoque::spike0013,4,l,0.465,0.53,0.065
pavoque,pavoque::spike0013,5,aI,0.53,0.655,0.125
pavoque,pavoque::spike0013,6,C,0.655,0.73,0.075
pavoque,pavoque::spike0013,7,t,0.73,0.777813,0.047813
pavoque,pavoque::spike0013,8,h,0.777813,0.825,0.047187
pavoque,pavoque::spike0013,9,a:,0.825,0.895,0.07
pavoque,pavoque::spike0013,10,b,0.895,0.930249,0.035249
pavoque,pavoque::spike0013,11,@,0.930249,0.94,0.009751
pavoque,pavoque::spike0013,12,?,0.94,0.955,0.015
pavoque,pavoque::spike0013,13,I,0.955,1.025,0.07
pavoque,pavoque::spike0013,14,C,1.025,1.12,0.095
pavoque,pavoque::spike0013,15,f,1.12,1.26,0.14
pavoque,pavoque::spike0013,16,a,1.26,1.3,0.04
pavoque,pavoque::spike0013,17,l,1.3,1.365,0.065
pavoque,pavoque::spike0013,18,S,1.365,1.435758,0.070758
pavoque,pavoque::spike0013,19,f,1.435758,1.5,0.064242
pavoque,pavoque::spike0013,20,6,1.5,1.565,0.065
pavoque,pavoque::spike0013,21,S,1.565,1.672185,0.107185
pavoque,pavoque::spike0013,22,t,1.672185,1.736132,0.063947
pavoque,pavoque::spike0013,23,a,1.736132,1.815,0.078868
pavoque,pavoque::spike0013,24,n,1.815,1.906156,0.091156
pavoque,pavoque::spike0013,25,d,1.906156,1.966337,0.060181
pavoque,pavoque::spike0013,26,@,1.966337,1.972478,0.006141
pavoque,pavoque::spike0013,27,n,1.972478,2.064811,0.092333
pavoque,pavoque::spike0013,28,_,2.064811,3.775,1.710189
pavoque,pavoque::spike0014,1,H#,0.0,0.272659,0.272659
pavoque,pavoque::spike0014,2,h,0.272659,0.393022,0.120363
pavoque,pavoque::spike0014,3,a:,0.393022,0.484522,0.0915
pavoque,pavoque::spike0014,4,b,0.484522,0.535492,0.05097
pavoque,pavoque::spike0014,5,@,0.535492,0.597516,0.062024
pavoque,pavoque::spike0014,6,?,0.597516,0.607956,0.01044
pavoque,pavoque::spike0014,7,I,0.607956,0.632519,0.024563
pavoque,pavoque::spike0014,8,C,0.632519,0.705,0.072481
pavoque,pavoque::spike0014,9,?,0.705,0.731389,0.026389
pavoque,pavoque::spike0014,10,E,0.731389,0.795,0.063611
pavoque,pavoque::spike0014,11,t,0.795,0.85298,0.05798
pavoque,pavoque::spike0014,12,v,0.85298,0.88,0.02702
pavoque,pavoque::spike0014,13,a,0.88,0.95,0.07
pavoque,pavoque::spike0014,14,s,0.95,1.06,0.11
pavoque,pavoque::spike0014,15,f,1.06,1.172924,0.112924
pavoque,pavoque::spike0014,16,a,1.172924,1.245,0.072076
pavoque,pavoque::spike0014,17,l,1.245,1.29266,0.04766
pavoque,pavoque::spike0014,18,S,1.29266,1.401368,0.108708
pavoque,pavoque::spike0014,19,@,1.401368,1.44804,0.046672
pavoque,pavoque::spike0014,20,s,1.44804,1.514976,0.066936
pavoque,pavoque::spike0014,21,g,1.514976,1.566241,0.051265
pavoque,pavoque::spike0014,22,@,1.566241,1.623671,0.05743
pavoque,pavoque::spike0014,23,z,1.623671,1.735,0.111329
pavoque,pavoque::spike0014,24,a:,1.735,1.970022,0.235022
pavoque,pavoque::spike0014,25,k,1.970022,2.06,0.089978
pavoque,pavoque::spike0014,26,t,2.06,2.219959,0.159959
pavoque,pavoque::spike0014,27,_,2.219959,3.355,1.135041
pavoque,pavoque::spike0015,1,H#,0.0,0.489485,0.489485
pavoque,pavoque::spike0015,2,b,0.489485,0.515475,0.02599
pavoque,pavoque::spike0015,3,I,0.515475,0.565,0.049525
pavoque,pavoque::spike0015,4,s,0.565,0.6281,0.0631
pavoque,pavoque::spike0015,5,t,0.6281,0.664379,0.036279
pavoque,pavoque::spike0015,6,d,0.664379,0.701418,0.037039
pavoque,pavoque::spike0015,7,u:,0.701418,0.748847,0.047429
pavoque,pavoque::spike0015,8,n,0.748847,0.79,0.041153
pavoque,pavoque::spike0015,9,O,0.79,0.855,0.065
pavoque,pavoque::spike0015,10,x,0.855,0.918326,0.063326
pavoque,pavoque::spike0015,11,d,0.918326,1.025095,0.106769
pavoque,pavoque::spike0015,12,a:,1.025095,1.348791,0.323696
pavoque,pavoque::spike0015,13,_,1.348791,2.455,1.106209
pavoque,pavoque::spike0016,1,H#,0.0,0.571675,0.571675
pavoque,pavoque::spike0016,2,g,0.571675,0.61549,0.043815
pavoque,pavoque::spike0016,3,i:,0.61549,0.682203,0.066713
pavoque,pavoque::spike0016,4,p,0.682203,0.71,0.027797
pavoque,pavoque::spike0016,5,t,0.71,0.761593,0.051593
pavoque,pavoque::spike0016,6,?,0.761593,0.76736,0.005767
pavoque,pavoque::spike0016,7,E,0.76736,0.793959,0.026599
pavoque,pavoque::spike0016,8,s,0.793959,0.899574,0.105615
pavoque,pavoque::spike0016,9,n,0.899574,0.975,0.075426
pavoque,pavoque::spike0016,10,O,0.975,1.045,0.07
pavoque,pavoque::spike0016,11,x,1.045,1.13,0.085
pavoque,pavoque::spike0016,12,?,1.13,1.155631,0.025631
pavoque,pavoque::spike0016,13,E,1.155631,1.222561,0.06693
pavoque,pavoque::spike0016,14,t,1.222561,1.303711,0.08115
pavoque,pavoque::spike0016,15,v,1.303711,1.331861,0.02815
pavoque,pavoque::spike0016,16,a,1.331861,1.41,0.078139
pavoque,pavoque::spike0016,17,s,1.41,1.479232,0.069232
pavoque,pavoque::spike0016,18,d,1.479232,1.520301,0.041069
pavoque,pavoque::spike0016,19,a,1.520301,1.565,0.044699
pavoque,pavoque::spike0016,20,s,1.565,1.628444,0.063444
pavoque,pavoque::spike0016,21,d,1.628444,1.706775,0.078331
pavoque,pavoque::spike0016,22,u:,1.706775,1.765376,0.058601
pavoque,pavoque::spike0016,23,z,1.765376,1.842746,0.07737
pavoque,pavoque::spike0016,24,a:,1.842746,1.992572,0.149826
pavoque,pavoque::spike0016,25,g,1.992572,2.055205,0.062633
pavoque,pavoque::spike0016,26,@,2.055205,2.061959,0.006754
pavoque,pavoque::spike0016,27,n,2.061959,2.154066,0.092107
pavoque,pavoque::spike0016,28,v,2.154066,2.195,0.040934
pavoque,pavoque::spike0016,29,I,2.195,2.299594,0.104594
pavoque,pavoque::spike0016,30,l,2.299594,2.415649,0.116055
pavoque,pavoque::spike0016,31,s,2.415649,2.533545,0.117896
pavoque,pavoque::spike0016,32,t,2.533545,2.60678,0.073235
pavoque,pavoque::spike0016,33,_,2.60678,3.895,1.28822
