source_id,recording_id,source_recording_id,speaker_id,task,interviewer_gender,audio_quality_grade,snr_db,audio_quality_issues,audio_quality_comment,wordlist_order,pace_condition,misread_frequency,total_duration_s,labeled_duration_s,num_intervals,provenance
ccost_2026,ccost_2026::ccost_S4_INT_2,ccost_S4_INT_2,ccost_2026::S4,INT,F,A,14.26,Clipping;,,,,none,307.56,135.8,480,CCOST_metadata.csv source row 30
ccost_2026,ccost_2026::ccost_S4_INT_3,ccost_S4_INT_3,ccost_2026::S4,INT,F,A,13.36,Clipping;,,,,none,304.26,157.61,542,CCOST_metadata.csv source row 31
ccost_2026,ccost_2026::ccost_S4_INT_4,ccost_S4_INT_4,ccost_2026::S4,INT,F,A,14.31,Near-Clip;,,,,none,235.36,91.07,290,CCOST_metadata.csv source row 32
ccost_2026,ccost_2026::ccost_S4_WL_34,ccost_S4_WL_34,ccost_2026::S4,WL,F,A,14.32,None,,A,A,none,289.55,135.24,206,CCOST_metadata.csv source row 33
ccost_2026,ccost_2026::ccost_S4_ST_123,ccost_S4_ST_123,ccost_2026::S4,ST,F,A,14.09,None,,,A,none,173.89,103.53,300,CCOST_metadata.csv source row 34
ccost_2026,ccost_2026::ccost_S5_INT_1,ccost_S5_INT_1,ccost_2026::S5,INT,F,A,13.81,Clipping;,,,,none,237.1,176.38,651,CCOST_metadata.csv source row 35
ccost_2026,ccost_2026::ccost_S5_INT_2,ccost_S5_INT_2,ccost_2026::S5,INT,F,A,14.33,Clipping;,,,,none,285.57,204.65,824,CCOST_metadata.csv source row 36
ccost_2026,ccost_2026::ccost_S5_INT_3,ccost_S5_INT_3,ccost_2026::S5,INT,F,A,13.92,Clipping;,,,,none,318.88,246.76,1052,CCOST_metadata.csv source row 37
ccost_2026,ccost_2026::ccost_S5_INT_4,ccost_S5_INT_4,ccost_2026::S5,INT,F,A,14.1,Clipping;,,,,none,395.35,280.46,1245,CCOST_metadata.csv source row 38
ccost_2026,ccost_2026::ccost_S5_WL_12,ccost_S5_WL_12,ccost_2026::S5,WL,F,A,27.97,Clipping;,,A,A,none,285.57,111.8,205,CCOST_metadata.csv source row 39
ccost_2026,ccost_2026::ccost_S5_WL_34,ccost_S5_WL_34,ccost_2026::S5,WL,F,A,25.02,Clipping;,,A,A,none,223.71,117.4,206,CCOST_metadata.csv source row 40
ccost_2026,ccost_2026::ccost_S5_ST_123,ccost_S5_ST_123,ccost_2026::S5,ST,F,A,16.35,Clipping;,,,A,none,109.94,86.56,300,CCOST_metadata.csv source row 41
ccost_2026,ccost_2026::ccost_S6_INT_1,ccost_S6_INT_1,ccost_2026::S6,INT,F,A,16.17,Clipping;,,,,none,268.93,168.33,599,CCOST_metadata.csv source row 42
ccost_2026,ccost_2026::ccost_S6_INT_2,ccost_S6_INT_2,ccost_2026::S6,INT,F,A,17.02,Clipping;,,,,none,252.04,176.51,741,CCOST_metadata.csv source row 43
ccost_2026,ccost_2026::ccost_S6_INT_3,ccost_S6_INT_3,ccost_2026::S6,INT,F,A,17.21,Clipping;,,,,none,271.49,152.6,621,CCOST_metadata.csv source row 44
ccost_2026,ccost_2026::ccost_S6_INT_4,ccost_S6_INT_4,ccost_2026::S6,INT,F,A,16.62,Clipping;,,,,none,246.91,114.84,434,CCOST_metadata.csv source row 45
ccost_2026,ccost_2026::ccost_S6_INT_5,ccost_S6_INT_5,ccost_2026::S6,INT,F,A,17.94,Clipping;,,,,none,258.95,128.81,506,CCOST_metadata.csv source row 46
ccost_2026,ccost_2026::ccost_S6_WL_12,ccost_S6_WL_12,ccost_2026::S6,WL,F,A,23.78,Clipping;,,A,A,none,251.97,80.03,206,CCOST_metadata.csv source row 47
ccost_2026,ccost_2026::ccost_S6_WL_34,ccost_S6_WL_34,ccost_2026::S6,WL,F,A,21.62,Near-Clip;,,A,A,none,232.44,89.3,206,CCOST_metadata.csv source row 48
