source_id,recording_id,source_recording_id,speaker_id,source_speaker_id,task
ccost_2026,ccost_2026::ccost_S23_INT_2,ccost_S23_INT_2,ccost_2026::S23,23,interview
ccost_2026,ccost_2026::ccost_S23_INT_3,ccost_S23_INT_3,ccost_2026::S23,23,interview
ccost_2026,ccost_2026::ccost_S23_INT_4,ccost_S23_INT_4,ccost_2026::S23,23,interview
ccost_2026,ccost_2026::ccost_S23_INT_5,ccost_S23_INT_5,ccost_2026::S23,23,interview
ccost_2026,ccost_2026::ccost_S23_WL_1,ccost_S23_WL_1,ccost_2026::S23,23,word_list
ccost_2026,ccost_2026::ccost_S23_WL_2,ccost_S23_WL_2,ccost_2026::S23,23,word_list
ccost_2026,ccost_2026::ccost_S23_WL_3,ccost_S23_WL_3,ccost_2026::S23,23,word_list
ccost_2026,ccost_2026::ccost_S23_WL_4,ccost_S23_WL_4,ccost_2026::S23,23,word_list
ccost_2026,ccost_2026::ccost_S23_ST_1,ccost_S23_ST_1,ccost_2026::S23,23,sentence_reading
ccost_2026,ccost_2026::ccost_S23_ST_2,ccost_S23_ST_2,ccost_2026::S23,23,sentence_reading
ccost_2026,ccost_2026::ccost_S23_ST_3,ccost_S23_ST_3,ccost_2026::S23,23,sentence_reading
ccost_2026,ccost_2026::ccost_S24_INT_1,ccost_S24_INT_1,ccost_2026::S24,24,interview
ccost_2026,ccost_2026::ccost_S24_INT_2,ccost_S24_INT_2,ccost_2026::S24,24,interview
ccost_2026,ccost_2026::ccost_S24_INT_3,ccost_S24_INT_3,ccost_2026::S24,24,interview
ccost_2026,ccost_2026::ccost_S24_INT_4,ccost_S24_INT_4,ccost_2026::S24,24,interview
ccost_2026,ccost_2026::ccost_S24_INT_5,ccost_S24_INT_5,ccost_2026::S24,24,interview
ccost_2026,ccost_2026::ccost_S24_WL_1,ccost_S24_WL_1,ccost_2026::S24,24,word_list
