source_id,recording_id,source_recording_id,speaker_id,task,interviewer_gender,audio_quality_grade,snr_db,audio_quality_issues,audio_quality_comment,wordlist_order,pace_condition,misread_frequency,total_duration_s,labeled_duration_s,num_intervals,provenance
ccost_2026,ccost_2026::ccost_S6_ST_123,ccost_S6_ST_123,ccost_2026::S6,ST,F,A,17.82,Near-Clip;,,,B,none,129.25,93.99,300,CCOST_metadata.csv source row 49
ccost_2026,ccost_2026::ccost_S7_INT_1,ccost_S7_INT_1,ccost_2026::S7,INT,F,A,14.11,None,,,,few,299.11,161.22,497,CCOST_metadata.csv source row 50
ccost_2026,ccost_2026::ccost_S7_INT_2,ccost_S7_INT_2,ccost_2026::S7,INT,F,A,13.13,Weak-Signal;,,,,few,147.89,85.94,285,CCOST_metadata.csv source row 51
ccost_2026,ccost_2026::ccost_S7_INT_3,ccost_S7_INT_3,ccost_2026::S7,INT,F,A,10.97,None,,,,few,234.5,139.76,455,CCOST_metadata.csv source row 52
ccost_2026,ccost_2026::ccost_S7_INT_4,ccost_S7_INT_4,ccost_2026::S7,INT,F,A,10.17,None,,,,few,212.57,157.21,521,CCOST_metadata.csv source row 53
ccost_2026,ccost_2026::ccost_S7_WL_12,ccost_S7_WL_12,ccost_2026::S7,WL,F,A,16.39,None,,B,A,few,240.3,131.99,206,CCOST_metadata.csv source row 54
ccost_2026,ccost_2026::ccost_S7_WL_34,ccost_S7_WL_34,ccost_2026::S7,WL,F,A,15.44,None,,B,A,few,220.72,135.2,206,CCOST_metadata.csv source row 55
ccost_2026,ccost_2026::ccost_S7_ST_123,ccost_S7_ST_123,ccost_2026::S7,ST,F,A,15.16,None,,,A,few,153.49,107.39,296,CCOST_metadata.csv source row 56
ccost_2026,ccost_2026::ccost_S8_INT_1,ccost_S8_INT_1,ccost_2026::S8,INT,F,A,15.75,None,,,,few,156.51,40.62,123,CCOST_metadata.csv source row 57
ccost_2026,ccost_2026::ccost_S8_INT_2,ccost_S8_INT_2,ccost_2026::S8,INT,F,A,13.25,None,,,,few,195.71,63.72,206,CCOST_metadata.csv source row 58
ccost_2026,ccost_2026::ccost_S8_INT_3,ccost_S8_INT_3,ccost_2026::S8,INT,F,A,11.33,None,,,,few,222.84,132.23,454,CCOST_metadata.csv source row 59
ccost_2026,ccost_2026::ccost_S8_INT_4,ccost_S8_INT_4,ccost_2026::S8,INT,F,A,12.74,None,,,,few,196.79,102.26,328,CCOST_metadata.csv source row 60
ccost_2026,ccost_2026::ccost_S8_INT_5,ccost_S8_INT_5,ccost_2026::S8,INT,F,A,13.45,None,,,,few,154.98,74.72,237,CCOST_metadata.csv source row 61
ccost_2026,ccost_2026::ccost_S8_WL_12,ccost_S8_WL_12,ccost_2026::S8,WL,F,A,17.83,None,,B,C,few,152.29,114.19,206,CCOST_metadata.csv source row 62
ccost_2026,ccost_2026::ccost_S8_WL_34,ccost_S8_WL_34,ccost_2026::S8,WL,F,A,18.46,None,,B,C,few,122.99,99.48,202,CCOST_metadata.csv source row 63
ccost_2026,ccost_2026::ccost_S8_ST_123,ccost_S8_ST_123,ccost_2026::S8,ST,F,A,13.51,None,,,C,few,97.04,77,300,CCOST_metadata.csv source row 64
ccost_2026,ccost_2026::ccost_S9_WL_12,ccost_S9_WL_12,ccost_2026::S9,WL,F,A,14.63,None,,B,C,few,92.59,82.62,203,CCOST_metadata.csv source row 65
ccost_2026,ccost_2026::ccost_S9_WL_34,ccost_S9_WL_34,ccost_2026::S9,WL,F,A,14.56,None,,B,C,few,94.38,84.96,202,CCOST_metadata.csv source row 66
ccost_2026,ccost_2026::ccost_S9_ST_123,ccost_S9_ST_123,ccost_2026::S9,ST,F,A,10.56,Near-Clip;,,,C,few,80.77,75.41,300,CCOST_metadata.csv source row 67
ccost_2026,ccost_2026::ccost_S9_INT_1,ccost_S9_INT_1,ccost_2026::S9,INT,F,A,11.62,None,,,,few,226.51,105.91,463,CCOST_metadata.csv source row 68
