source_id,utterance_id,segment_id,segment_index,original_label,normalized_ipa,relative_start_s,relative_end_s,duration_s,absolute_start_s,absolute_end_s,start_derivation,end_provenance,annotation_scope,source_blob_sha
pavoque,pavoque::m0168,pavoque::m0168::seg016,16,6,,1.665000,1.746955,0.081955,831.465000,831.546955,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg017,17,t,,1.746955,1.825000,0.078045,831.546955,831.625000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg018,18,@,,1.825000,1.834763,0.009763,831.625000,831.634763,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg019,19,n,,1.834763,1.898010,0.063247,831.634763,831.698010,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg020,20,?,,1.898010,1.925000,0.026990,831.698010,831.725000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg021,21,I,,1.925000,1.956958,0.031958,831.725000,831.756958,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg022,22,n,,1.956958,2.005000,0.048042,831.756958,831.805000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg023,23,s,,2.005000,2.074854,0.069854,831.805000,831.874854,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg024,24,t,,2.074854,2.138537,0.063683,831.874854,831.938537,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg025,25,R,,2.138537,2.170000,0.031463,831.938537,831.970000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg026,26,u:,,2.170000,2.225000,0.055000,831.970000,832.025000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg027,27,m,,2.225000,2.290000,0.065000,832.025000,832.090000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg028,28,E,,2.290000,2.380000,0.090000,832.090000,832.180000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg029,29,n,,2.380000,2.450035,0.070035,832.180000,832.250035,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg030,30,t,,2.450035,2.528633,0.078598,832.250035,832.328633,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg031,31,@,,2.528633,2.540000,0.011367,832.328633,832.340000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg032,32,n,,2.540000,2.625000,0.085000,832.340000,832.425000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg033,33,f,,2.625000,2.720884,0.095884,832.425000,832.520884,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg034,34,I,,2.720884,2.780000,0.059116,832.520884,832.580000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg035,35,n,,2.780000,2.820000,0.040000,832.580000,832.620000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg036,36,d,,2.820000,2.852035,0.032035,832.620000,832.652035,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg037,37,@,,2.852035,2.898287,0.046252,832.652035,832.698287,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg038,38,t,,2.898287,2.955000,0.056713,832.698287,832.755000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg039,39,h,,2.955000,3.065000,0.110000,832.755000,832.865000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg040,40,O,,3.065000,3.145000,0.080000,832.865000,832.945000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg041,41,l,,3.145000,3.235000,0.090000,832.945000,833.035000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg042,42,ts,,3.235000,3.365000,0.130000,833.035000,833.165000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg043,43,?,,3.365000,3.515000,0.150000,833.165000,833.315000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg044,44,O,,3.515000,3.595000,0.080000,833.315000,833.395000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg045,45,f,,3.595000,3.700000,0.105000,833.395000,833.500000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg046,46,t,,3.700000,3.765931,0.065931,833.500000,833.565931,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg047,47,?,,3.765931,3.835000,0.069069,833.565931,833.635000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg048,48,aU,,3.835000,3.925000,0.090000,833.635000,833.725000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg049,49,x,,3.925000,3.965000,0.040000,833.725000,833.765000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg050,50,f,,3.965000,4.070000,0.105000,833.765000,833.870000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg051,51,y:,,4.070000,4.119620,0.049620,833.870000,833.919620,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg052,52,6,,4.119620,4.136813,0.017193,833.919620,833.936813,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg053,53,d,,4.136813,4.178221,0.041408,833.936813,833.978221,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg054,54,i:,,4.178221,4.240000,0.061779,833.978221,834.040000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg055,55,m,,4.240000,4.290000,0.050000,834.040000,834.090000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg056,56,e:,,4.290000,4.355000,0.065000,834.090000,834.155000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg057,57,C,,4.355000,4.500000,0.145000,834.155000,834.300000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg058,58,a:,,4.500000,4.635000,0.135000,834.300000,834.435000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg059,59,n,,4.635000,4.670000,0.035000,834.435000,834.470000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg060,60,I,,4.670000,4.725000,0.055000,834.470000,834.525000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg061,61,k,,4.725000,4.781122,0.056122,834.525000,834.581122,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg062,62,f,,4.781122,4.865000,0.083878,834.581122,834.665000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg063,63,6,,4.865000,4.955334,0.090334,834.665000,834.755334,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg064,64,v,,4.955334,5.000000,0.044666,834.755334,834.800000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg065,65,E,,5.000000,5.090000,0.090000,834.800000,834.890000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg066,66,n,,5.090000,5.168407,0.078407,834.890000,834.968407,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg067,67,d,,5.168407,5.209808,0.041401,834.968407,835.009808,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg068,68,U,,5.209808,5.330515,0.120707,835.009808,835.130515,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg069,69,N,,5.330515,5.417709,0.087194,835.130515,835.217709,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0168,pavoque::m0168::seg070,70,_,,5.417709,6.835000,1.417291,835.217709,836.635000,previous_source_endpoint,source_end_value,manually_corrected_phone_segmentation,bff79d978f740f6c2b09bc595ade03b6bdf33423
