source_id,recording_id,source_recording_id,speaker_id,source_speaker_id,task
ccost_2026,ccost_2026::ccost_S20_WL_4,ccost_S20_WL_4,ccost_2026::S20,20,word_list
ccost_2026,ccost_2026::ccost_S20_ST_1,ccost_S20_ST_1,ccost_2026::S20,20,sentence_reading
ccost_2026,ccost_2026::ccost_S20_ST_2,ccost_S20_ST_2,ccost_2026::S20,20,sentence_reading
ccost_2026,ccost_2026::ccost_S20_ST_3,ccost_S20_ST_3,ccost_2026::S20,20,sentence_reading
ccost_2026,ccost_2026::ccost_S21_INT_1,ccost_S21_INT_1,ccost_2026::S21,21,interview
ccost_2026,ccost_2026::ccost_S21_INT_2,ccost_S21_INT_2,ccost_2026::S21,21,interview
ccost_2026,ccost_2026::ccost_S21_INT_3,ccost_S21_INT_3,ccost_2026::S21,21,interview
ccost_2026,ccost_2026::ccost_S21_INT_4,ccost_S21_INT_4,ccost_2026::S21,21,interview
ccost_2026,ccost_2026::ccost_S21_INT_5,ccost_S21_INT_5,ccost_2026::S21,21,interview
ccost_2026,ccost_2026::ccost_S21_WL_1,ccost_S21_WL_1,ccost_2026::S21,21,word_list
ccost_2026,ccost_2026::ccost_S21_WL_2,ccost_S21_WL_2,ccost_2026::S21,21,word_list
ccost_2026,ccost_2026::ccost_S21_WL_3,ccost_S21_WL_3,ccost_2026::S21,21,word_list
ccost_2026,ccost_2026::ccost_S21_WL_4,ccost_S21_WL_4,ccost_2026::S21,21,word_list
ccost_2026,ccost_2026::ccost_S21_ST_1,ccost_S21_ST_1,ccost_2026::S21,21,sentence_reading
ccost_2026,ccost_2026::ccost_S21_ST_2,ccost_S21_ST_2,ccost_2026::S21,21,sentence_reading
ccost_2026,ccost_2026::ccost_S21_ST_3,ccost_S21_ST_3,ccost_2026::S21,21,sentence_reading
ccost_2026,ccost_2026::ccost_S22_INT_1,ccost_S22_INT_1,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_INT_2,ccost_S22_INT_2,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_INT_3,ccost_S22_INT_3,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_INT_4,ccost_S22_INT_4,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_INT_5,ccost_S22_INT_5,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_INT_6,ccost_S22_INT_6,ccost_2026::S22,22,interview
ccost_2026,ccost_2026::ccost_S22_WL_1,ccost_S22_WL_1,ccost_2026::S22,22,word_list
ccost_2026,ccost_2026::ccost_S22_WL_2,ccost_S22_WL_2,ccost_2026::S22,22,word_list
ccost_2026,ccost_2026::ccost_S22_WL_3,ccost_S22_WL_3,ccost_2026::S22,22,word_list
ccost_2026,ccost_2026::ccost_S22_WL_4,ccost_S22_WL_4,ccost_2026::S22,22,word_list
ccost_2026,ccost_2026::ccost_S22_ST_1,ccost_S22_ST_1,ccost_2026::S22,22,sentence_reading
ccost_2026,ccost_2026::ccost_S22_ST_2,ccost_S22_ST_2,ccost_2026::S22,22,sentence_reading
ccost_2026,ccost_2026::ccost_S22_ST_3,ccost_S22_ST_3,ccost_2026::S22,22,sentence_reading
ccost_2026,ccost_2026::ccost_S23_INT_1,ccost_S23_INT_1,ccost_2026::S23,23,interview
