source_id,recording_id,source_recording_id,mean_intensity_db,max_intensity_db,min_intensity_db,intensity_sd_db,dynamic_range_db,peak_level_dbfs,peak_intensity_db,intensity_threshold_db,average_speech_db,average_noise_db,provenance
ccost_2026,ccost_2026::ccost_S4_INT_2,ccost_S4_INT_2,71.62,87.92,47.87,6.97,40.05,-0.12,92.78,67.78,75,60.74,CCOST_metadata.csv source row 30
ccost_2026,ccost_2026::ccost_S4_INT_3,ccost_S4_INT_3,70.63,85.25,49.1,7.02,36.16,-0.24,93.47,68.47,74.75,61.39,CCOST_metadata.csv source row 31
ccost_2026,ccost_2026::ccost_S4_INT_4,ccost_S4_INT_4,71.06,83.96,48.89,6.91,35.07,-1.45,92.79,67.79,74.75,60.45,CCOST_metadata.csv source row 32
ccost_2026,ccost_2026::ccost_S4_WL_34,ccost_S4_WL_34,66.3,77.95,45.83,6.05,32.12,-6.51,91.85,66.85,70.77,56.45,CCOST_metadata.csv source row 33
ccost_2026,ccost_2026::ccost_S4_ST_123,ccost_S4_ST_123,65.47,77.4,49.38,6,28.02,-8.7,78.1,53.1,64.96,50.87,CCOST_metadata.csv source row 34
ccost_2026,ccost_2026::ccost_S5_INT_1,ccost_S5_INT_1,68.45,88.07,38.53,7.64,49.54,-0.14,90.56,65.56,72.42,58.61,CCOST_metadata.csv source row 35
ccost_2026,ccost_2026::ccost_S5_INT_2,ccost_S5_INT_2,68.52,88.37,39,8.31,49.38,-0.16,92.91,67.91,74.12,59.79,CCOST_metadata.csv source row 36
ccost_2026,ccost_2026::ccost_S5_INT_3,ccost_S5_INT_3,68.08,89.73,38.99,7.97,50.74,-0.17,90.73,65.73,72.64,58.72,CCOST_metadata.csv source row 37
ccost_2026,ccost_2026::ccost_S5_INT_4,ccost_S5_INT_4,68.42,90.72,32.52,7.83,58.2,-0.18,91.01,66.01,72.69,58.59,CCOST_metadata.csv source row 38
ccost_2026,ccost_2026::ccost_S5_WL_12,ccost_S5_WL_12,74.98,90.04,42.68,6.06,47.36,-0.1,90.04,65.04,75.49,47.52,CCOST_metadata.csv source row 39
ccost_2026,ccost_2026::ccost_S5_WL_34,ccost_S5_WL_34,73.25,88.89,41.68,8.08,47.2,-0.11,89.73,64.73,75.33,50.31,CCOST_metadata.csv source row 40
ccost_2026,ccost_2026::ccost_S5_ST_123,ccost_S5_ST_123,69.61,91.1,46.17,8.25,44.93,-0.15,91.16,66.16,73.49,57.14,CCOST_metadata.csv source row 41
ccost_2026,ccost_2026::ccost_S6_INT_1,ccost_S6_INT_1,68.15,89.05,39.08,8.7,49.97,-0.15,90.03,65.03,73.06,56.89,CCOST_metadata.csv source row 42
ccost_2026,ccost_2026::ccost_S6_INT_2,ccost_S6_INT_2,70.11,89.78,38.17,8.85,51.61,-0.08,89.91,64.91,73.95,56.93,CCOST_metadata.csv source row 43
ccost_2026,ccost_2026::ccost_S6_INT_3,ccost_S6_INT_3,68.71,89.95,40.91,9.15,49.04,-0.13,90.15,65.15,73.53,56.32,CCOST_metadata.csv source row 44
ccost_2026,ccost_2026::ccost_S6_INT_4,ccost_S6_INT_4,67.38,89.24,35.08,9.13,54.16,-0.17,90.67,65.67,72.75,56.14,CCOST_metadata.csv source row 45
ccost_2026,ccost_2026::ccost_S6_INT_5,ccost_S6_INT_5,67.57,88.75,37.33,9.62,51.42,-0.12,88.76,63.76,72.53,54.59,CCOST_metadata.csv source row 46
ccost_2026,ccost_2026::ccost_S6_WL_12,ccost_S6_WL_12,68.52,83.49,44.8,6.15,38.7,-0.72,83.63,58.63,69.11,45.33,CCOST_metadata.csv source row 47
ccost_2026,ccost_2026::ccost_S6_WL_34,ccost_S6_WL_34,64.4,77.43,39.88,6.89,37.55,-2.85,81.15,56.15,66.21,44.59,CCOST_metadata.csv source row 48
