source_id,recording_id,source_recording_id,speaker_id,source_speaker_id,task
ccost_2026,ccost_2026::ccost_S17_WL_12,ccost_S17_WL_12,ccost_2026::S17,17,word_list
ccost_2026,ccost_2026::ccost_S17_WL_34,ccost_S17_WL_34,ccost_2026::S17,17,word_list
ccost_2026,ccost_2026::ccost_S17_ST_123,ccost_S17_ST_123,ccost_2026::S17,17,sentence_reading
ccost_2026,ccost_2026::ccost_S18_INT_1,ccost_S18_INT_1,ccost_2026::S18,18,interview
ccost_2026,ccost_2026::ccost_S18_INT_2,ccost_S18_INT_2,ccost_2026::S18,18,interview
ccost_2026,ccost_2026::ccost_S18_INT_3,ccost_S18_INT_3,ccost_2026::S18,18,interview
ccost_2026,ccost_2026::ccost_S18_WL_12,ccost_S18_WL_12,ccost_2026::S18,18,word_list
ccost_2026,ccost_2026::ccost_S18_WL_34,ccost_S18_WL_34,ccost_2026::S18,18,word_list
ccost_2026,ccost_2026::ccost_S18_ST_123,ccost_S18_ST_123,ccost_2026::S18,18,sentence_reading
ccost_2026,ccost_2026::ccost_S19_INT_1,ccost_S19_INT_1,ccost_2026::S19,19,interview
ccost_2026,ccost_2026::ccost_S19_INT_2,ccost_S19_INT_2,ccost_2026::S19,19,interview
ccost_2026,ccost_2026::ccost_S19_INT_3,ccost_S19_INT_3,ccost_2026::S19,19,interview
ccost_2026,ccost_2026::ccost_S19_INT_4,ccost_S19_INT_4,ccost_2026::S19,19,interview
ccost_2026,ccost_2026::ccost_S19_WL_1,ccost_S19_WL_1,ccost_2026::S19,19,word_list
ccost_2026,ccost_2026::ccost_S19_WL_2,ccost_S19_WL_2,ccost_2026::S19,19,word_list
ccost_2026,ccost_2026::ccost_S19_WL_3,ccost_S19_WL_3,ccost_2026::S19,19,word_list
ccost_2026,ccost_2026::ccost_S19_WL_4,ccost_S19_WL_4,ccost_2026::S19,19,word_list
ccost_2026,ccost_2026::ccost_S19_ST_1,ccost_S19_ST_1,ccost_2026::S19,19,sentence_reading
ccost_2026,ccost_2026::ccost_S19_ST_2,ccost_S19_ST_2,ccost_2026::S19,19,sentence_reading
ccost_2026,ccost_2026::ccost_S19_ST_3,ccost_S19_ST_3,ccost_2026::S19,19,sentence_reading
ccost_2026,ccost_2026::ccost_S20_INT_1,ccost_S20_INT_1,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_2,ccost_S20_INT_2,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_3,ccost_S20_INT_3,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_4,ccost_S20_INT_4,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_5,ccost_S20_INT_5,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_6,ccost_S20_INT_6,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_7,ccost_S20_INT_7,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_INT_8,ccost_S20_INT_8,ccost_2026::S20,20,interview
ccost_2026,ccost_2026::ccost_S20_WL_2,ccost_S20_WL_2,ccost_2026::S20,20,word_list
ccost_2026,ccost_2026::ccost_S20_WL_3,ccost_S20_WL_3,ccost_2026::S20,20,word_list
